path	bytes	sha256	first_commit	first_date	last_commit	last_date	current_control	current_frontier	founding_source	frozen_manifest	historical_or_pre_july	active_regrade	hits_broad_phi_depth	hits_pointwise_or_physical_phi	hits_independent_phi_variation	hits_endpoint_difference	hits_selection_or_ownership	hits_presentation_or_factorization	hits_stationary_killing	hits_supplied_conditional	hits_placeholder_or_arbitrary
UDT_RECIPROCAL_C_FOUNDING_POSTULATE_MAP.md	5113	c3d7cf1d0b24d83958b23ae55624259dba0a46c8bebd3308caadda873b67b5ac	167e9ea275fb7e4ef048ea1bbb7cf902992e0bf5	2026-07-17T18:12:12-04:00	167e9ea275fb7e4ef048ea1bbb7cf902992e0bf5	2026-07-17T18:12:12-04:00	NO	NO	YES	NO	NO	YES	5	0	0	0	0	0	0	0	0
UDT_RECIPROCAL_C_FOUNDING_POSTULATE_VERIFY_DISPATCH.md	4278	99357a22cb1d92bafaeca4ab844f239d911d257725b9c922951bee2b0675f928	167e9ea275fb7e4ef048ea1bbb7cf902992e0bf5	2026-07-17T18:12:12-04:00	167e9ea275fb7e4ef048ea1bbb7cf902992e0bf5	2026-07-17T18:12:12-04:00	NO	NO	YES	NO	NO	YES	3	0	0	0	0	0	0	0	0
UDT_SCIENTIFIC_FRONTIER_2026-07-19.md	99924	77145a774da6f685434a51bd72d70d41d3e997be5d8a0acd5c0ccd113b0708bb	7983748c0c9a9fe15d15a36d3940602c31418498	2026-07-19T10:36:56-04:00	682adb6c9d4cc7c9834cb5ea6a7712a32206650b	2026-08-05T01:11:05-04:00	YES	NO	NO	NO	NO	YES	107	4	4	0	13	3	6	13	0
angular_completeness_results.md	7264	12d1f4cacec98a760bf4a0ec21de9cd31ea3e691168f05eef24f043d9b9f0889	d94380fcab6f94540162389a76f89b4c466d9ec7	2026-06-11T15:37:36-04:00	d94380fcab6f94540162389a76f89b4c466d9ec7	2026-06-11T15:37:36-04:00	NO	NO	NO	NO	YES	NO	3	0	0	0	0	0	0	0	0
angular_derivative_weight_selector_2026-07-20/AUDIT_REPORT.md	11353	26d5b09bbfac932c3982d6c1bc44e53ff6e9c901f5ae533b86f496bb6649de50	dc9aafa2d92db30594eafd28c50f99963472b61d	2026-07-20T09:13:01-04:00	dc9aafa2d92db30594eafd28c50f99963472b61d	2026-07-20T09:13:01-04:00	NO	NO	NO	NO	NO	YES	3	0	0	0	0	0	0	1	0
angular_derivative_weight_selector_2026-07-20/CATCH_PROOFS.tsv	1030	0f65d8508d072cf024d47638b2fd47cca0795930db1e059e73352ca55a18aaca	dc9aafa2d92db30594eafd28c50f99963472b61d	2026-07-20T09:13:01-04:00	dc9aafa2d92db30594eafd28c50f99963472b61d	2026-07-20T09:13:01-04:00	NO	NO	NO	NO	NO	YES	1	0	0	0	0	0	0	0	0
angular_derivative_weight_selector_2026-07-20/COMPLETENESS_SCOPE.tsv	2488	1496cb44cdb73d2b425614978bd92d2728ab61bf9debf98d2737f079ccd3d99f	dc9aafa2d92db30594eafd28c50f99963472b61d	2026-07-20T09:13:01-04:00	dc9aafa2d92db30594eafd28c50f99963472b61d	2026-07-20T09:13:01-04:00	NO	NO	NO	NO	NO	YES	2	0	0	0	1	0	0	0	0
angular_derivative_weight_selector_2026-07-20/COUNTERFAMILY_LEDGER.tsv	2447	bb06f79e7b0d45e04cdfd3422b53d50f328bedc87f87556fd26a69ad12898a94	dc9aafa2d92db30594eafd28c50f99963472b61d	2026-07-20T09:13:01-04:00	dc9aafa2d92db30594eafd28c50f99963472b61d	2026-07-20T09:13:01-04:00	NO	NO	NO	NO	NO	YES	1	0	0	0	0	0	0	0	0
angular_derivative_weight_selector_2026-07-20/INVARIANT_LEDGER.tsv	3588	f7f84d9fff648b7983f67993d9f044787ea0e2917c18c40593b45fe2134659dc	dc9aafa2d92db30594eafd28c50f99963472b61d	2026-07-20T09:13:01-04:00	dc9aafa2d92db30594eafd28c50f99963472b61d	2026-07-20T09:13:01-04:00	NO	NO	NO	NO	NO	YES	3	0	0	0	1	0	0	1	0
angular_derivative_weight_selector_2026-07-20/NEXT_SCIENTIFIC_DECISION.md	1068	e8999606b438d4bc50a4b04e1bf30fe17bfafd2d71d5e731dbdb2538a31147cb	dc9aafa2d92db30594eafd28c50f99963472b61d	2026-07-20T09:13:01-04:00	dc9aafa2d92db30594eafd28c50f99963472b61d	2026-07-20T09:13:01-04:00	NO	NO	NO	NO	NO	YES	1	0	0	0	0	0	0	0	0
angular_derivative_weight_selector_2026-07-20/PREREGISTRATION.md	9686	5e1037fdf0b0a992a68138a4140e25793e86a699dc95f586e75a016de5669082	30e4fc3392d5084d8574de14454e028dff548727	2026-07-20T08:56:54-04:00	30e4fc3392d5084d8574de14454e028dff548727	2026-07-20T08:56:54-04:00	NO	NO	NO	NO	NO	YES	3	0	0	0	0	0	0	2	0
angular_derivative_weight_selector_2026-07-20/SOURCE_ADJUDICATION.tsv	7730	41f68a0eed57ffa59831b4c9fc6996cbab2908c745e8a62709e03faf3b17dc29	dc9aafa2d92db30594eafd28c50f99963472b61d	2026-07-20T09:13:01-04:00	dc9aafa2d92db30594eafd28c50f99963472b61d	2026-07-20T09:13:01-04:00	NO	NO	NO	NO	NO	YES	3	0	0	0	4	0	0	0	0
angular_derivative_weight_selector_2026-07-20/SOURCE_CENSUS.tsv	962769	e7d2c3a06d2f51f2329d0490b6781dad776e516887ce5ac737875e969e02723a	dc9aafa2d92db30594eafd28c50f99963472b61d	2026-07-20T09:13:01-04:00	dc9aafa2d92db30594eafd28c50f99963472b61d	2026-07-20T09:13:01-04:00	NO	NO	NO	NO	NO	YES	29	0	0	0	33	0	0	0	0
angular_derivative_weight_selector_2026-07-20/STATUS_LEDGER.tsv	4401	7610f0eef3b5f05bead9e5c969317dbfd3db1d57bd3348d7d7346e298403f37b	dc9aafa2d92db30594eafd28c50f99963472b61d	2026-07-20T09:13:01-04:00	dc9aafa2d92db30594eafd28c50f99963472b61d	2026-07-20T09:13:01-04:00	NO	NO	NO	NO	NO	YES	1	0	0	0	0	0	0	0	0
angular_derivative_weight_selector_2026-07-20/VERIFICATION_RESULT.json	3707	b4107177e18ea38d3913d5193ab46a9e36b4b9cba0ae0698e6614a60833756b7	dc9aafa2d92db30594eafd28c50f99963472b61d	2026-07-20T09:13:01-04:00	dc9aafa2d92db30594eafd28c50f99963472b61d	2026-07-20T09:13:01-04:00	NO	NO	NO	NO	NO	YES	1	0	0	0	0	0	0	0	0
angular_derivative_weight_selector_2026-07-20/build_source_adjudication.py	9818	78dc4e1134f833cb1e993b3a6f8eff4cbce1ded8cad26daa967ccfab0e9567ad	dc9aafa2d92db30594eafd28c50f99963472b61d	2026-07-20T09:13:01-04:00	dc9aafa2d92db30594eafd28c50f99963472b61d	2026-07-20T09:13:01-04:00	NO	NO	NO	NO	NO	YES	3	0	0	0	4	0	0	0	0
angular_derivative_weight_selector_2026-07-20/derive_angular_weight_selector.py	10767	5140abfdc7c52c7d0d6e9c1e40d3a8a57db7e1aea7e353ed2ecb1d781d794194	dc9aafa2d92db30594eafd28c50f99963472b61d	2026-07-20T09:13:01-04:00	dc9aafa2d92db30594eafd28c50f99963472b61d	2026-07-20T09:13:01-04:00	NO	NO	NO	NO	NO	YES	1	0	0	0	1	0	0	0	0
angular_derivative_weight_selector_2026-07-20/verify_angular_weight_selector.py	20119	23ee6840c6c4c2eb2fe7a409b9781944ac12c440f29aacc06eb5384448e8c256	dc9aafa2d92db30594eafd28c50f99963472b61d	2026-07-20T09:13:01-04:00	dc9aafa2d92db30594eafd28c50f99963472b61d	2026-07-20T09:13:01-04:00	NO	NO	NO	NO	NO	YES	1	0	0	0	0	0	0	0	0
angular_lagrangian_results.md	16829	3f7e5d060aabeee3edb867d9e677c6ea8c5fe460b5e80c62b53e227a13356247	35dee91b21e0109350ba562e938028901d48b570	2026-06-14T15:09:38-04:00	35dee91b21e0109350ba562e938028901d48b570	2026-06-14T15:09:38-04:00	NO	NO	NO	NO	YES	NO	18	0	3	0	0	0	0	0	0
angular_lagrangian_verifier_results.md	12953	01a2e0e13a105992de2f99c2042d1098e7c206c400d87e6ecf81196c2e101112	35dee91b21e0109350ba562e938028901d48b570	2026-06-14T15:09:38-04:00	35dee91b21e0109350ba562e938028901d48b570	2026-06-14T15:09:38-04:00	NO	NO	NO	NO	YES	NO	13	0	3	0	0	0	0	0	0
angular_toric_closure_selector_2026-07-19/AUDIT_REPORT.md	16110	4e1178a7993a6f3f3e94713df27d0ab8c140b96ef613c5fa09099af72941cb8b	671206e94b9a842a919b014c1dc47ef0713e2964	2026-07-19T13:55:29-04:00	671206e94b9a842a919b014c1dc47ef0713e2964	2026-07-19T13:55:29-04:00	NO	NO	NO	NO	NO	YES	16	0	0	0	1	0	0	1	0
angular_toric_closure_selector_2026-07-19/CANDIDATE_FAMILY.tsv	3521	752adf109a54aaf7e738abdf3eef0f123dc278cd2b35aca65bcf7bddcc11dd10	671206e94b9a842a919b014c1dc47ef0713e2964	2026-07-19T13:55:29-04:00	671206e94b9a842a919b014c1dc47ef0713e2964	2026-07-19T13:55:29-04:00	NO	NO	NO	NO	NO	YES	3	0	0	0	0	0	0	0	0
angular_toric_closure_selector_2026-07-19/DERIVATION_RESULT.json	6435	b4fa2f81773260c55cccb47d8b62896d9d2e807cfb007fca640c96aa2bcde272	671206e94b9a842a919b014c1dc47ef0713e2964	2026-07-19T13:55:29-04:00	671206e94b9a842a919b014c1dc47ef0713e2964	2026-07-19T13:55:29-04:00	NO	NO	NO	NO	NO	YES	2	0	0	0	0	0	0	0	0
angular_toric_closure_selector_2026-07-19/EXTERNAL_ADVERSARIAL_REVIEW.md	2512	08c9925a15a8c990716c0abad135bfebe057d6bde5983dd0ba768abbe202c8fe	671206e94b9a842a919b014c1dc47ef0713e2964	2026-07-19T13:55:29-04:00	671206e94b9a842a919b014c1dc47ef0713e2964	2026-07-19T13:55:29-04:00	NO	NO	NO	NO	NO	YES	2	0	0	0	0	0	0	1	0
angular_toric_closure_selector_2026-07-19/PREREGISTRATION.md	9471	6628c38cc85f3873e52de12fb0578493f340fc9a86c35f416a95869900f5c264	d8b964d7e383b9e68c76a060e3ed98e4336cc994	2026-07-19T13:29:23-04:00	d8b964d7e383b9e68c76a060e3ed98e4336cc994	2026-07-19T13:29:23-04:00	NO	NO	NO	NO	NO	YES	13	0	0	0	0	0	0	0	0
angular_toric_closure_selector_2026-07-19/STATUS_LEDGER.tsv	6049	d39b40f919c4f1b23b7785c2d5ce0b3cb325620eea7463eff4182082d2211f90	671206e94b9a842a919b014c1dc47ef0713e2964	2026-07-19T13:55:29-04:00	671206e94b9a842a919b014c1dc47ef0713e2964	2026-07-19T13:55:29-04:00	NO	NO	NO	NO	NO	YES	5	0	0	0	0	0	0	1	0
angular_toric_closure_selector_2026-07-19/derive_angular_toric_selector.py	17327	9947a2dd392be559f59766de698b503618a85121093e3f3050d6610c34a49535	671206e94b9a842a919b014c1dc47ef0713e2964	2026-07-19T13:55:29-04:00	671206e94b9a842a919b014c1dc47ef0713e2964	2026-07-19T13:55:29-04:00	NO	NO	NO	NO	NO	YES	13	0	0	0	0	0	0	0	0
angular_toric_closure_selector_2026-07-19/verify_angular_toric_selector.py	25004	1229ee452297bbb2ce50f49c7c192cc4a8960d2b465b16bbc49a202dc02e847c	671206e94b9a842a919b014c1dc47ef0713e2964	2026-07-19T13:55:29-04:00	671206e94b9a842a919b014c1dc47ef0713e2964	2026-07-19T13:55:29-04:00	NO	NO	NO	NO	NO	YES	15	0	0	0	1	0	0	0	0
archive/ALGEBRAIC_MATTER_PATH_PLAN.md	6785	e0c50bd7df77337a893b696039c3931b186d5543328a4c03128b6525dbdba057	1feb45ed0922443e353241b4ebad1e646567c78d	2026-06-25T10:05:25-04:00	1feb45ed0922443e353241b4ebad1e646567c78d	2026-06-25T10:05:25-04:00	NO	NO	NO	NO	YES	NO	3	0	0	0	0	0	0	0	0
archive/B1_mass_dilation_cost_results.md	18470	2f0ecfb106179b112f6960f7f0bf4a2bda866eba1384f5eef999687fe1f4d1a3	1feb45ed0922443e353241b4ebad1e646567c78d	2026-06-25T10:05:25-04:00	1feb45ed0922443e353241b4ebad1e646567c78d	2026-06-25T10:05:25-04:00	NO	NO	NO	NO	YES	NO	27	0	0	0	1	0	0	0	0
archive/B1_nativeness_verifier_results.md	13144	4a5c4738a8554416dd1ef50398d4500077fde0a2b19ab697c4cfe3ac634b3134	1feb45ed0922443e353241b4ebad1e646567c78d	2026-06-25T10:05:25-04:00	1feb45ed0922443e353241b4ebad1e646567c78d	2026-06-25T10:05:25-04:00	NO	NO	NO	NO	YES	NO	2	0	0	0	0	0	0	1	0
archive/B2_phi_angular_spectrum_results.md	20319	002a22adf0610db99e507f8af40774a3f6f5de945289dfc9f2c639e952fd0d4e	1feb45ed0922443e353241b4ebad1e646567c78d	2026-06-25T10:05:25-04:00	1feb45ed0922443e353241b4ebad1e646567c78d	2026-06-25T10:05:25-04:00	NO	NO	NO	NO	YES	NO	27	0	0	0	1	1	0	0	0
archive/CATALOG_FRAME.md	5094	6a9cf235213a3252d796dc4285d4626990656afa74cbe36c279003feb37dd0a1	8a472f65a45bf558ad531df7d407d7f74e8ceb9c	2026-06-25T10:05:01-04:00	8a472f65a45bf558ad531df7d407d7f74e8ceb9c	2026-06-25T10:05:01-04:00	NO	NO	NO	NO	YES	NO	5	0	0	0	0	0	0	0	0
archive/COMPLETION_PROGRAM.md	13047	3b175890cb656060d1bc2f14901eaef65f024d88b370194a35e6c81ef0ac1d58	2f1744eefb245cb7c91563cc58ad6a6881bab7ea	2026-06-27T13:15:54-04:00	3cd2a99e402bd69cf180ca15e4b1337635dd5837	2026-07-18T11:15:44-04:00	NO	NO	NO	NO	YES	NO	8	0	2	0	0	0	0	1	0
archive/CRITICAL_UNIVERSE_FRAME.md	5215	9ce9debc3ea506af6a11f6b57e9610adceedfc4f3b581bcf0b97bc55f4e99f13	1feb45ed0922443e353241b4ebad1e646567c78d	2026-06-25T10:05:25-04:00	1feb45ed0922443e353241b4ebad1e646567c78d	2026-06-25T10:05:25-04:00	NO	NO	NO	NO	YES	NO	4	0	0	0	0	0	0	0	0
archive/DYNAMIC_SCALE_SYNTHESIS.md	5898	26de3da64f89482cd31496b1fe2724067013c902f301efaa25397374d9cdd504	1feb45ed0922443e353241b4ebad1e646567c78d	2026-06-25T10:05:25-04:00	1feb45ed0922443e353241b4ebad1e646567c78d	2026-06-25T10:05:25-04:00	NO	NO	NO	NO	YES	NO	18	1	0	0	0	0	0	0	0
archive/EVERYTHING_ON_SOLVER_BUILD_MAP.md	12615	86c62c031fbcc65d71195dc0a4198aa7ab4d8d69e77fe662607290e19cfbfc55	2eb1fcfbd8da4e71afd8991136286177ddcdea71	2026-06-25T10:04:25-04:00	2eb1fcfbd8da4e71afd8991136286177ddcdea71	2026-06-25T10:04:25-04:00	NO	NO	NO	NO	YES	NO	13	0	0	0	0	0	0	0	0
archive/EVERYTHING_ON_SOLVER_P2_MAP.md	8823	abca1150a655b801c6ec92ff0001eb08093ef0d5ebf1c2f7f08e04721fcbdcf1	2eb1fcfbd8da4e71afd8991136286177ddcdea71	2026-06-25T10:04:25-04:00	2eb1fcfbd8da4e71afd8991136286177ddcdea71	2026-06-25T10:04:25-04:00	NO	NO	NO	NO	YES	NO	3	0	0	0	0	0	0	0	0
archive/EVERYTHING_ON_SOLVER_P5_MAP.md	10644	0fe3ed8ec39b5772fd519b7d4271616d99b83f176a9558f8c568f8b932387f09	2eb1fcfbd8da4e71afd8991136286177ddcdea71	2026-06-25T10:04:25-04:00	2eb1fcfbd8da4e71afd8991136286177ddcdea71	2026-06-25T10:04:25-04:00	NO	NO	NO	NO	YES	NO	6	0	0	0	0	0	0	0	0
archive/EVERYTHING_ON_SOLVER_P5e_MAP.md	11385	9378aa342baab1e5d9a665acc0636965aafd0ae1566ec3bf418ec2a3cc6eb794	2eb1fcfbd8da4e71afd8991136286177ddcdea71	2026-06-25T10:04:25-04:00	2eb1fcfbd8da4e71afd8991136286177ddcdea71	2026-06-25T10:04:25-04:00	NO	NO	NO	NO	YES	NO	3	0	0	0	0	0	0	0	0
archive/EVERYTHING_ON_SOLVER_P5e_REMAP_derived_operator.md	28773	b17496446f73d989606d7cd0f7d905dc53336879d7105edd8b35c74e86945f92	2eb1fcfbd8da4e71afd8991136286177ddcdea71	2026-06-25T10:04:25-04:00	2eb1fcfbd8da4e71afd8991136286177ddcdea71	2026-06-25T10:04:25-04:00	NO	NO	NO	NO	YES	NO	45	0	3	0	0	1	0	1	0
archive/INDEX_pre_simple_metric_WR_L_2026-07-09.md	23970	84ee762d48e340c019876a9e6a78db5ef3a67d4629299c4967bc43aebf7a01c7	4eb48dc8f400efa52a562a90adecbdabe28d978c	2026-07-09T16:36:38-04:00	4eb48dc8f400efa52a562a90adecbdabe28d978c	2026-07-09T16:36:38-04:00	NO	YES	NO	NO	YES	YES	9	0	0	0	0	0	0	0	0
archive/LIVE_2026-07-05_evening_arc.md	9298	95ae9db1f9401a4ace95899c6505cecf21c91d9a7855b2e20aa3a2ebbba27ca4	845235aeb5a17a66453023ede553463385d9b517	2026-07-06T14:01:39-04:00	845235aeb5a17a66453023ede553463385d9b517	2026-07-06T14:01:39-04:00	NO	NO	NO	NO	YES	NO	7	0	0	0	0	0	0	0	0
archive/LIVE_2026-07-06_EOD1_readout_provenance_arc.md	8254	553ac6543648f5b93c9431351b84ec9886d08cf0b191f9c305d1d43b290b14cb	b6e83a2541b8f601c82062ac6d865faf51d7b9d0	2026-07-06T17:53:43-04:00	b6e83a2541b8f601c82062ac6d865faf51d7b9d0	2026-07-06T17:53:43-04:00	NO	NO	NO	NO	YES	NO	31	0	0	0	1	0	0	0	0
archive/LIVE_H3_H4_arc_2026-07-05.md	9190	9e099b45fa7a59eac1c18691410433b78865ffff6e1eb1ec1ed244d254705bed	e4f2d51b05df65537c9de4a163d7bacad3f13853	2026-07-05T21:42:51-04:00	e4f2d51b05df65537c9de4a163d7bacad3f13853	2026-07-05T21:42:51-04:00	NO	NO	NO	NO	YES	NO	44	0	0	0	1	0	0	0	0
archive/LIVE_basin_D1_galerkin_arc_2026-06-30.md	22529	d37f9a85651b972deb096c7d3eea9bc96428223cc2578d85fb69c9a053e0c9c9	76dd8a1a866961586efc135f81745e91fc9214a6	2026-07-01T14:33:25-04:00	3cd2a99e402bd69cf180ca15e4b1337635dd5837	2026-07-18T11:15:44-04:00	NO	NO	NO	NO	YES	NO	46	0	0	0	0	2	0	2	0
archive/LIVE_historical_frontier_through_2026-07-08.md	17168	a8af477d8538f9c246149b0e71562cb863315445cc4cc3b88e5ae066a0236454	4eb48dc8f400efa52a562a90adecbdabe28d978c	2026-07-09T16:36:38-04:00	4eb48dc8f400efa52a562a90adecbdabe28d978c	2026-07-09T16:36:38-04:00	NO	YES	NO	NO	YES	YES	46	0	0	0	1	0	0	0	0
archive/LIVE_hopfion_H3_arc_2026-07-05.md	2785	c43973af2fcd4a3e6631d60dbcdfc371e1b6713678cd3102555e2fe95cc26912	14dcb7491276b6741e2a24ebcba682435c2cf3e9	2026-07-05T16:20:41-04:00	14dcb7491276b6741e2a24ebcba682435c2cf3e9	2026-07-05T16:20:41-04:00	NO	NO	NO	NO	YES	NO	3	0	0	0	0	0	0	0	0
archive/LIVE_native_frame_round_static_2026-07-01.md	5068	f7b682be2b652aa1da00c2256fe6b1ca51c43249535fb4e0e35866809717c852	9a1be91f1019476b90b77f36563d47eedbe629b1	2026-07-02T12:25:25-04:00	9a1be91f1019476b90b77f36563d47eedbe629b1	2026-07-02T12:25:25-04:00	NO	NO	NO	NO	YES	NO	45	0	0	0	0	1	0	0	0
archive/LIVE_prior_layers_through_2026-07-31.md	127126	3d12409f6c0edd20c37ec655f4b4256f3053ab9d1ec741794e9f2b71a806a97e	21eaf98058494aba3cf9baaab18871cc67fa7bd8	2026-07-31T10:37:37-04:00	21eaf98058494aba3cf9baaab18871cc67fa7bd8	2026-07-31T10:37:37-04:00	NO	NO	NO	NO	YES	NO	89	2	2	0	13	2	1	5	0
archive/LIVE_route_fork_E2_arc_2026-07-04.md	5975	0e5de1452b7ca36fc0f9aa1658dc1d037027b4d82acb129cb5796eff56a17061	e7260a3d3d18cc6405812cc8ab78eab5c6decfca	2026-07-04T19:59:32-04:00	e7260a3d3d18cc6405812cc8ab78eab5c6decfca	2026-07-04T19:59:32-04:00	NO	NO	NO	NO	YES	NO	8	0	0	0	0	0	0	0	0
archive/LIVE_stability_stageD_microphysics_arc_2026-07-03_04.md	12606	876fd3cea7aaff6dd80e0322390c925ce0cf6b7909b139a5ca904aaad7ba159e	e03922992da0f0fc7234e2961811d6e24d178fcc	2026-07-04T11:31:37-04:00	e03922992da0f0fc7234e2961811d6e24d178fcc	2026-07-04T11:31:37-04:00	NO	NO	NO	NO	YES	NO	18	0	0	0	0	0	0	0	0
archive/LIVE_stage2_static_arc_2026-07-06.md	10133	c22c4621d33c193aeab16e7c4231ccbb16d1ad64b08649813c4f420f0d03adef	3744ea399e97af7050710253fdf6c8db1b52d8a7	2026-07-07T10:19:28-04:00	3744ea399e97af7050710253fdf6c8db1b52d8a7	2026-07-07T10:19:28-04:00	NO	NO	NO	NO	YES	NO	35	0	0	0	0	0	0	1	0
archive/LIVE_universe_cell_ladder_arc_2026-07-02.md	23533	fd033e79a5a808d8e227f69eefabc8bb2f0cb3e7d8a0193be82e16c8a334126f	2c93b8d0695427859adaf3c136768ac9f11e29fe	2026-07-03T16:59:51-04:00	2c93b8d0695427859adaf3c136768ac9f11e29fe	2026-07-03T16:59:51-04:00	NO	NO	NO	NO	YES	NO	50	0	0	0	0	0	0	0	0
archive/LIVE_xmax_homogeneity_detour_2026-07-07.md	4219	c29712c89e468d433acbe52bd6d3ebf3ed660feab3e6880af2081db99a565513	4940daf583c91966caf289a52732c2bf12782985	2026-07-07T22:18:15-04:00	4940daf583c91966caf289a52732c2bf12782985	2026-07-07T22:18:15-04:00	NO	NO	NO	NO	YES	NO	16	0	0	0	0	0	0	0	0
archive/LLM.md	8467	009086e8b06d33a2d8cdedc7a0894f61539e9945199a2cf651cc3ca73e4272f5	1feb45ed0922443e353241b4ebad1e646567c78d	2026-06-25T10:05:25-04:00	1feb45ed0922443e353241b4ebad1e646567c78d	2026-06-25T10:05:25-04:00	NO	NO	NO	NO	YES	NO	17	0	0	0	0	0	0	1	0
archive/LLM_cover_note.md	3537	26dbe3ff7ae22bb0e10012f7b950ada1f84a35e01440cd76ed7bb07092147904	1feb45ed0922443e353241b4ebad1e646567c78d	2026-06-25T10:05:25-04:00	1feb45ed0922443e353241b4ebad1e646567c78d	2026-06-25T10:05:25-04:00	NO	NO	NO	NO	YES	NO	3	0	0	0	1	0	0	0	0
archive/M10_M11_object_identity_closure_results.md	19480	551ddbac0e17c0516ef5bd7f2ff5184cb921528e001791a8d98f2faa5a4923d4	1feb45ed0922443e353241b4ebad1e646567c78d	2026-06-25T10:05:25-04:00	1feb45ed0922443e353241b4ebad1e646567c78d	2026-06-25T10:05:25-04:00	NO	NO	NO	NO	YES	NO	5	0	0	0	0	0	0	0	0
archive/M12_winding_bc_closure_results.md	17710	957097c9726317cb5807ba0fd2537aa4a619fcf8e6cb87de55822faab813b526	1feb45ed0922443e353241b4ebad1e646567c78d	2026-06-25T10:05:25-04:00	3cd2a99e402bd69cf180ca15e4b1337635dd5837	2026-07-18T11:15:44-04:00	NO	NO	NO	NO	YES	NO	5	0	0	0	0	0	0	0	0
archive/MIGRATION.md	8006	43c571cf8164a001e973452a91de09d98d9f4c1dfecc80679aaba850a5272522	2f1744eefb245cb7c91563cc58ad6a6881bab7ea	2026-06-27T13:15:54-04:00	2f1744eefb245cb7c91563cc58ad6a6881bab7ea	2026-06-27T13:15:54-04:00	NO	NO	NO	NO	YES	NO	24	0	0	0	0	0	0	0	0
archive/P5c_regrade_derived_operator_results.md	17632	709aecb8cf7a1013cfb87481f445cf76cd7c825513afe03f57c1b43a42fecef9	1feb45ed0922443e353241b4ebad1e646567c78d	2026-06-25T10:05:25-04:00	3cd2a99e402bd69cf180ca15e4b1337635dd5837	2026-07-18T11:15:44-04:00	NO	NO	NO	NO	YES	NO	7	0	0	0	0	0	0	0	0
archive/POST_POSTULATE_PROGRAM.md	10987	44c65c69c6bd67a489fc15b9bd3290801120b876adb695747e5e56c14b3d7a29	2f1744eefb245cb7c91563cc58ad6a6881bab7ea	2026-06-27T13:15:54-04:00	2f1744eefb245cb7c91563cc58ad6a6881bab7ea	2026-06-27T13:15:54-04:00	NO	NO	NO	NO	YES	NO	9	0	0	0	1	0	0	0	0
archive/RECON_A_cosmology.md	17535	504a4de6edba4c471e0fdfb16aaab6ee60d995cfac5fe0e8d69475eece4ef8cf	8a472f65a45bf558ad531df7d407d7f74e8ceb9c	2026-06-25T10:05:01-04:00	8a472f65a45bf558ad531df7d407d7f74e8ceb9c	2026-06-25T10:05:01-04:00	NO	NO	NO	NO	YES	NO	18	0	0	0	0	0	0	1	0
archive/RECON_B_microphysics.md	17119	fd4b2d939bc8fc6d3ad583b8e2ab37dc4559eebb062c641146e34a332a75c798	8a472f65a45bf558ad531df7d407d7f74e8ceb9c	2026-06-25T10:05:01-04:00	8a472f65a45bf558ad531df7d407d7f74e8ceb9c	2026-06-25T10:05:01-04:00	NO	NO	NO	NO	YES	NO	9	0	1	0	0	0	0	0	0
archive/RECON_C_session.md	17123	b22563b1eba8b71613074795223a21362c56aff8e389ddee05e1eedeed17775b	8a472f65a45bf558ad531df7d407d7f74e8ceb9c	2026-06-25T10:05:01-04:00	8a472f65a45bf558ad531df7d407d7f74e8ceb9c	2026-06-25T10:05:01-04:00	NO	NO	NO	NO	YES	NO	44	0	0	0	3	1	0	1	0
archive/RECON_D_canon_negatives_weaknesses.md	27930	5a0901c6cceedb4f387718db74b14423c92cc1ff2b9cf2dfe0a05a7a3b2c301e	8a472f65a45bf558ad531df7d407d7f74e8ceb9c	2026-06-25T10:05:01-04:00	8a472f65a45bf558ad531df7d407d7f74e8ceb9c	2026-06-25T10:05:01-04:00	NO	NO	NO	NO	YES	NO	23	0	0	0	1	0	0	1	0
archive/SOLVER_COMPLETENESS_MAP.md	24064	843ac393fb079f4a511ff22c76fc960a881517a41898d52535e4b1ed138f9b22	2f1744eefb245cb7c91563cc58ad6a6881bab7ea	2026-06-27T13:15:54-04:00	2f1744eefb245cb7c91563cc58ad6a6881bab7ea	2026-06-27T13:15:54-04:00	NO	NO	NO	NO	YES	NO	19	0	0	0	2	0	0	0	0
archive/UDT_REBUILD.md	16924	d2cbbe1b760e1c2ea518db53c68376bc08c15fe8ef62b172984e810705084a93	2eb1fcfbd8da4e71afd8991136286177ddcdea71	2026-06-25T10:04:25-04:00	2eb1fcfbd8da4e71afd8991136286177ddcdea71	2026-06-25T10:04:25-04:00	NO	NO	NO	NO	YES	NO	60	0	0	0	0	0	0	0	0
archive/VISION_POST_POSTULATE.md	21895	ff933111a7167698969d6a0a90d6c5c79d55e0864d1cd914a9e689c6a2b4ffa2	1feb45ed0922443e353241b4ebad1e646567c78d	2026-06-25T10:05:25-04:00	1feb45ed0922443e353241b4ebad1e646567c78d	2026-06-25T10:05:25-04:00	NO	NO	NO	NO	YES	NO	17	0	0	0	6	1	0	1	0
archive/a_function_verifier_results.md	14253	8d06ec667bb1f547c164471ee7fe6cbae0d4c7ebda09121a213e904ad0a0291e	8a472f65a45bf558ad531df7d407d7f74e8ceb9c	2026-06-25T10:05:01-04:00	8a472f65a45bf558ad531df7d407d7f74e8ceb9c	2026-06-25T10:05:01-04:00	NO	NO	NO	NO	YES	NO	56	0	3	0	0	0	0	2	0
