path	source_sha256	first_date	current_control	current_frontier	frozen_manifest	historical_or_pre_july	focused_hit_count	dependency_flags	family_id	disposition	dependency_type	family_ruling	reuse_gate	manual_review_status
angular_derivative_weight_selector_2026-07-20/AUDIT_REPORT.md	26d5b09bbfac932c3982d6c1bc44e53ff6e9c901f5ae533b86f496bb6649de50	2026-07-20T09:13:01-04:00	NO	NO	NO	NO	1	supplied_conditional	F13_SELECTOR_PROJECTOR_HOLONOMY	UNCHANGED_NEGATIVE_NOW_EXPLANATORY	GEOMETRIC_SELECTION_FAILURE	Scoped failures of ordinary geometry, transport, cocycles, projectors or symmetry to select a pointwise representative remain exact and become explanatory under relational typing.	Retain exact scoped negatives; do not promote to impossibility of a future branch law.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
angular_derivative_weight_selector_2026-07-20/CATCH_PROOFS.tsv	0f65d8508d072cf024d47638b2fd47cca0795930db1e059e73352ca55a18aaca	2026-07-20T09:13:01-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
angular_derivative_weight_selector_2026-07-20/COMPLETENESS_SCOPE.tsv	1496cb44cdb73d2b425614978bd92d2728ab61bf9debf98d2737f079ccd3d99f	2026-07-20T09:13:01-04:00	NO	NO	NO	NO	1	selection_or_ownership	F13_SELECTOR_PROJECTOR_HOLONOMY	UNCHANGED_NEGATIVE_NOW_EXPLANATORY	GEOMETRIC_SELECTION_FAILURE	Scoped failures of ordinary geometry, transport, cocycles, projectors or symmetry to select a pointwise representative remain exact and become explanatory under relational typing.	Retain exact scoped negatives; do not promote to impossibility of a future branch law.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
angular_derivative_weight_selector_2026-07-20/COUNTERFAMILY_LEDGER.tsv	bb06f79e7b0d45e04cdfd3422b53d50f328bedc87f87556fd26a69ad12898a94	2026-07-20T09:13:01-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
angular_derivative_weight_selector_2026-07-20/INVARIANT_LEDGER.tsv	f7f84d9fff648b7983f67993d9f044787ea0e2917c18c40593b45fe2134659dc	2026-07-20T09:13:01-04:00	NO	NO	NO	NO	2	selection_or_ownership;supplied_conditional	F13_SELECTOR_PROJECTOR_HOLONOMY	UNCHANGED_NEGATIVE_NOW_EXPLANATORY	GEOMETRIC_SELECTION_FAILURE	Scoped failures of ordinary geometry, transport, cocycles, projectors or symmetry to select a pointwise representative remain exact and become explanatory under relational typing.	Retain exact scoped negatives; do not promote to impossibility of a future branch law.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
angular_derivative_weight_selector_2026-07-20/NEXT_SCIENTIFIC_DECISION.md	e8999606b438d4bc50a4b04e1bf30fe17bfafd2d71d5e731dbdb2538a31147cb	2026-07-20T09:13:01-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
angular_derivative_weight_selector_2026-07-20/PREREGISTRATION.md	5e1037fdf0b0a992a68138a4140e25793e86a699dc95f586e75a016de5669082	2026-07-20T08:56:54-04:00	NO	NO	NO	NO	2	supplied_conditional	F13_SELECTOR_PROJECTOR_HOLONOMY	UNCHANGED_NEGATIVE_NOW_EXPLANATORY	GEOMETRIC_SELECTION_FAILURE	Scoped failures of ordinary geometry, transport, cocycles, projectors or symmetry to select a pointwise representative remain exact and become explanatory under relational typing.	Retain exact scoped negatives; do not promote to impossibility of a future branch law.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
angular_derivative_weight_selector_2026-07-20/SOURCE_ADJUDICATION.tsv	41f68a0eed57ffa59831b4c9fc6996cbab2908c745e8a62709e03faf3b17dc29	2026-07-20T09:13:01-04:00	NO	NO	NO	NO	4	selection_or_ownership	F13_SELECTOR_PROJECTOR_HOLONOMY	UNCHANGED_NEGATIVE_NOW_EXPLANATORY	GEOMETRIC_SELECTION_FAILURE	Scoped failures of ordinary geometry, transport, cocycles, projectors or symmetry to select a pointwise representative remain exact and become explanatory under relational typing.	Retain exact scoped negatives; do not promote to impossibility of a future branch law.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
angular_derivative_weight_selector_2026-07-20/SOURCE_CENSUS.tsv	e7d2c3a06d2f51f2329d0490b6781dad776e516887ce5ac737875e969e02723a	2026-07-20T09:13:01-04:00	NO	NO	NO	NO	33	selection_or_ownership	F13_SELECTOR_PROJECTOR_HOLONOMY	UNCHANGED_NEGATIVE_NOW_EXPLANATORY	GEOMETRIC_SELECTION_FAILURE	Scoped failures of ordinary geometry, transport, cocycles, projectors or symmetry to select a pointwise representative remain exact and become explanatory under relational typing.	Retain exact scoped negatives; do not promote to impossibility of a future branch law.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
angular_derivative_weight_selector_2026-07-20/STATUS_LEDGER.tsv	7610f0eef3b5f05bead9e5c969317dbfd3db1d57bd3348d7d7346e298403f37b	2026-07-20T09:13:01-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
angular_derivative_weight_selector_2026-07-20/VERIFICATION_RESULT.json	b4107177e18ea38d3913d5193ab46a9e36b4b9cba0ae0698e6614a60833756b7	2026-07-20T09:13:01-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
angular_derivative_weight_selector_2026-07-20/build_source_adjudication.py	78dc4e1134f833cb1e993b3a6f8eff4cbce1ded8cad26daa967ccfab0e9567ad	2026-07-20T09:13:01-04:00	NO	NO	NO	NO	4	selection_or_ownership	F13_SELECTOR_PROJECTOR_HOLONOMY	UNCHANGED_NEGATIVE_NOW_EXPLANATORY	GEOMETRIC_SELECTION_FAILURE	Scoped failures of ordinary geometry, transport, cocycles, projectors or symmetry to select a pointwise representative remain exact and become explanatory under relational typing.	Retain exact scoped negatives; do not promote to impossibility of a future branch law.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
angular_derivative_weight_selector_2026-07-20/derive_angular_weight_selector.py	5140abfdc7c52c7d0d6e9c1e40d3a8a57db7e1aea7e353ed2ecb1d781d794194	2026-07-20T09:13:01-04:00	NO	NO	NO	NO	1	selection_or_ownership	F13_SELECTOR_PROJECTOR_HOLONOMY	UNCHANGED_NEGATIVE_NOW_EXPLANATORY	GEOMETRIC_SELECTION_FAILURE	Scoped failures of ordinary geometry, transport, cocycles, projectors or symmetry to select a pointwise representative remain exact and become explanatory under relational typing.	Retain exact scoped negatives; do not promote to impossibility of a future branch law.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
angular_derivative_weight_selector_2026-07-20/verify_angular_weight_selector.py	23ee6840c6c4c2eb2fe7a409b9781944ac12c440f29aacc06eb5384448e8c256	2026-07-20T09:13:01-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
angular_toric_closure_selector_2026-07-19/AUDIT_REPORT.md	4e1178a7993a6f3f3e94713df27d0ab8c140b96ef613c5fa09099af72941cb8b	2026-07-19T13:55:29-04:00	NO	NO	NO	NO	2	selection_or_ownership;supplied_conditional	F13_SELECTOR_PROJECTOR_HOLONOMY	UNCHANGED_NEGATIVE_NOW_EXPLANATORY	GEOMETRIC_SELECTION_FAILURE	Scoped failures of ordinary geometry, transport, cocycles, projectors or symmetry to select a pointwise representative remain exact and become explanatory under relational typing.	Retain exact scoped negatives; do not promote to impossibility of a future branch law.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
angular_toric_closure_selector_2026-07-19/CANDIDATE_FAMILY.tsv	752adf109a54aaf7e738abdf3eef0f123dc278cd2b35aca65bcf7bddcc11dd10	2026-07-19T13:55:29-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
angular_toric_closure_selector_2026-07-19/DERIVATION_RESULT.json	b4fa2f81773260c55cccb47d8b62896d9d2e807cfb007fca640c96aa2bcde272	2026-07-19T13:55:29-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
angular_toric_closure_selector_2026-07-19/EXTERNAL_ADVERSARIAL_REVIEW.md	08c9925a15a8c990716c0abad135bfebe057d6bde5983dd0ba768abbe202c8fe	2026-07-19T13:55:29-04:00	NO	NO	NO	NO	1	supplied_conditional	F13_SELECTOR_PROJECTOR_HOLONOMY	UNCHANGED_NEGATIVE_NOW_EXPLANATORY	GEOMETRIC_SELECTION_FAILURE	Scoped failures of ordinary geometry, transport, cocycles, projectors or symmetry to select a pointwise representative remain exact and become explanatory under relational typing.	Retain exact scoped negatives; do not promote to impossibility of a future branch law.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
angular_toric_closure_selector_2026-07-19/PREREGISTRATION.md	6628c38cc85f3873e52de12fb0578493f340fc9a86c35f416a95869900f5c264	2026-07-19T13:29:23-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
angular_toric_closure_selector_2026-07-19/STATUS_LEDGER.tsv	d39b40f919c4f1b23b7785c2d5ce0b3cb325620eea7463eff4182082d2211f90	2026-07-19T13:55:29-04:00	NO	NO	NO	NO	1	supplied_conditional	F13_SELECTOR_PROJECTOR_HOLONOMY	UNCHANGED_NEGATIVE_NOW_EXPLANATORY	GEOMETRIC_SELECTION_FAILURE	Scoped failures of ordinary geometry, transport, cocycles, projectors or symmetry to select a pointwise representative remain exact and become explanatory under relational typing.	Retain exact scoped negatives; do not promote to impossibility of a future branch law.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
angular_toric_closure_selector_2026-07-19/derive_angular_toric_selector.py	9947a2dd392be559f59766de698b503618a85121093e3f3050d6610c34a49535	2026-07-19T13:55:29-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
angular_toric_closure_selector_2026-07-19/verify_angular_toric_selector.py	1229ee452297bbb2ce50f49c7c192cc4a8960d2b465b16bbc49a202dc02e847c	2026-07-19T13:55:29-04:00	NO	NO	NO	NO	1	selection_or_ownership	F13_SELECTOR_PROJECTOR_HOLONOMY	UNCHANGED_NEGATIVE_NOW_EXPLANATORY	GEOMETRIC_SELECTION_FAILURE	Scoped failures of ordinary geometry, transport, cocycles, projectors or symmetry to select a pointwise representative remain exact and become explanatory under relational typing.	Retain exact scoped negatives; do not promote to impossibility of a future branch law.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
archive/INDEX_pre_simple_metric_WR_L_2026-07-09.md	84ee762d48e340c019876a9e6a78db5ef3a67d4629299c4967bc43aebf7a01c7	2026-07-09T16:36:38-04:00	NO	YES	NO	YES	0	NONE	F16_ARCHIVE_OR_PREJULY	HISTORICAL_SUPERSEDED_NO_ACTION	PROVENANCE_ONLY	Historical and pre-July material may identify failures or counterexamples but cannot provide affirmative UDT physics under the provenance firewall.	Preserve unchanged; no affirmative reuse.	MECHANICAL_BROAD_ONLY
archive/LIVE_historical_frontier_through_2026-07-08.md	a8af477d8538f9c246149b0e71562cb863315445cc4cc3b88e5ae066a0236454	2026-07-09T16:36:38-04:00	NO	YES	NO	YES	1	selection_or_ownership	F16_ARCHIVE_OR_PREJULY	HISTORICAL_SUPERSEDED_NO_ACTION	PROVENANCE_ONLY	Historical and pre-July material may identify failures or counterexamples but cannot provide affirmative UDT physics under the provenance firewall.	Preserve unchanged; no affirmative reuse.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
archive/native_action_chat_2026-07-14_15/UDT_BOOTSTRAP_BACKGROUND_CARRIER_COUPLING_DERIVATION_RESULTS.md	337ff3cb44e0f44e8fe435d873ee38974c995d6626a3c47cb61c032d9bf074c1	2026-07-17T18:12:12-04:00	NO	YES	NO	YES	0	NONE	F16_ARCHIVE_OR_PREJULY	HISTORICAL_SUPERSEDED_NO_ACTION	PROVENANCE_ONLY	Historical and pre-July material may identify failures or counterexamples but cannot provide affirmative UDT physics under the provenance firewall.	Preserve unchanged; no affirmative reuse.	MECHANICAL_BROAD_ONLY
archive/native_action_chat_2026-07-14_15/UDT_BOOTSTRAP_BACKGROUND_CARRIER_COUPLING_MAP.md	e83cd1f13b5058ccb91be1951eca3675d13be1d309328d9e6961a845fa861975	2026-07-17T18:12:12-04:00	NO	YES	NO	YES	1	selection_or_ownership	F16_ARCHIVE_OR_PREJULY	HISTORICAL_SUPERSEDED_NO_ACTION	PROVENANCE_ONLY	Historical and pre-July material may identify failures or counterexamples but cannot provide affirmative UDT physics under the provenance firewall.	Preserve unchanged; no affirmative reuse.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
archive/native_action_chat_2026-07-14_15/UDT_BOOTSTRAP_BACKGROUND_CARRIER_COUPLING_VERIFY_DISPATCH.md	94cc7fc02c3ab7e807b62e066d77d2027b1ed1da0fe0a81dd3cde5b565994942	2026-07-17T18:12:12-04:00	NO	YES	NO	YES	0	NONE	F16_ARCHIVE_OR_PREJULY	HISTORICAL_SUPERSEDED_NO_ACTION	PROVENANCE_ONLY	Historical and pre-July material may identify failures or counterexamples but cannot provide affirmative UDT physics under the provenance firewall.	Preserve unchanged; no affirmative reuse.	MECHANICAL_BROAD_ONLY
archive/native_action_chat_2026-07-14_15/UDT_CSN_BOUNDARY_CHARGE_SELECTION_DERIVATION_RESULTS.md	2acb71701c1003e9d97ffb145388d4f2856e55a411fca40b740ae515fd779d9b	2026-07-17T18:12:12-04:00	NO	YES	NO	YES	0	NONE	F16_ARCHIVE_OR_PREJULY	HISTORICAL_SUPERSEDED_NO_ACTION	PROVENANCE_ONLY	Historical and pre-July material may identify failures or counterexamples but cannot provide affirmative UDT physics under the provenance firewall.	Preserve unchanged; no affirmative reuse.	MECHANICAL_BROAD_ONLY
archive/native_action_chat_2026-07-14_15/UDT_CSN_BOUNDARY_CHARGE_SELECTION_MAP.md	97f40ed9d67c830b4f9a9771a94cd088d7ee37e749e60e4f7f5d64cf90ad50f9	2026-07-17T18:12:12-04:00	NO	YES	NO	YES	0	NONE	F16_ARCHIVE_OR_PREJULY	HISTORICAL_SUPERSEDED_NO_ACTION	PROVENANCE_ONLY	Historical and pre-July material may identify failures or counterexamples but cannot provide affirmative UDT physics under the provenance firewall.	Preserve unchanged; no affirmative reuse.	MECHANICAL_BROAD_ONLY
archive/native_action_chat_2026-07-14_15/UDT_DEEP_POSITIONAL_RELATIVITY_POSTULATE_DERIVATION_RESULTS.md	5b7f8eb98de778bdb010364fa23d00d994a7d585c7a79b710da43837f816d7ec	2026-07-17T18:12:12-04:00	NO	YES	NO	YES	0	NONE	F16_ARCHIVE_OR_PREJULY	HISTORICAL_SUPERSEDED_NO_ACTION	PROVENANCE_ONLY	Historical and pre-July material may identify failures or counterexamples but cannot provide affirmative UDT physics under the provenance firewall.	Preserve unchanged; no affirmative reuse.	MECHANICAL_BROAD_ONLY
archive/native_action_chat_2026-07-14_15/UDT_DEEP_POSITIONAL_RELATIVITY_POSTULATE_MAP.md	bb03dea73c20d200bb90973b2749ab54486001544c631b11311ff7dc7920e1e6	2026-07-17T18:12:12-04:00	NO	YES	NO	YES	0	NONE	F16_ARCHIVE_OR_PREJULY	HISTORICAL_SUPERSEDED_NO_ACTION	PROVENANCE_ONLY	Historical and pre-July material may identify failures or counterexamples but cannot provide affirmative UDT physics under the provenance firewall.	Preserve unchanged; no affirmative reuse.	MECHANICAL_BROAD_ONLY
archive/native_action_chat_2026-07-14_15/UDT_DEEP_POSITIONAL_RELATIVITY_POSTULATE_VERIFY_DISPATCH.md	bf5fc7108280f8f8b715c58ed8aecbbbff9923455f7219e52353b07805fbfa6b	2026-07-17T18:12:12-04:00	NO	YES	NO	YES	0	NONE	F16_ARCHIVE_OR_PREJULY	HISTORICAL_SUPERSEDED_NO_ACTION	PROVENANCE_ONLY	Historical and pre-July material may identify failures or counterexamples but cannot provide affirmative UDT physics under the provenance firewall.	Preserve unchanged; no affirmative reuse.	MECHANICAL_BROAD_ONLY
archive/native_action_chat_2026-07-14_15/UDT_DILATION_SUBSTRATE_ACTION_DERIVATION_RESULTS.md	d7c133fa8dcd6d2fccd49fd85de2ce1cf7a3192be7999df8a60ff5efe32d7838	2026-07-17T18:12:12-04:00	NO	YES	NO	YES	3	independent_phi_variation	F16_ARCHIVE_OR_PREJULY	HISTORICAL_SUPERSEDED_NO_ACTION	PROVENANCE_ONLY	Historical and pre-July material may identify failures or counterexamples but cannot provide affirmative UDT physics under the provenance firewall.	Preserve unchanged; no affirmative reuse.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
archive/native_action_chat_2026-07-14_15/UDT_DILATION_SUBSTRATE_ACTION_MAP.md	16040edfdca72f92c9e4e3d5cd00945082bdd913fa678558a1f7f33809200a95	2026-07-17T18:12:12-04:00	NO	YES	NO	YES	0	NONE	F16_ARCHIVE_OR_PREJULY	HISTORICAL_SUPERSEDED_NO_ACTION	PROVENANCE_ONLY	Historical and pre-July material may identify failures or counterexamples but cannot provide affirmative UDT physics under the provenance firewall.	Preserve unchanged; no affirmative reuse.	MECHANICAL_BROAD_ONLY
archive/native_action_chat_2026-07-14_15/UDT_FINITE_CELL_BOUNDARY_DERIVATION_RESULTS.md	757b007426a67b8657cbd44d8b20aa809ce00f6a6b04456b791d5dad5e3594a4	2026-07-17T18:12:12-04:00	NO	YES	NO	YES	0	NONE	F16_ARCHIVE_OR_PREJULY	HISTORICAL_SUPERSEDED_NO_ACTION	PROVENANCE_ONLY	Historical and pre-July material may identify failures or counterexamples but cannot provide affirmative UDT physics under the provenance firewall.	Preserve unchanged; no affirmative reuse.	MECHANICAL_BROAD_ONLY
archive/native_action_chat_2026-07-14_15/UDT_FINITE_CELL_BOUNDARY_MAP.md	6b6c8ffa57cabdc0d4a6028b107fda22a1224b4aaaffed0fe74cee9ffaaa5cae	2026-07-17T18:12:12-04:00	NO	YES	NO	YES	1	independent_phi_variation	F16_ARCHIVE_OR_PREJULY	HISTORICAL_SUPERSEDED_NO_ACTION	PROVENANCE_ONLY	Historical and pre-July material may identify failures or counterexamples but cannot provide affirmative UDT physics under the provenance firewall.	Preserve unchanged; no affirmative reuse.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
archive/native_action_chat_2026-07-14_15/UDT_FINITE_CELL_BOUNDARY_VERIFY_DISPATCH.md	a6fd7b8b7319c2c8e123fbca8bf7d9de6e603384daeaacc7a71cb9fa2973a7b1	2026-07-17T18:12:12-04:00	NO	YES	NO	YES	0	NONE	F16_ARCHIVE_OR_PREJULY	HISTORICAL_SUPERSEDED_NO_ACTION	PROVENANCE_ONLY	Historical and pre-July material may identify failures or counterexamples but cannot provide affirmative UDT physics under the provenance firewall.	Preserve unchanged; no affirmative reuse.	MECHANICAL_BROAD_ONLY
archive/native_action_chat_2026-07-14_15/UDT_FOUNDING_TO_DYNAMICS_DERIVATION_RESULTS.md	8af8653b8b887fe1f8c9eb9e0b7ebe2e54b68fd6ed5081023d0e2a38c8b14e99	2026-07-17T18:12:12-04:00	NO	YES	NO	YES	5	independent_phi_variation;presentation_or_factorization;supplied_conditional	F16_ARCHIVE_OR_PREJULY	HISTORICAL_SUPERSEDED_NO_ACTION	PROVENANCE_ONLY	Historical and pre-July material may identify failures or counterexamples but cannot provide affirmative UDT physics under the provenance firewall.	Preserve unchanged; no affirmative reuse.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
archive/native_action_chat_2026-07-14_15/UDT_FOUNDING_TO_DYNAMICS_MAP.md	a2b67b1f4d55502e7989946a09e2ab50488522cc2a4e14cdd6b421790dc383b5	2026-07-17T18:12:12-04:00	NO	YES	NO	YES	2	independent_phi_variation;supplied_conditional	F16_ARCHIVE_OR_PREJULY	HISTORICAL_SUPERSEDED_NO_ACTION	PROVENANCE_ONLY	Historical and pre-July material may identify failures or counterexamples but cannot provide affirmative UDT physics under the provenance firewall.	Preserve unchanged; no affirmative reuse.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
archive/native_action_chat_2026-07-14_15/UDT_FOUNDING_TO_DYNAMICS_VERIFY_DISPATCH.md	92474cea4f37905fdafb92fbd86a1f18089120047e010e6464828834da6401d4	2026-07-17T18:12:12-04:00	NO	YES	NO	YES	2	selection_or_ownership;supplied_conditional	F16_ARCHIVE_OR_PREJULY	HISTORICAL_SUPERSEDED_NO_ACTION	PROVENANCE_ONLY	Historical and pre-July material may identify failures or counterexamples but cannot provide affirmative UDT physics under the provenance firewall.	Preserve unchanged; no affirmative reuse.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
archive/native_action_chat_2026-07-14_15/UDT_GLOBAL_BOOTSTRAP_DERIVATION_RESULTS.md	514a97ede04db9c568875d488c67ec28c138af58b57401998cf17f434e234cbb	2026-07-17T18:12:12-04:00	NO	YES	NO	YES	0	NONE	F16_ARCHIVE_OR_PREJULY	HISTORICAL_SUPERSEDED_NO_ACTION	PROVENANCE_ONLY	Historical and pre-July material may identify failures or counterexamples but cannot provide affirmative UDT physics under the provenance firewall.	Preserve unchanged; no affirmative reuse.	MECHANICAL_BROAD_ONLY
