source	immutability_class	forensic_occurrences	operational_occurrences	candidate_targets	root_basename_occurrences	qualified_suffix_occurrences	source_sha256_at_base
reorganization_r0/verify_r0_inventory.py	HISTORICAL_SNAPSHOT_SOURCE	6	0	CANON.md;CLAUDE.md;HANDOFF.md;INDEX.md;LIVE.md	6	0	3b69fe3a649f153c63d23da74475e82a5725133df87c1869111c66ee0772b383
reorganization_r1a/CANDIDATE_ADJUDICATION.tsv	HISTORICAL_SNAPSHOT_SOURCE	32	0	D1_FIX_DESIGN.md;F2_closure_results.md;F2_matter_action_forcedness_results.md;F5_critical_universe_closure_results.md;F7_scale_bridge_native_results.md;F8_metric_choices_results.md;LIVE.md;P5e_proper_results.md;matter_regrade_derived_operator_results.md;nonstationary_opener_results.md;ns_scan_results.md;p1_VERIFIER.md;p2_matter_fullmetric_results.md;p4_cross_model_verify_results.md;scale_symmetry_bootstrap_analysis_results.md;w_stiffness_results.md;weld_interface_mode_results.md;weld_status_results.md	28	4	e03fa5c36ea685493fde632e5504c9cadd41debcce319a8486bd311b37fb5c07
reorganization_r1a/INBOUND_REFERENCES.tsv	HISTORICAL_SNAPSHOT_SOURCE	971	0	AUDIT.md;CANON.md;CLAUDE.md;COGNITIVE_CORRAL_TRIGGERS_SETUP.md;CROSS_MODEL_VERIFY.md;D1_FIX_DESIGN.md;F0_SYSTEMATIC_AUDIT_results.md;F2_closure_results.md;F2_matter_action_forcedness_results.md;F4_seal_boundary_MAP.md;F5_critical_universe_closure_results.md;F6_postulate_A_ledger_results.md;F7_scale_bridge_native_results.md;F8_metric_choices_results.md;FOUNDATIONAL_ASSUMPTIONS_LEDGER.md;GR_NUMERICS_RESEARCH_2026-06-29.md;HANDOFF.md;HANDOFF_ARCHIVE.md;INDEX.md;LIVE.md;MATTER_SECTOR_MAP_new_foundation.md;NEGATIVES_REGISTRY.md;P1_PURITY_HARNESS_MAP.md;P5e_proper_results.md;PROVENANCE.md;STATE.md;STEP2_timelive_matter_MAP.md;angular_lagrangian_results.md;angular_lagrangian_verifier_results.md;branchP_solver_floor_xcontinuation_results.md;kap8_characterization_complete_solver_results.md;lepton_ladder_falsification_contract.md;matter_amplitude_native_MAP_2026-06-29.md;matter_regrade_derived_operator_results.md;native_dilation_weight_derivation_results.md;nonstationary_opener_results.md;ns_scan_results.md;p1_VERIFIER.md;p2_matter_fullmetric_results.md;p3_VERIFIER.md;p3_aphi_FIX_results.md;p3_aphi_coupling_results.md;p4_VERIFIER.md;p4_cross_model_verify_results.md;p4_time_live_results.md;p_domain_closure_attempt_results.md;pde_p1_results.md;scale_symmetry_bootstrap_analysis_results.md;seal_junction_condition_results.md;solution_space_map.md;tier_d_round2_results.md;w_stiffness_results.md;weld_interface_mode_results.md;weld_status_results.md	952	19	2718fecb4ebd2b6c0149757caec6c03b8d878538852b0e45dda484f33f84d060
reorganization_r1a/MOVE_MAP.tsv	HISTORICAL_SNAPSHOT_SOURCE	30	0	F4_seal_boundary_MAP.md;FOUNDATIONAL_ASSUMPTIONS_LEDGER.md;HANDOFF_ARCHIVE.md;NEGATIVES_REGISTRY.md;P5e_proper_results.md;STATE.md;STEP2_timelive_matter_MAP.md;lepton_ladder_falsification_contract.md;p1_VERIFIER.md	29	1	f4b59869f5885475655ee94abd87db8eb91e27893db85a93f83660b61ec0c4d7
reorganization_r1a/POINTER_REWRITE_PLAN.tsv	HISTORICAL_SNAPSHOT_SOURCE	30	0	F4_seal_boundary_MAP.md;FOUNDATIONAL_ASSUMPTIONS_LEDGER.md;HANDOFF_ARCHIVE.md;NEGATIVES_REGISTRY.md;P5e_proper_results.md;STATE.md;STEP2_timelive_matter_MAP.md;lepton_ladder_falsification_contract.md;p1_VERIFIER.md	29	1	f8db715b4d5521f1cfb99e7bb4b89966268a52928e488f38ec10fe43a380831c
reorganization_r1a/POINTER_REWRITE_RESULT.tsv	HISTORICAL_SNAPSHOT_SOURCE	9	0	F4_seal_boundary_MAP.md;FOUNDATIONAL_ASSUMPTIONS_LEDGER.md;HANDOFF_ARCHIVE.md;NEGATIVES_REGISTRY.md;P5e_proper_results.md;STATE.md;STEP2_timelive_matter_MAP.md;lepton_ladder_falsification_contract.md;p1_VERIFIER.md	8	1	93f5f5541e70d84c2c240ad85ee56dd4a190575d604e413154375673944d9901
reorganization_r1a/POSTMOVE_POINTER_CENSUS.tsv	HISTORICAL_SNAPSHOT_SOURCE	66	0	F4_seal_boundary_MAP.md;FOUNDATIONAL_ASSUMPTIONS_LEDGER.md;HANDOFF_ARCHIVE.md;NEGATIVES_REGISTRY.md;P5e_proper_results.md;STATE.md;STEP2_timelive_matter_MAP.md;lepton_ladder_falsification_contract.md;p1_VERIFIER.md	64	2	050c1923dc031368457bd7b2f00ec717b009ab84f22a29eab4eccdf5f39950a8
reorganization_r1a/PREMOVE_ADJUDICATION_REPORT.md	HISTORICAL_SNAPSHOT_SOURCE	30	0	D1_FIX_DESIGN.md;F2_closure_results.md;F2_matter_action_forcedness_results.md;F5_critical_universe_closure_results.md;F7_scale_bridge_native_results.md;F8_metric_choices_results.md;LIVE.md;P5e_proper_results.md;matter_regrade_derived_operator_results.md;nonstationary_opener_results.md;ns_scan_results.md;p1_VERIFIER.md;p2_matter_fullmetric_results.md;p4_cross_model_verify_results.md;scale_symmetry_bootstrap_analysis_results.md;w_stiffness_results.md;weld_interface_mode_results.md;weld_status_results.md	28	2	ef565d472fd673466559f7e37f3654c13d4b34068c7b350b169bad0dc149fa86
reorganization_r1a/PROPOSED_DIRECTORY_TREE.md	HISTORICAL_SNAPSHOT_SOURCE	11	0	CANON.md;CLAUDE.md;FOUNDATIONAL_ASSUMPTIONS_LEDGER.md;HANDOFF.md;INDEX.md;LIVE.md;NEGATIVES_REGISTRY.md;PROVENANCE.md	11	0	475c09d2049b8a5cdecdadd0d1522408e1a5d35986bb2d1d02de4be5ffc13fc5
reorganization_r1a/R1A_AUDIT_REPORT.md	HISTORICAL_SNAPSHOT_SOURCE	20	0	D1_FIX_DESIGN.md;F2_closure_results.md;F2_matter_action_forcedness_results.md;F5_critical_universe_closure_results.md;F7_scale_bridge_native_results.md;F8_metric_choices_results.md;HANDOFF.md;LIVE.md;P5e_proper_results.md;matter_regrade_derived_operator_results.md;nonstationary_opener_results.md;ns_scan_results.md;p1_VERIFIER.md;p2_matter_fullmetric_results.md;p4_cross_model_verify_results.md;scale_symmetry_bootstrap_analysis_results.md;w_stiffness_results.md;weld_interface_mode_results.md;weld_status_results.md	20	0	845fa22cd366ff9164e29f92f8f87296185f9b1f55701b0305be15dc3853fc39
reorganization_r1a/correction_2026-07-18/CORRECTED_CONSOLIDATED_ADJUDICATION.tsv	HISTORICAL_SNAPSHOT_SOURCE	46	0	D1_FIX_DESIGN.md;F2_closure_results.md;F2_matter_action_forcedness_results.md;F5_critical_universe_closure_results.md;F7_scale_bridge_native_results.md;F8_metric_choices_results.md;LIVE.md;P5e_proper_results.md;matter_regrade_derived_operator_results.md;nonstationary_opener_results.md;ns_scan_results.md;p1_VERIFIER.md;p2_matter_fullmetric_results.md;p3_aphi_FIX_results.md;p3_aphi_coupling_results.md;p4_cross_model_verify_results.md;p4_time_live_results.md;scale_symmetry_bootstrap_analysis_results.md;w_stiffness_results.md;weld_interface_mode_results.md;weld_status_results.md	42	4	20a473baa23b8f97557008965cb2c73be724d4ef68e2a8a86068ad979e7434e4
reorganization_r1a/correction_2026-07-18/CORRECTED_CONSOLIDATED_POINTER_PLAN.tsv	HISTORICAL_SNAPSHOT_SOURCE	34	0	F4_seal_boundary_MAP.md;FOUNDATIONAL_ASSUMPTIONS_LEDGER.md;HANDOFF_ARCHIVE.md;NEGATIVES_REGISTRY.md;P5e_proper_results.md;STATE.md;STEP2_timelive_matter_MAP.md;lepton_ladder_falsification_contract.md;p1_VERIFIER.md	33	1	2d6145dff277194e08e2c4a9d7a831e7dd5923f743dcc32cf82c15d64c9772e3
reorganization_r1a/correction_2026-07-18/CORRECTED_INBOUND_REFERENCES.tsv	HISTORICAL_SNAPSHOT_SOURCE	988	0	AUDIT.md;CANON.md;CLAUDE.md;COGNITIVE_CORRAL_TRIGGERS_SETUP.md;CROSS_MODEL_VERIFY.md;D1_FIX_DESIGN.md;F0_SYSTEMATIC_AUDIT_results.md;F2_closure_results.md;F2_matter_action_forcedness_results.md;F4_seal_boundary_MAP.md;F5_critical_universe_closure_results.md;F6_postulate_A_ledger_results.md;F7_scale_bridge_native_results.md;F8_metric_choices_results.md;FOUNDATIONAL_ASSUMPTIONS_LEDGER.md;GR_NUMERICS_RESEARCH_2026-06-29.md;HANDOFF.md;HANDOFF_ARCHIVE.md;INDEX.md;LIVE.md;MATTER_SECTOR_MAP_new_foundation.md;NEGATIVES_REGISTRY.md;P1_PURITY_HARNESS_MAP.md;P5e_proper_results.md;PROVENANCE.md;STATE.md;STEP2_timelive_matter_MAP.md;angular_lagrangian_results.md;angular_lagrangian_verifier_results.md;branchP_solver_floor_xcontinuation_results.md;kap8_characterization_complete_solver_results.md;lepton_ladder_falsification_contract.md;matter_amplitude_native_MAP_2026-06-29.md;matter_regrade_derived_operator_results.md;native_dilation_weight_derivation_results.md;nonstationary_opener_results.md;ns_scan_results.md;p1_VERIFIER.md;p2_matter_fullmetric_results.md;p3_VERIFIER.md;p3_aphi_FIX_results.md;p3_aphi_coupling_results.md;p4_VERIFIER.md;p4_cross_model_verify_results.md;p4_time_live_results.md;p_domain_closure_attempt_results.md;pde_p1_results.md;scale_symmetry_bootstrap_analysis_results.md;seal_junction_condition_results.md;solution_space_map.md;tier_d_round2_results.md;w_stiffness_results.md;weld_interface_mode_results.md;weld_status_results.md	969	19	df48158c5ffbca1384e55797a9eb9838108df323d20a5743e3ab8341672f6aae
reorganization_r1a/correction_2026-07-18/CORRECTED_POSTMOVE_POINTER_CENSUS.tsv	HISTORICAL_SNAPSHOT_SOURCE	37	0	F4_seal_boundary_MAP.md;FOUNDATIONAL_ASSUMPTIONS_LEDGER.md;HANDOFF_ARCHIVE.md;NEGATIVES_REGISTRY.md;P5e_proper_results.md;STATE.md;STEP2_timelive_matter_MAP.md;lepton_ladder_falsification_contract.md;p1_VERIFIER.md	36	1	c54bb7e090cfcf5a886a1b45cbe594074a99537663f38ceff14bd97e80ef18a6
reorganization_r1a/correction_2026-07-18/CORRECTION_PREREGISTRATION.md	HISTORICAL_SNAPSHOT_SOURCE	4	0	FOUNDATIONAL_ASSUMPTIONS_LEDGER.md;HANDOFF_ARCHIVE.md;NEGATIVES_REGISTRY.md	4	0	5fc86790fe6a0293dbcf84009cbb28a415b0f27d89dd32c0e3f2401546a97087
reorganization_r1a/correction_2026-07-18/FINAL_VERIFY_RESULT.json	HISTORICAL_SNAPSHOT_SOURCE	3	0	FOUNDATIONAL_ASSUMPTIONS_LEDGER.md;HANDOFF_ARCHIVE.md;NEGATIVES_REGISTRY.md	3	0	b98d6558e4f4038a96f4b4d411778eec1362dde2602e2b3c6f152db3c8bf65c7
reorganization_r1a/correction_2026-07-18/LITERAL_GIT_GREP_COMPARISON.tsv	HISTORICAL_SNAPSHOT_SOURCE	339	0	D1_FIX_DESIGN.md;F2_closure_results.md;F2_matter_action_forcedness_results.md;F4_seal_boundary_MAP.md;F5_critical_universe_closure_results.md;F7_scale_bridge_native_results.md;F8_metric_choices_results.md;FOUNDATIONAL_ASSUMPTIONS_LEDGER.md;HANDOFF_ARCHIVE.md;MATTER_SECTOR_MAP_new_foundation.md;NEGATIVES_REGISTRY.md;P5e_proper_results.md;PROVENANCE.md;STATE.md;STEP2_timelive_matter_MAP.md;lepton_ladder_falsification_contract.md;matter_regrade_derived_operator_results.md;nonstationary_opener_results.md;ns_scan_results.md;p1_VERIFIER.md;p2_matter_fullmetric_results.md;p3_aphi_FIX_results.md;p3_aphi_coupling_results.md;p4_cross_model_verify_results.md;p4_time_live_results.md;scale_symmetry_bootstrap_analysis_results.md;solution_space_map.md;w_stiffness_results.md;weld_interface_mode_results.md;weld_status_results.md	338	1	cac0bc4e81f04091b1cf1a351fa42d6f01176cbc502ac3dae893c9179a5f5c16
reorganization_r1a/correction_2026-07-18/OMISSION_LEDGER.tsv	HISTORICAL_SNAPSHOT_SOURCE	17	0	FOUNDATIONAL_ASSUMPTIONS_LEDGER.md;HANDOFF_ARCHIVE.md;NEGATIVES_REGISTRY.md;STATE.md;p1_VERIFIER.md;p2_matter_fullmetric_results.md;p3_aphi_FIX_results.md;p3_aphi_coupling_results.md;p4_time_live_results.md;weld_status_results.md	17	0	87f15427f1e6f4e745cf2179ef9b456ee6001abd7a1e422ddf41c2b0587048c0
reorganization_r1a/correction_2026-07-18/POINTER_CORRECTION_RESULT.tsv	HISTORICAL_SNAPSHOT_SOURCE	3	0	FOUNDATIONAL_ASSUMPTIONS_LEDGER.md;HANDOFF_ARCHIVE.md;NEGATIVES_REGISTRY.md	3	0	d777fd08cf166869a2d3e6895bf57bed60dfb7a3b5151ede6a8016b22cf830ac
reorganization_r1a/correction_2026-07-18/apply_pointer_correction.py	HISTORICAL_SNAPSHOT_SOURCE	4	0	FOUNDATIONAL_ASSUMPTIONS_LEDGER.md;HANDOFF_ARCHIVE.md;NEGATIVES_REGISTRY.md	4	0	76bc757191184cbfa6eae03e5b6df2f57d10cfb6c8c969ea5da65ccc3b0ac45a
reorganization_r1a/correction_2026-07-18/build_corrected_census.py	HISTORICAL_SNAPSHOT_SOURCE	4	0	FOUNDATIONAL_ASSUMPTIONS_LEDGER.md;HANDOFF_ARCHIVE.md;NEGATIVES_REGISTRY.md	4	0	107093432920a4240e7fa13d913033ee8aeb8d0a6362ecc517f41377aacb4a87
reorganization_r1a/correction_2026-07-18/verify_correction_final.py	HISTORICAL_SNAPSHOT_SOURCE	3	0	FOUNDATIONAL_ASSUMPTIONS_LEDGER.md;HANDOFF_ARCHIVE.md;NEGATIVES_REGISTRY.md	3	0	fd1e64d178419f71fbbbd97878a2970f540a94584151a5ec391efa39aaef18ef
reorganization_r1a/postmove_census/DEPENDENCY_MAP.tsv	HISTORICAL_SNAPSHOT_SOURCE	4334	0	AUDIT.md;CANON.md;CLAUDE.md;COGNITIVE_CORRAL_TRIGGERS_SETUP.md;CROSS_MODEL_VERIFY.md;D1_FIX_DESIGN.md;F0_SYSTEMATIC_AUDIT_results.md;F2_closure_results.md;F2_matter_action_forcedness_results.md;F4_seal_boundary_MAP.md;F5_critical_universe_closure_results.md;F6_postulate_A_ledger_results.md;F7_scale_bridge_native_results.md;F8_metric_choices_results.md;FOUNDATIONAL_ASSUMPTIONS_LEDGER.md;GR_NUMERICS_RESEARCH_2026-06-29.md;HANDOFF.md;HANDOFF_ARCHIVE.md;INDEX.md;LIVE.md;MATTER_SECTOR_MAP_new_foundation.md;NEGATIVES_REGISTRY.md;P1_PURITY_HARNESS_MAP.md;P5e_proper_results.md;PROVENANCE.md;QUANTIZATION_MAP.md;SOLVER_INTEGRITY_UPGRADES_SPEC.md;STATE.md;STEP2_timelive_matter_MAP.md;TRACTABILITY_ROUTES.md;angular_completeness_results.md;angular_lagrangian_results.md;angular_lagrangian_verifier_results.md;branchP_solver_floor_xcontinuation_results.md;cognitive_corral_triggers_results.md;dimension_ladder_null_audit.md;exterior_cavity_results.md;external_input_notes.md;kap8_characterization_complete_solver_results.md;legacy_hadron_survivor_filter.md;lepton_ladder_falsification_contract.md;mass_emergence_canonical_geometry.md;matter_amplitude_native_MAP_2026-06-29.md;matter_regrade_derived_operator_results.md;measure_fork_results.md;n_derivation_results.md;native_dilation_weight_derivation_results.md;native_stabilizer_results.md;native_stabilizer_verifier_results.md;negative_phi_native_geometry.md;nonstationary_opener_results.md;ns_scan_results.md;ns_scan_verifier_results.md;open_domain_discreteness_results.md;p1_VERIFIER.md;p1_purity_harness_results.md;p2_VERIFIER.md;p2_matter_fullmetric_results.md;p2_operator_from_action_results.md;p3_VERIFIER.md;p3_aphi_FIX_results.md;p3_aphi_coupling_results.md;p3_discipline_skills_results.md;p4_VERIFIER.md;p4_cross_model_verify_results.md;p4_time_live_results.md;p5_live_state_shrink_results.md;p5_solver_survey_results.md;p_domain_closure_attempt_results.md;particle_spectrum_native_geometry.md;pde_p1_results.md;phase1_geon_results.md;phase2a_rotation_results.md;phase2b_ensemble_results.md;relativistic_metric_rederivation_results.md;scale_symmetry_bootstrap_analysis_results.md;seal_junction_condition_results.md;sector_weight_spectral_probe_results.md;solution_space_map.md;sourced_second_jet_results.md;tier_d_round2_results.md;tier_d_round3_results.md;udt_canonical_geometry.md;udt_field_equations_derivation_results.md;udt_gravity_sector_rederivation_results.md;w2_uncovering_results.md;w3_results.md;w4_results.md;w5_results.md;w6_results.md;w7_results.md;w8_results.md;w_alg_results.md;w_stiffness_results.md;w_whole_results.md;weld_interface_mode_results.md;weld_status_results.md;weld_two_sided_results.md;winding_amplitude_gauge_derivation_results.md	4313	21	40002faf10c08c9d61190e4080fe0d0a554d2be34f30e73a85d3732bc952caf3
reorganization_r1a/postmove_census/DEPENDENCY_SUMMARY.md	HISTORICAL_SNAPSHOT_SOURCE	13	0	CLAUDE.md;LIVE.md	13	0	a9fdc7a7fc30c5dd4c96f9476bc30ad66da40d1326332cf5e3671225eedad1f3
reorganization_r1a/postmove_census/ROOT_FILE_INVENTORY.tsv	HISTORICAL_SNAPSHOT_SOURCE	785	0	AUDIT.md;CANON.md;CLAUDE.md;COGNITIVE_CORRAL_TRIGGERS_SETUP.md;CROSS_MODEL_VERIFY.md;D1_FIX_DESIGN.md;F0_SYSTEMATIC_AUDIT_results.md;F2_closure_results.md;F2_matter_action_forcedness_results.md;F4_seal_boundary_MAP.md;F5_critical_universe_closure_results.md;F6_postulate_A_ledger_results.md;F7_scale_bridge_native_results.md;F8_metric_choices_results.md;FOUNDATIONAL_ASSUMPTIONS_LEDGER.md;GR_NUMERICS_RESEARCH_2026-06-29.md;HANDOFF.md;HANDOFF_ARCHIVE.md;INDEX.md;LIVE.md;MATTER_SECTOR_MAP_new_foundation.md;NEGATIVES_REGISTRY.md;P1_PURITY_HARNESS_MAP.md;P5e_proper_results.md;PROVENANCE.md;QUANTIZATION_MAP.md;SOLVER_INTEGRITY_UPGRADES_SPEC.md;STATE.md;STEP2_timelive_matter_MAP.md;TRACTABILITY_ROUTES.md;angular_completeness_results.md;angular_lagrangian_results.md;angular_lagrangian_verifier_results.md;branchP_solver_floor_xcontinuation_results.md;cognitive_corral_triggers_results.md;dimension_ladder_null_audit.md;exterior_cavity_results.md;external_input_notes.md;kap8_characterization_complete_solver_results.md;legacy_hadron_survivor_filter.md;lepton_ladder_falsification_contract.md;mass_emergence_canonical_geometry.md;matter_amplitude_native_MAP_2026-06-29.md;matter_regrade_derived_operator_results.md;measure_fork_results.md;n_derivation_results.md;native_dilation_weight_derivation_results.md;native_stabilizer_results.md;native_stabilizer_verifier_results.md;negative_phi_native_geometry.md;nonstationary_opener_results.md;ns_scan_results.md;ns_scan_verifier_results.md;open_domain_discreteness_results.md;p1_VERIFIER.md;p1_purity_harness_results.md;p2_VERIFIER.md;p2_matter_fullmetric_results.md;p2_operator_from_action_results.md;p3_VERIFIER.md;p3_aphi_FIX_results.md;p3_aphi_coupling_results.md;p3_discipline_skills_results.md;p4_VERIFIER.md;p4_cross_model_verify_results.md;p4_time_live_results.md;p5_live_state_shrink_results.md;p5_solver_survey_results.md;p_domain_closure_attempt_results.md;particle_spectrum_native_geometry.md;pde_p1_results.md;phase1_geon_results.md;phase2a_rotation_results.md;phase2b_ensemble_results.md;relativistic_metric_rederivation_results.md;scale_symmetry_bootstrap_analysis_results.md;seal_junction_condition_results.md;sector_weight_spectral_probe_results.md;solution_space_map.md;sourced_second_jet_results.md;tier_d_round2_results.md;tier_d_round3_results.md;udt_canonical_geometry.md;udt_field_equations_derivation_results.md;udt_gravity_sector_rederivation_results.md;w2_uncovering_results.md;w3_results.md;w4_results.md;w5_results.md;w6_results.md;w7_results.md;w8_results.md;w_alg_results.md;w_stiffness_results.md;w_whole_results.md;weld_interface_mode_results.md;weld_status_results.md;weld_two_sided_results.md;winding_amplitude_gauge_derivation_results.md	778	7	4a88ea647eca10c62b52ff49f858bdb66d29b2aad38bcc1a3872ddd751bc874f
reorganization_r1a/postmove_census/ROOT_RETENTION.tsv	HISTORICAL_SNAPSHOT_SOURCE	18	0	CANON.md;CLAUDE.md;COGNITIVE_CORRAL_TRIGGERS_SETUP.md;CROSS_MODEL_VERIFY.md;FOUNDATIONAL_ASSUMPTIONS_LEDGER.md;HANDOFF.md;HANDOFF_ARCHIVE.md;INDEX.md;LIVE.md;NEGATIVES_REGISTRY.md;PROVENANCE.md;STATE.md;dimension_ladder_null_audit.md;legacy_hadron_survivor_filter.md;mass_emergence_canonical_geometry.md;negative_phi_native_geometry.md;particle_spectrum_native_geometry.md;udt_canonical_geometry.md	18	0	79a8a771a35a99e4a1d0ab986c054ca25d323789f9d6da28adfd6f3fc2accd8b
reorganization_r1a/verify_r1a_migration.py	HISTORICAL_SNAPSHOT_SOURCE	7	0	HANDOFF.md;LIVE.md	7	0	c7e6eda9cc4a5db06643612f149cf1e4c4473343442ee915ff59fde75df4cb83
rescued_workspaces/2026-06-11/README.md	SOFT_EVIDENCE_PATH_ONLY_SOURCE	2	2	nonstationary_opener_results.md;pde_p1_results.md	2	0	50e2e84a0a9d3b16e82cf7c9f4f86f31d6b240c318a5ec16a4c817b2e9908445
rescued_workspaces/2026-06-11/pde_p1/derive_system.py	RUNTIME_OR_MANIFEST_IMMUTABLE	2	2	exterior_cavity_results.md;measure_fork_results.md	2	0	f655915913f2969f3ebb3833eceab394bb9aa6fd7e0567950229368b0fb84adb
rescued_workspaces/2026-06-11/pde_p1/log_derive.txt	RUNTIME_OR_MANIFEST_IMMUTABLE	2	2	exterior_cavity_results.md;measure_fork_results.md	2	0	7931b80b4dfcc89e64faab744c31968aabdbc3f830b29ef168725d67487869ea
rescued_workspaces/2026-06-11/tmp_loose_scripts/agent_j_quick.py	RUNTIME_OR_MANIFEST_IMMUTABLE	2	2	CLAUDE.md	2	0	c1c3ef5d25f046737d725841158753396782a69e33d0f044957b3422df021a00
rescued_workspaces/2026-06-11/tmp_loose_scripts/audit_r2.py	RUNTIME_OR_MANIFEST_IMMUTABLE	1	1	CLAUDE.md	1	0	408d6d01e79778601cf9923f9d4cbe695c2511582bf9e775f7f2ec9459f9fe17
rescued_workspaces/2026-06-11/tmp_loose_scripts/s74_004_retire.py	RUNTIME_OR_MANIFEST_IMMUTABLE	7	7	AUDIT.md;CLAUDE.md;HANDOFF.md	7	0	160419e23022e4dab326816aed21ba259a71f30da8990f6698e9bd5cb72144bb
rescued_workspaces/2026-06-11/tmp_loose_scripts/s74_claude_insert.py	RUNTIME_OR_MANIFEST_IMMUTABLE	11	11	AUDIT.md;CLAUDE.md	5	6	f907924acd92a8155ab39e6c314ce4d502134c50e2bcdac4817d3b5197071201
rescued_workspaces/2026-06-11/tmp_loose_scripts/s74_wind_down_handoff_startup.py	RUNTIME_OR_MANIFEST_IMMUTABLE	13	13	CLAUDE.md;HANDOFF.md;udt_canonical_geometry.md	12	1	cf45f832da896c01149e7e7b676a0eb3893e468ae790fd16444f8213defeb23c
rescued_workspaces/2026-06-11/tmp_loose_scripts/s85_002_extract.py	RUNTIME_OR_MANIFEST_IMMUTABLE	1	1	AUDIT.md	0	1	cb21c58240cb1a280f79950021024cddeed16a3e74ef1fce786b6fe315dff255
rescued_workspaces/2026-06-11/tmp_loose_scripts/s85_002_migrate.py	RUNTIME_OR_MANIFEST_IMMUTABLE	1	1	AUDIT.md	0	1	709a1cfd56452137eb2111be01c1f690bf53af7fd2f466d7d80624633806c365
rescued_workspaces/2026-06-11/tmp_loose_scripts/verify_alpha6.py	RUNTIME_OR_MANIFEST_IMMUTABLE	1	1	CLAUDE.md	1	0	0a139f21715efebaa7ddc92b9d5cf2c05dc11b79c0d5230a646d3aeb29050bd4
rescued_workspaces/scratch_2026-06-13/w6_arm1_c_deltaw_signs.py	RUNTIME_OR_MANIFEST_IMMUTABLE	1	1	w5_results.md	1	0	2e9fce4eacb9eda562ff0a5523382eb3dae665931b1c9e4c5fe026ce66ce29b2
rescued_workspaces/scratch_2026-06-13/w9_axis_regularity.py	RUNTIME_OR_MANIFEST_IMMUTABLE	1	1	w6_results.md	1	0	c24ba6efb310c80d03e45ad76bebc8ead034a2ed020d8eccd960884d415fa309
scale_symmetry_bootstrap_analysis_results.md	SOFT_EVIDENCE_PATH_ONLY_SOURCE	3	3	CANON.md;FOUNDATIONAL_ASSUMPTIONS_LEDGER.md;native_dilation_weight_derivation_results.md	3	0	3e2cf8e02dc37b219de5d7defe0e0c6e137e4fa9a0f8304b9cc401b58a6505c5
seal_junction_condition_results.md	HARD_FROZEN_SOURCE	3	3	F4_seal_boundary_MAP.md;w7_results.md	3	0	da4d2d4c684dbcbf97650d975de371520e487260afac8cf31e23713337797e62
seal_matching_junction_results.md	HARD_FROZEN_SOURCE	2	2	D1_FIX_DESIGN.md;seal_junction_condition_results.md	2	0	e402684b6379d34a0766eb347ad9fe9261c148e4fea9f32e2b1da9109a7c766f
sector_weight_spectral_probe_results.md	HARD_FROZEN_SOURCE	3	3	dimension_ladder_null_audit.md;particle_spectrum_native_geometry.md	3	0	a9ebd39897b9090d917fb4b40d850abe331c6d75889965951df598a42935f01c
simple_metric_L_equivalence_principle_GAP.md	SOFT_EVIDENCE_PATH_ONLY_SOURCE	2	2	LIVE.md	2	0	e04e77f60fde392d0dff5789fb46ba02c17e72ae59c8d8ebd7d7e99c48454ebc
simple_metric_L_wall_regularity_closure_results.md	SOFT_EVIDENCE_PATH_ONLY_SOURCE	1	1	CANON.md	1	0	0c68719277edb652fcb825d225f02cb8bb25f16a36efe6b40f3b1d9a5147b6b8
simple_metric_operator_inspiration_SEARCH.md	SOFT_EVIDENCE_PATH_ONLY_SOURCE	1	1	udt_canonical_geometry.md	1	0	93ce9b2b75d12a4a066fad1192dbaeb6e19f3c478873a2a36b34dc4245e2c99d
simple_metric_session_self_audit_2026-07-09.md	SOFT_EVIDENCE_PATH_ONLY_SOURCE	1	1	CLAUDE.md	1	0	e7e2befe2de6b62d9673d5ab4ecb0a9f2ac9dd544361f9afa52d01eefc2564c3
simple_metric_third_path_derive.md	SOFT_EVIDENCE_PATH_ONLY_SOURCE	1	1	udt_canonical_geometry.md	1	0	b2207a0f850df018fe27dfdd75756b5d08918d22e18115e8ec16209e38a2d783
sne_test_derived_law.py	RUNTIME_OR_MANIFEST_IMMUTABLE	1	1	udt_canonical_geometry.md	1	0	0ac392945475d0c9184b80c397d29a906dd33a232d0affdfe9e1ec003503920a
sne_test_derived_n.py	RUNTIME_OR_MANIFEST_IMMUTABLE	1	1	udt_canonical_geometry.md	1	0	617f587ea93d346c50332db2666828017d54364df818ffa08da269a0a414fee0
sne_test_transverse_geometry.py	RUNTIME_OR_MANIFEST_IMMUTABLE	1	1	udt_canonical_geometry.md	1	0	a4ecb537ba59d924dbc6b0710bbee7c5b5abeb39b6a9635746dc4835e9f3d7c0
solution_space_map.md	SOFT_EVIDENCE_PATH_ONLY_SOURCE	4	4	angular_completeness_results.md;nonstationary_opener_results.md;ns_scan_results.md;ns_scan_verifier_results.md	4	0	1873da9afe8c19b28f18320532554c7116dd35858eb0de29b45095d49a046503
sourced_second_jet_results.md	HARD_FROZEN_SOURCE	1	1	weld_interface_mode_results.md	1	0	5c0d726697ef2a551e6f4a769b6b932c0430809072d33656d0c4598a5d30fe8d
stability_branch_follow_256_DECISION.md	SOFT_EVIDENCE_PATH_ONLY_SOURCE	1	1	CLAUDE.md	1	0	9806bc8f61b94109080699f00d8a758f1afc935db18a11f07dbe7365a61811d5
