original_path	current_path	fixed_snapshot_owner	fixed_snapshot_evidence	effective_primary_owner	operator_provenance	imported_action_or_coupling	comparison_readout	role	scientific_lifecycle	path_migration_safety	scientific_family	adjudication_source	review_status
E2b_A3Z1_P2_W2_wall.pt	E2b_A3Z1_P2_W2_wall.pt	LEGACY_FROZEN	R0_FROZEN_EVIDENCE+FIXED_BASE_PROVENANCE	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:BLOCKED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
E2b_A3Z1_P2_W3_plateau.pt	E2b_A3Z1_P2_W3_plateau.pt	LEGACY_FROZEN	R0_FROZEN_EVIDENCE+FIXED_BASE_PROVENANCE	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:BLOCKED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
E2b_A3Z1_P2_W3_wall.pt	E2b_A3Z1_P2_W3_wall.pt	LEGACY_FROZEN	R0_FROZEN_EVIDENCE+FIXED_BASE_PROVENANCE	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:BLOCKED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
E2b_A3Z1_P2_W4_plateau.pt	E2b_A3Z1_P2_W4_plateau.pt	LEGACY_FROZEN	R0_FROZEN_EVIDENCE+FIXED_BASE_PROVENANCE	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:BLOCKED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
E2b_A3Z1_P2_W4_wall.pt	E2b_A3Z1_P2_W4_wall.pt	LEGACY_FROZEN	R0_FROZEN_EVIDENCE+FIXED_BASE_PROVENANCE	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:BLOCKED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
E2b_A3Z1_P2_W5_plateau.pt	E2b_A3Z1_P2_W5_plateau.pt	LEGACY_FROZEN	R0_FROZEN_EVIDENCE+FIXED_BASE_PROVENANCE	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:BLOCKED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
E2b_A3Z1_P2_W5_wall.pt	E2b_A3Z1_P2_W5_wall.pt	LEGACY_FROZEN	R0_FROZEN_EVIDENCE+FIXED_BASE_PROVENANCE	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:BLOCKED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
E2b_A3Z1_P2_W6_plateau.pt	E2b_A3Z1_P2_W6_plateau.pt	LEGACY_FROZEN	R0_FROZEN_EVIDENCE+FIXED_BASE_PROVENANCE	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:BLOCKED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
E2b_A3Z1_P2_W6_wall.pt	E2b_A3Z1_P2_W6_wall.pt	LEGACY_FROZEN	R0_FROZEN_EVIDENCE+FIXED_BASE_PROVENANCE	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:BLOCKED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
E2b_A3Z1_P2_W7_plateau.pt	E2b_A3Z1_P2_W7_plateau.pt	LEGACY_FROZEN	R0_FROZEN_EVIDENCE+FIXED_BASE_PROVENANCE	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:BLOCKED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
E2b_A3Z1_P2_W7_wall.pt	E2b_A3Z1_P2_W7_wall.pt	LEGACY_FROZEN	R0_FROZEN_EVIDENCE+FIXED_BASE_PROVENANCE	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:BLOCKED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
E2b_A3Z1_P2b_wideguard_CONT_W4_wall.pt	E2b_A3Z1_P2b_wideguard_CONT_W4_wall.pt	LEGACY_FROZEN	R0_FROZEN_EVIDENCE+FIXED_BASE_PROVENANCE	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:BLOCKED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
E2b_A3Z1_P2b_wideguard_W4_wall.pt	E2b_A3Z1_P2b_wideguard_W4_wall.pt	LEGACY_FROZEN	R0_FROZEN_EVIDENCE+FIXED_BASE_PROVENANCE	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:BLOCKED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
E2b_A3Z1_P2c_extended_W5_wall.pt	E2b_A3Z1_P2c_extended_W5_wall.pt	LEGACY_FROZEN	R0_FROZEN_EVIDENCE+FIXED_BASE_PROVENANCE	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:BLOCKED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
E2b_A3Z8_P2_C1_plateau.pt	E2b_A3Z8_P2_C1_plateau.pt	LEGACY_FROZEN	R0_FROZEN_EVIDENCE+FIXED_BASE_PROVENANCE	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:BLOCKED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
E2b_A3Z8_P2_C1_wall.pt	E2b_A3Z8_P2_C1_wall.pt	LEGACY_FROZEN	R0_FROZEN_EVIDENCE+FIXED_BASE_PROVENANCE	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:BLOCKED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
E2b_A3Z8_P2_C2_plateau.pt	E2b_A3Z8_P2_C2_plateau.pt	LEGACY_FROZEN	R0_FROZEN_EVIDENCE+FIXED_BASE_PROVENANCE	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:BLOCKED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
E2b_A3Z8_P2_C2_wall.pt	E2b_A3Z8_P2_C2_wall.pt	LEGACY_FROZEN	R0_FROZEN_EVIDENCE+FIXED_BASE_PROVENANCE	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:BLOCKED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
E2b_A3Z8_P2_W1_plateau.pt	E2b_A3Z8_P2_W1_plateau.pt	LEGACY_FROZEN	R0_FROZEN_EVIDENCE+FIXED_BASE_PROVENANCE	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:BLOCKED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
E2b_A3Z8_P2_W1_wall.pt	E2b_A3Z8_P2_W1_wall.pt	LEGACY_FROZEN	R0_FROZEN_EVIDENCE+FIXED_BASE_PROVENANCE	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:BLOCKED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
E2b_A3Z8_P2_W2_plateau.pt	E2b_A3Z8_P2_W2_plateau.pt	LEGACY_FROZEN	R0_FROZEN_EVIDENCE+FIXED_BASE_PROVENANCE	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:BLOCKED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
E2b_A3Z8_P2_W2_wall.pt	E2b_A3Z8_P2_W2_wall.pt	LEGACY_FROZEN	R0_FROZEN_EVIDENCE+FIXED_BASE_PROVENANCE	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:BLOCKED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
E2b_A3Z8_P2_W3_plateau.pt	E2b_A3Z8_P2_W3_plateau.pt	LEGACY_FROZEN	R0_FROZEN_EVIDENCE+FIXED_BASE_PROVENANCE	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:BLOCKED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
E2b_A3Z8_P2_W3_wall.pt	E2b_A3Z8_P2_W3_wall.pt	LEGACY_FROZEN	R0_FROZEN_EVIDENCE+FIXED_BASE_PROVENANCE	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:BLOCKED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
E2b_A3Z8_P2_W4_plateau.pt	E2b_A3Z8_P2_W4_plateau.pt	LEGACY_FROZEN	R0_FROZEN_EVIDENCE+FIXED_BASE_PROVENANCE	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:BLOCKED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
E2b_A3Z8_P2_W4_wall.pt	E2b_A3Z8_P2_W4_wall.pt	LEGACY_FROZEN	R0_FROZEN_EVIDENCE+FIXED_BASE_PROVENANCE	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:BLOCKED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
E2b_A3Z8_P2_W5_plateau.pt	E2b_A3Z8_P2_W5_plateau.pt	LEGACY_FROZEN	R0_FROZEN_EVIDENCE+FIXED_BASE_PROVENANCE	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:BLOCKED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
E2b_A3Z8_P2_W5_wall.pt	E2b_A3Z8_P2_W5_wall.pt	LEGACY_FROZEN	R0_FROZEN_EVIDENCE+FIXED_BASE_PROVENANCE	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:BLOCKED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
E2b_A3Z8_P2_W6_plateau.pt	E2b_A3Z8_P2_W6_plateau.pt	LEGACY_FROZEN	R0_FROZEN_EVIDENCE+FIXED_BASE_PROVENANCE	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:BLOCKED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
E2b_A3Z8_P2_W6_wall.pt	E2b_A3Z8_P2_W6_wall.pt	LEGACY_FROZEN	R0_FROZEN_EVIDENCE+FIXED_BASE_PROVENANCE	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:BLOCKED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
E2b_A3Z8_P2b_wideguard_W3_wall.pt	E2b_A3Z8_P2b_wideguard_W3_wall.pt	LEGACY_FROZEN	R0_FROZEN_EVIDENCE+FIXED_BASE_PROVENANCE	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:BLOCKED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
E2b_A3Z8_P2c_extended_W5_wall.pt	E2b_A3Z8_P2c_extended_W5_wall.pt	LEGACY_FROZEN	R0_FROZEN_EVIDENCE+FIXED_BASE_PROVENANCE	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:BLOCKED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
F0_SYSTEMATIC_AUDIT_results.md	F0_SYSTEMATIC_AUDIT_results.md	LEGACY_FROZEN	R1B_INDIVIDUAL_HISTORICAL_OR_FROZEN_RULING	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:IMMUTABLE_PATH	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
F2_closure_results.md	F2_closure_results.md	LEGACY_FROZEN	R1B_INDIVIDUAL_HISTORICAL_OR_FROZEN_RULING	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:IMMUTABLE_PATH	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
F2_matter_action_forcedness_results.md	F2_matter_action_forcedness_results.md	LEGACY_FROZEN	R1B_INDIVIDUAL_HISTORICAL_OR_FROZEN_RULING	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:IMMUTABLE_PATH	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
F4_seal_boundary_MAP.md	F4_seal_boundary_MAP.md	FOUNDATIONS	CURRENT_FOUNDATION_LEDGER+OWNER_RECORD	FOUNDATIONS	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:POINTER_MIGRATION_REQUIRED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
F5_critical_universe_closure_results.md	F5_critical_universe_closure_results.md	LEGACY_FROZEN	R1B_INDIVIDUAL_HISTORICAL_OR_FROZEN_RULING	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:IMMUTABLE_PATH	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
F6_postulate_A_ledger_results.md	F6_postulate_A_ledger_results.md	LEGACY_FROZEN	R1B_INDIVIDUAL_HISTORICAL_OR_FROZEN_RULING	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:IMMUTABLE_PATH	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
F7_scale_bridge_native_results.md	F7_scale_bridge_native_results.md	LEGACY_FROZEN	R1B_INDIVIDUAL_HISTORICAL_OR_FROZEN_RULING	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:IMMUTABLE_PATH	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
F8_metric_choices_results.md	F8_metric_choices_results.md	LEGACY_FROZEN	R1B_INDIVIDUAL_HISTORICAL_OR_FROZEN_RULING	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:IMMUTABLE_PATH	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
FOUNDATIONAL_ASSUMPTIONS_LEDGER.md	FOUNDATIONAL_ASSUMPTIONS_LEDGER.md	CONTROL_ROOT	PERMANENT_CONTROL_REGISTRY+R0_CONTROL	CONTROL_ROOT	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:RETAIN_ROOT	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
GR_NUMERICS_RESEARCH_2026-06-29.md	GR_NUMERICS_RESEARCH_2026-06-29.md	LEGACY_FROZEN	PRE_JULY_PROVENANCE+R0_MOVE_OR_ARCHIVE_CLASS	LEGACY_FROZEN	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:IMMUTABLE_PATH	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
H3_hopfion_solve_preregistration.md	H3_hopfion_solve_preregistration.md	PARTICLE_MASS	LIVE_PARTICLE_ARC+FAMILY_DEPENDENCY_COHERENCE	PARTICLE_MASS	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:POINTER_MIGRATION_REQUIRED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
H4_GP_switch_hopfion_MAP.md	H4_GP_switch_hopfion_MAP.md	PARTICLE_MASS	LIVE_PARTICLE_ARC+FAMILY_DEPENDENCY_COHERENCE	PARTICLE_MASS	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:POINTER_MIGRATION_REQUIRED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
H4_N1_offround_transverse_equation_results.md	H4_N1_offround_transverse_equation_results.md	PARTICLE_MASS	LIVE_PARTICLE_ARC+FAMILY_DEPENDENCY_COHERENCE	PARTICLE_MASS	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:IMMUTABLE_PATH	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
H4_N2_farfield_reduction_results.md	H4_N2_farfield_reduction_results.md	PARTICLE_MASS	LIVE_PARTICLE_ARC+FAMILY_DEPENDENCY_COHERENCE	PARTICLE_MASS	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:IMMUTABLE_PATH	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
H4_N4_backreaction_solve_preregistration.md	H4_N4_backreaction_solve_preregistration.md	PARTICLE_MASS	LIVE_PARTICLE_ARC+FAMILY_DEPENDENCY_COHERENCE	PARTICLE_MASS	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:POINTER_MIGRATION_REQUIRED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
H4_N4_backreaction_solve_results.md	H4_N4_backreaction_solve_results.md	PARTICLE_MASS	LIVE_PARTICLE_ARC+FAMILY_DEPENDENCY_COHERENCE	PARTICLE_MASS	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:IMMUTABLE_PATH	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
H4_N4a_source_background_audit_results.md	H4_N4a_source_background_audit_results.md	PARTICLE_MASS	LIVE_PARTICLE_ARC+FAMILY_DEPENDENCY_COHERENCE	PARTICLE_MASS	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:IMMUTABLE_PATH	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
H4_N4rev_conditional_mass_response_results.md	H4_N4rev_conditional_mass_response_results.md	PARTICLE_MASS	LIVE_PARTICLE_ARC+FAMILY_DEPENDENCY_COHERENCE	PARTICLE_MASS	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:IMMUTABLE_PATH	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
H4_N4rev_sign_certification_results.md	H4_N4rev_sign_certification_results.md	PARTICLE_MASS	LIVE_PARTICLE_ARC+FAMILY_DEPENDENCY_COHERENCE	PARTICLE_MASS	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:POINTER_MIGRATION_REQUIRED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
H4_N5_whole_cell_criticality_MAP.md	H4_N5_whole_cell_criticality_MAP.md	PARTICLE_MASS	LIVE_PARTICLE_ARC+FAMILY_DEPENDENCY_COHERENCE	PARTICLE_MASS	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:POINTER_MIGRATION_REQUIRED	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
H4_N5a_whole_cell_criticality_rederivation_results.md	H4_N5a_whole_cell_criticality_rederivation_results.md	PARTICLE_MASS	LIVE_PARTICLE_ARC+FAMILY_DEPENDENCY_COHERENCE	PARTICLE_MASS	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED	INHERITED_UNREVIEWED:IMMUTABLE_PATH	INHERITED_UNREVIEWED	R1C_FIXED_SNAPSHOT_INHERITANCE	INHERITED_UNREVIEWED
