current_path	primary_owner	migration_readiness	blocking_or_change_requirement	inbound_dependency_categories	inbound_dependency_sources	unresolved_dynamic_touches	recommended_destination_if_migrated
E2b_A1Z8_P2_W6_wall.pt	LEGACY_FROZEN	BLOCKED	OWNERSHIP_OR_OPAQUE_DATA_UNRESOLVED	TEXT_REFERENCE	microphysics_E2b_A1Z8_anatomy.json;microphysics_E2b_A1Z8_phase2.json	0	-
E2b_A1Z8_P2b_wideguard_W6_plateau.pt	LEGACY_FROZEN	BLOCKED	OWNERSHIP_OR_OPAQUE_DATA_UNRESOLVED	TEXT_REFERENCE	microphysics_E2_bv_runaway.py;microphysics_E2b_A1Z8_anatomy.json;microphysics_E2b_A1Z8_phase2.json	0	-
E2b_A3Z1_P2_C1_plateau.pt	LEGACY_FROZEN	BLOCKED	OWNERSHIP_OR_OPAQUE_DATA_UNRESOLVED	TEXT_REFERENCE	microphysics_E2b_A3Z1_anatomy.json;microphysics_E2b_A3Z1_phase2.json	0	-
E2b_A3Z1_P2_C1_wall.pt	LEGACY_FROZEN	BLOCKED	OWNERSHIP_OR_OPAQUE_DATA_UNRESOLVED	TEXT_REFERENCE	microphysics_E2b_A3Z1_anatomy.json;microphysics_E2b_A3Z1_phase2.json	0	-
E2b_A3Z1_P2_C2_plateau.pt	LEGACY_FROZEN	BLOCKED	OWNERSHIP_OR_OPAQUE_DATA_UNRESOLVED	TEXT_REFERENCE	microphysics_E2b_A3Z1_anatomy.json;microphysics_E2b_A3Z1_phase2.json	0	-
E2b_A3Z1_P2_C2_wall.pt	LEGACY_FROZEN	BLOCKED	OWNERSHIP_OR_OPAQUE_DATA_UNRESOLVED	TEXT_REFERENCE	microphysics_E2b_A3Z1_anatomy.json;microphysics_E2b_A3Z1_phase2.json	0	-
E2b_A3Z1_P2_W1_plateau.pt	LEGACY_FROZEN	BLOCKED	OWNERSHIP_OR_OPAQUE_DATA_UNRESOLVED	TEXT_REFERENCE	microphysics_E2b_A3Z1_anatomy.json;microphysics_E2b_A3Z1_phase2.json	0	-
E2b_A3Z1_P2_W1_wall.pt	LEGACY_FROZEN	BLOCKED	OWNERSHIP_OR_OPAQUE_DATA_UNRESOLVED	TEXT_REFERENCE	microphysics_E2b_A3Z1_anatomy.json;microphysics_E2b_A3Z1_phase2.json	0	-
E2b_A3Z1_P2_W2_plateau.pt	LEGACY_FROZEN	BLOCKED	OWNERSHIP_OR_OPAQUE_DATA_UNRESOLVED	TEXT_REFERENCE	microphysics_E2b_A3Z1_anatomy.json;microphysics_E2b_A3Z1_phase2.json	0	-
E2b_A3Z1_P2_W2_wall.pt	LEGACY_FROZEN	BLOCKED	OWNERSHIP_OR_OPAQUE_DATA_UNRESOLVED	TEXT_REFERENCE	hopfion_arc_scripts_2026-07-05/f4_test.py;hopfion_arc_scripts_2026-07-05/wide.py;microphysics_E2b_A3Z1_anatomy.json;microphysics_E2b_A3Z1_phase2.json	0	-
E2b_A3Z1_P2_W3_plateau.pt	LEGACY_FROZEN	BLOCKED	OWNERSHIP_OR_OPAQUE_DATA_UNRESOLVED	TEXT_REFERENCE	microphysics_E2b_A3Z1_anatomy.json;microphysics_E2b_A3Z1_phase2.json	0	-
E2b_A3Z1_P2_W3_wall.pt	LEGACY_FROZEN	BLOCKED	OWNERSHIP_OR_OPAQUE_DATA_UNRESOLVED	TEXT_REFERENCE	microphysics_E2b_A3Z1_anatomy.json;microphysics_E2b_A3Z1_phase2.json	0	-
E2b_A3Z1_P2_W4_plateau.pt	LEGACY_FROZEN	BLOCKED	OWNERSHIP_OR_OPAQUE_DATA_UNRESOLVED	TEXT_REFERENCE	microphysics_E2b_A3Z1_anatomy.json;microphysics_E2b_A3Z1_phase2.json	0	-
E2b_A3Z1_P2_W4_wall.pt	LEGACY_FROZEN	BLOCKED	OWNERSHIP_OR_OPAQUE_DATA_UNRESOLVED	TEXT_REFERENCE	microphysics_E2_bv_runaway.py;microphysics_E2b_A3Z1_anatomy.json;microphysics_E2b_A3Z1_phase2.json	0	-
E2b_A3Z1_P2_W5_plateau.pt	LEGACY_FROZEN	BLOCKED	OWNERSHIP_OR_OPAQUE_DATA_UNRESOLVED	TEXT_REFERENCE	microphysics_E2b_A3Z1_anatomy.json;microphysics_E2b_A3Z1_phase2.json	0	-
E2b_A3Z1_P2_W5_wall.pt	LEGACY_FROZEN	BLOCKED	OWNERSHIP_OR_OPAQUE_DATA_UNRESOLVED	TEXT_REFERENCE	microphysics_E2_bv_runaway.py;microphysics_E2b_A3Z1_anatomy.json;microphysics_E2b_A3Z1_phase2.json	0	-
E2b_A3Z1_P2_W6_plateau.pt	LEGACY_FROZEN	BLOCKED	OWNERSHIP_OR_OPAQUE_DATA_UNRESOLVED	TEXT_REFERENCE	microphysics_E2b_A3Z1_anatomy.json;microphysics_E2b_A3Z1_phase2.json	0	-
E2b_A3Z1_P2_W6_wall.pt	LEGACY_FROZEN	BLOCKED	OWNERSHIP_OR_OPAQUE_DATA_UNRESOLVED	TEXT_REFERENCE	microphysics_E2b_A3Z1_anatomy.json;microphysics_E2b_A3Z1_phase2.json	0	-
E2b_A3Z1_P2_W7_plateau.pt	LEGACY_FROZEN	BLOCKED	OWNERSHIP_OR_OPAQUE_DATA_UNRESOLVED	TEXT_REFERENCE	microphysics_E2b_A3Z1_anatomy.json;microphysics_E2b_A3Z1_phase2.json	0	-
E2b_A3Z1_P2_W7_wall.pt	LEGACY_FROZEN	BLOCKED	OWNERSHIP_OR_OPAQUE_DATA_UNRESOLVED	TEXT_REFERENCE	microphysics_E2b_A3Z1_anatomy.json;microphysics_E2b_A3Z1_phase2.json	0	-
E2b_A3Z1_P2b_wideguard_CONT_W4_wall.pt	LEGACY_FROZEN	BLOCKED	OWNERSHIP_OR_OPAQUE_DATA_UNRESOLVED	TEXT_REFERENCE	microphysics_E2_bv_runaway.py;microphysics_E2b_A3Z1_anatomy.json;microphysics_E2b_A3Z1_results.md	0	-
E2b_A3Z1_P2b_wideguard_W4_wall.pt	LEGACY_FROZEN	BLOCKED	OWNERSHIP_OR_OPAQUE_DATA_UNRESOLVED	TEXT_REFERENCE	microphysics_E2b_A3Z1_anatomy.json;microphysics_E2b_A3Z1_phase2.json;microphysics_E2b_A3Z1_results.md	0	-
E2b_A3Z1_P2c_extended_W5_wall.pt	LEGACY_FROZEN	BLOCKED	OWNERSHIP_OR_OPAQUE_DATA_UNRESOLVED	TEXT_REFERENCE	microphysics_E2b_A3Z1_anatomy.json;microphysics_E2b_A3Z1_extfloor.json;microphysics_E2b_A3Z1_results.md	0	-
E2b_A3Z8_P2_C1_plateau.pt	LEGACY_FROZEN	BLOCKED	OWNERSHIP_OR_OPAQUE_DATA_UNRESOLVED	TEXT_REFERENCE	microphysics_E2b_A3Z8_anatomy.json;microphysics_E2b_A3Z8_phase2.json	0	-
E2b_A3Z8_P2_C1_wall.pt	LEGACY_FROZEN	BLOCKED	OWNERSHIP_OR_OPAQUE_DATA_UNRESOLVED	TEXT_REFERENCE	microphysics_E2b_A3Z8_anatomy.json;microphysics_E2b_A3Z8_phase2.json	0	-
E2b_A3Z8_P2_C2_plateau.pt	LEGACY_FROZEN	BLOCKED	OWNERSHIP_OR_OPAQUE_DATA_UNRESOLVED	TEXT_REFERENCE	microphysics_E2b_A3Z8_anatomy.json;microphysics_E2b_A3Z8_phase2.json	0	-
E2b_A3Z8_P2_C2_wall.pt	LEGACY_FROZEN	BLOCKED	OWNERSHIP_OR_OPAQUE_DATA_UNRESOLVED	TEXT_REFERENCE	microphysics_E2b_A3Z8_anatomy.json;microphysics_E2b_A3Z8_phase2.json	0	-
E2b_A3Z8_P2_W1_plateau.pt	LEGACY_FROZEN	BLOCKED	OWNERSHIP_OR_OPAQUE_DATA_UNRESOLVED	TEXT_REFERENCE	microphysics_E2b_A3Z8_anatomy.json;microphysics_E2b_A3Z8_phase2.json	0	-
E2b_A3Z8_P2_W1_wall.pt	LEGACY_FROZEN	BLOCKED	OWNERSHIP_OR_OPAQUE_DATA_UNRESOLVED	TEXT_REFERENCE	microphysics_E2b_A3Z8_anatomy.json;microphysics_E2b_A3Z8_phase2.json	0	-
E2b_A3Z8_P2_W2_plateau.pt	LEGACY_FROZEN	BLOCKED	OWNERSHIP_OR_OPAQUE_DATA_UNRESOLVED	TEXT_REFERENCE	microphysics_E2b_A3Z8_anatomy.json;microphysics_E2b_A3Z8_phase2.json	0	-
E2b_A3Z8_P2_W2_wall.pt	LEGACY_FROZEN	BLOCKED	OWNERSHIP_OR_OPAQUE_DATA_UNRESOLVED	TEXT_REFERENCE	microphysics_E2b_A3Z8_anatomy.json;microphysics_E2b_A3Z8_phase2.json	0	-
E2b_A3Z8_P2_W3_plateau.pt	LEGACY_FROZEN	BLOCKED	OWNERSHIP_OR_OPAQUE_DATA_UNRESOLVED	TEXT_REFERENCE	microphysics_E2b_A3Z8_anatomy.json;microphysics_E2b_A3Z8_phase2.json	0	-
E2b_A3Z8_P2_W3_wall.pt	LEGACY_FROZEN	BLOCKED	OWNERSHIP_OR_OPAQUE_DATA_UNRESOLVED	TEXT_REFERENCE	microphysics_E2_bv_runaway.py;microphysics_E2b_A3Z8_anatomy.json;microphysics_E2b_A3Z8_phase2.json	0	-
E2b_A3Z8_P2_W4_plateau.pt	LEGACY_FROZEN	BLOCKED	OWNERSHIP_OR_OPAQUE_DATA_UNRESOLVED	TEXT_REFERENCE	microphysics_E2b_A3Z8_anatomy.json;microphysics_E2b_A3Z8_phase2.json	0	-
E2b_A3Z8_P2_W4_wall.pt	LEGACY_FROZEN	BLOCKED	OWNERSHIP_OR_OPAQUE_DATA_UNRESOLVED	TEXT_REFERENCE	microphysics_E2b_A3Z8_anatomy.json;microphysics_E2b_A3Z8_phase2.json	0	-
E2b_A3Z8_P2_W5_plateau.pt	LEGACY_FROZEN	BLOCKED	OWNERSHIP_OR_OPAQUE_DATA_UNRESOLVED	TEXT_REFERENCE	microphysics_E2b_A3Z8_anatomy.json;microphysics_E2b_A3Z8_phase2.json	0	-
E2b_A3Z8_P2_W5_wall.pt	LEGACY_FROZEN	BLOCKED	OWNERSHIP_OR_OPAQUE_DATA_UNRESOLVED	TEXT_REFERENCE	microphysics_E2b_A3Z8_anatomy.json;microphysics_E2b_A3Z8_phase2.json;sweep_E2b_A3Z8_extfloor.py	1	-
E2b_A3Z8_P2_W6_plateau.pt	LEGACY_FROZEN	BLOCKED	OWNERSHIP_OR_OPAQUE_DATA_UNRESOLVED	TEXT_REFERENCE	microphysics_E2b_A3Z8_anatomy.json;microphysics_E2b_A3Z8_phase2.json	0	-
E2b_A3Z8_P2_W6_wall.pt	LEGACY_FROZEN	BLOCKED	OWNERSHIP_OR_OPAQUE_DATA_UNRESOLVED	TEXT_REFERENCE	microphysics_E2b_A3Z8_anatomy.json;microphysics_E2b_A3Z8_phase2.json	0	-
E2b_A3Z8_P2b_wideguard_W3_wall.pt	LEGACY_FROZEN	BLOCKED	OWNERSHIP_OR_OPAQUE_DATA_UNRESOLVED	TEXT_REFERENCE	microphysics_E2_bv_runaway.py;microphysics_E2b_A3Z8_anatomy.json;microphysics_E2b_A3Z8_phase2.json;microphysics_E2b_A3Z8_results.md	0	-
E2b_A3Z8_P2c_extended_W5_wall.pt	LEGACY_FROZEN	BLOCKED	OWNERSHIP_OR_OPAQUE_DATA_UNRESOLVED	TEXT_REFERENCE	microphysics_E2_bv_runaway.py;microphysics_E2b_A3Z8_anatomy.json;microphysics_E2b_A3Z8_extfloor.json;microphysics_E2b_A3Z8_results.md;sweep_E2b_A3Z8_extfloor.py	0	-
F0_SYSTEMATIC_AUDIT_results.md	LEGACY_FROZEN	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	F4_seal_boundary_MAP.md;F5_critical_universe_closure_results.md;F6_postulate_A_ledger_results.md;FOUNDATIONAL_ASSUMPTIONS_LEDGER.md;HANDOFF_ARCHIVE.md;archive/M10_M11_object_identity_closure_results.md;archive/M12_winding_bc_closure_results.md;archive/pre_2026-07-01/F1F3_closure_results.md	0	-
F2_closure_results.md	LEGACY_FROZEN	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	archive/COMPLETION_PROGRAM.md;d1_angular_constants_native_rederivation.md	0	-
F2_matter_action_forcedness_results.md	LEGACY_FROZEN	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE;REFERENCED_BY_SIX_FROZEN_PACKAGES	TEXT_REFERENCE	F2_closure_results.md;HANDOFF_ARCHIVE.md;archive/M10_M11_object_identity_closure_results.md;archive/native_action_chat_2026-07-14_15/UDT_DILATION_SUBSTRATE_ACTION_VERIFY_DISPATCH.md;archive/native_action_chat_2026-07-14_15/UDT_FINITE_CELL_BOUNDARY_VERIFY_DISPATCH.md;archive/native_action_chat_2026-07-14_15/UDT_GLOBAL_BOOTSTRAP_VERIFY_DISPATCH.md;archive/pre_2026-07-01/STEP2_timelive_matter_MAP.md;d1_angular_constants_native_rederivation.md;matter_amplitude_native_MAP_2026-06-29.md;matter_carrier_provenance_audit_results.md;microphysics_reentry_omega_reframe_MAP.md;native_action_arm_c_2026-07-18/OUTER_TRANSCRIPT.txt;native_action_stage2_2026-07-18/arm_A/OUTER_TRANSCRIPT.txt;native_action_stage2_2026-07-18/arm_B/OUTER_TRANSCRIPT.txt;winding_amplitude_gauge_derivation_results.md	0	-
F4_seal_boundary_MAP.md	FOUNDATIONS	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	TEXT_REFERENCE	i_flow_hbar_clock_MAP.md;node05_seal_parity_regrade_results.md;seal_junction_condition_results.md	0	-
F5_critical_universe_closure_results.md	LEGACY_FROZEN	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	archive/COMPLETION_PROGRAM.md;macro_universe_native_MAP.md	0	-
F6_postulate_A_ledger_results.md	LEGACY_FROZEN	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	archive/COMPLETION_PROGRAM.md	0	-
F7_scale_bridge_native_results.md	LEGACY_FROZEN	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	H4_N5_whole_cell_criticality_MAP.md;H4_N5a_whole_cell_criticality_rederivation_results.md;H4_backreaction_mass_MAP.md;archive/COMPLETION_PROGRAM.md	0	-
F8_metric_choices_results.md	LEGACY_FROZEN	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	archive/COMPLETION_PROGRAM.md	0	-
FOUNDATIONAL_ASSUMPTIONS_LEDGER.md	CONTROL_ROOT	RETAIN_ROOT	ROOT_CONTROL_OR_SHARED_INTERFACE	STARTUP;TEXT_REFERENCE	CLAUDE.md;F2_closure_results.md;F5_critical_universe_closure_results.md;F6_postulate_A_ledger_results.md;F7_scale_bridge_native_results.md;F8_metric_choices_results.md;HANDOFF_ARCHIVE.md;MATTER_SECTOR_MAP_new_foundation.md;STATE.md;archive/INDEX_pre_simple_metric_WR_L_2026-07-09.md;archive/LIVE_universe_cell_ladder_arc_2026-07-02.md;archive/M10_M11_object_identity_closure_results.md;archive/M12_winding_bc_closure_results.md;archive/pre_2026-07-01/F1F3_closure_results.md;matter_regrade_derived_operator_results.md;scale_symmetry_bootstrap_analysis_results.md	0	-
GR_NUMERICS_RESEARCH_2026-06-29.md	LEGACY_FROZEN	IMMUTABLE_PATH	REFERENCED_BY_SIX_FROZEN_PACKAGES	TEXT_REFERENCE	archive/LIVE_basin_D1_galerkin_arc_2026-06-30.md;archive/pre_native_coupled/D1_FIX_DESIGN.md;native_action_arm_c_2026-07-18/OUTER_TRANSCRIPT.txt;native_action_stage2_2026-07-18/arm_A/OUTER_TRANSCRIPT.txt;native_action_stage2_2026-07-18/arm_B/OUTER_TRANSCRIPT.txt;pre_native_era_census.md;verifier_evidence_2026-07-14/blind_verifier_raw_output.txt	0	-
H3_hopfion_solve_preregistration.md	PARTICLE_MASS	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	TEXT_REFERENCE	H4_backreaction_mass_MAP.md;archive/INDEX_pre_simple_metric_WR_L_2026-07-09.md;hopfion_arc_scripts_2026-07-05/README.md;node_H3_hopfion_solve_results.md	0	-
H4_GP_switch_hopfion_MAP.md	PARTICLE_MASS	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	TEXT_REFERENCE	H4_N5_whole_cell_criticality_MAP.md;HANDOFF_ARCHIVE.md;archive/LIVE_H3_H4_arc_2026-07-05.md;hopfion_GP_exterior_NEXT_CHARTER.md;hopfion_GP_switch_apply_MAP.md;hopfion_WORKSTATION_DISPATCH_GP_switch.md	0	-
H4_N1_offround_transverse_equation_results.md	PARTICLE_MASS	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	H4_N2_farfield_reduction_results.md;H4_N4_backreaction_solve_preregistration.md;n5d_shear.py	0	-
H4_N2_farfield_reduction_results.md	PARTICLE_MASS	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	H4_N4_backreaction_solve_preregistration.md;H4_N4a_source_background_audit_results.md;H4_N5b_flux_budget_closure_results.md;n5d_stage2_Lselection_audit_results.md;n5d_stage2_MS_boundary_selector_audit_results.md	0	-
H4_N4_backreaction_solve_preregistration.md	PARTICLE_MASS	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	TEXT_REFERENCE	H4_N4_backreaction_solve_results.md;H4_backreaction_mass_MAP.md	0	-
H4_N4_backreaction_solve_results.md	PARTICLE_MASS	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	H4_N4a_source_background_audit_results.md;HANDOFF_ARCHIVE.md;archive/LIVE_H3_H4_arc_2026-07-05.md	0	-
H4_N4a_source_background_audit_results.md	PARTICLE_MASS	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	H4_N2_farfield_reduction_results.md;H4_N4_backreaction_solve_results.md	0	-
H4_N4rev_conditional_mass_response_results.md	PARTICLE_MASS	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	H4_N4rev_sign_certification_results.md;H4_N5_whole_cell_criticality_MAP.md;HANDOFF_ARCHIVE.md;archive/LIVE_H3_H4_arc_2026-07-05.md;no_selector_audit_results.md	0	-
H4_N4rev_sign_certification_results.md	PARTICLE_MASS	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	STARTUP;TEXT_REFERENCE	INDEX.md;LIVE.md;codex_rehearsal_transcript.txt;hopfion_WORKSTATION_DISPATCH_GP_switch.md	0	-
H4_N5_whole_cell_criticality_MAP.md	PARTICLE_MASS	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	TEXT_REFERENCE	H4_N5a_whole_cell_criticality_rederivation_results.md;H4_N5b_flux_budget_closure_results.md;HANDOFF_ARCHIVE.md;archive/INDEX_pre_simple_metric_WR_L_2026-07-09.md;archive/LIVE_2026-07-05_evening_arc.md	0	-
H4_N5a_whole_cell_criticality_rederivation_results.md	PARTICLE_MASS	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	NEGATIVES_REGISTRY.md;archive/INDEX_pre_simple_metric_WR_L_2026-07-09.md	0	-
H4_N5b_flux_budget_closure_results.md	PARTICLE_MASS	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	HANDOFF_ARCHIVE.md;archive/INDEX_pre_simple_metric_WR_L_2026-07-09.md;archive/LIVE_2026-07-05_evening_arc.md	0	-
H4_backreaction_mass_MAP.md	PARTICLE_MASS	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	TEXT_REFERENCE	H4_N1_offround_transverse_equation_results.md;H4_N2_farfield_reduction_results.md;H4_N4_backreaction_solve_preregistration.md;H4_N5_whole_cell_criticality_MAP.md;HANDOFF_ARCHIVE.md;n5d_stage2_MS_boundary_selector_audit_results.md	0	-
H4_screening_taxonomy_MAP.md	PARTICLE_MASS	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	TEXT_REFERENCE	H4_N4a_source_background_audit_results.md;HANDOFF_ARCHIVE.md;archive/LIVE_H3_H4_arc_2026-07-05.md	0	-
HANDOFF.md	CONTROL_ROOT	RETAIN_ROOT	ROOT_CONTROL_OR_SHARED_INTERFACE	MARKDOWN_LINK;STARTUP;TEXT_REFERENCE	AGENTS.md;CLAUDE.md;COGNITIVE_CORRAL_TRIGGERS_SETUP.md;FOUNDATIONAL_ASSUMPTIONS_LEDGER.md;HANDOFF_ARCHIVE.md;INDEX.md;LIVE.md;PURSUIT_CHARTER_2026-07-04.md;README.md;REORGANIZATION_R0_PREREG_2026-07-18.md;SOLVER_INTEGRITY_UPGRADES_SPEC.md;STATE.md;UDT_F_POSTRETURN_AUDIT_AND_CODEX_TRANSITION_DISPATCH.md;UDT_GR_TO_UDT_SELECTOR_AUDIT_PREREG_2026-07-18.md;UDT_H3_BOUNDARY_AUDIT_PATCH_THEN_F_DISPATCH.md;UDT_H3_BOUNDARY_VIRIAL_CLOSURE_BEFORE_F_DISPATCH.md;UDT_H3_CORRECTED_G_THEN_F_SEQUENCING_DISPATCH.md;UDT_NATIVE_ACTION_WORKSTATION_SYNC_DISPATCH.md;archive/COMPLETION_PROGRAM.md;archive/INDEX_pre_simple_metric_WR_L_2026-07-09.md;archive/LIVE_H3_H4_arc_2026-07-05.md;archive/LIVE_basin_D1_galerkin_arc_2026-06-30.md;archive/LIVE_h3_stability_layers_2026-07-11_12.md;archive/LIVE_historical_frontier_through_2026-07-08.md;archive/MIGRATION.md;archive/POST_POSTULATE_PROGRAM.md;archive/RECON_C_session.md;archive/REORG_PLAN.md;archive/SOLVER_COMPLETENESS_MAP.md;archive/native_action_chat_2026-07-14_15/UDT_NATIVE_ACTION_NONCOLD_MAP.md;archive/udt_active_results.md;archive/udt_validated_results.md;codex_rehearsal_transcript.txt;legacy/root_oneoffs_2026-07-01/ns_scan_core.py;native_action_stage2_2026-07-18/arm_A/OUTER_TRANSCRIPT.txt;native_action_sync_audit_2026-07-17/round2_transcript.txt;native_action_sync_audit_2026-07-17/round3_transcript.txt;native_action_sync_audit_2026-07-17/round4_transcript.txt;native_action_sync_audit_2026-07-17/round5_transcript.txt;native_action_sync_audit_2026-07-17/round6_transcript.txt;native_action_sync_audit_2026-07-17/round7_transcript.txt;native_action_sync_audit_2026-07-17/round8_transcript.txt;native_action_sync_audit_2026-07-17/round9_banked_transcript.txt;p5_live_state_shrink_results.md;rescued_workspaces/2026-06-11/tmp_loose_scripts/s74_004_retire.py;rescued_workspaces/2026-06-11/tmp_loose_scripts/s74_wind_down_handoff_startup.py;udt_canonical_geometry.md;verifier_evidence_2026-07-14/blind_verifier_raw_output.txt	0	-
HANDOFF_ARCHIVE.md	CONTROL_ROOT	RETAIN_ROOT	ROOT_CONTROL_OR_SHARED_INTERFACE	STARTUP;TEXT_REFERENCE	HANDOFF.md;HANDOFF_ARCHIVE.md;INDEX.md;LIVE.md;archive/INDEX_pre_simple_metric_WR_L_2026-07-09.md;codex_rehearsal_transcript.txt;udt_canonical_geometry.md	0	-
HYGIENE_HEADER_TEMPLATE.md	CONTROL_ROOT	RETAIN_ROOT	ROOT_CONTROL_OR_SHARED_INTERFACE	TEST;TEXT_REFERENCE	STRUCTURE_HYGIENE.md;tests/test_hygiene_header.py	1	-
INDEX.md	CONTROL_ROOT	RETAIN_ROOT	ROOT_CONTROL_OR_SHARED_INTERFACE	MARKDOWN_LINK;STARTUP;TEXT_REFERENCE	AGENTS.md;CLAUDE.md;HANDOFF_ARCHIVE.md;README.md;REORGANIZATION_R0_PREREG_2026-07-18.md;STATE.md;UDT_F_POSTRETURN_AUDIT_AND_CODEX_TRANSITION_DISPATCH.md;UDT_GR_TO_UDT_SELECTOR_AUDIT_PREREG_2026-07-18.md;UDT_NATIVE_ACTION_WORKSTATION_SYNC_DISPATCH.md;archive/LIVE_basin_D1_galerkin_arc_2026-06-30.md;archive/RECON_D_canon_negatives_weaknesses.md;archive/REORG_PLAN.md;branch_operator_contamination_ledger.md;codex_rehearsal_transcript.txt;native_action_sync_audit_2026-07-17/round2_transcript.txt;native_action_sync_audit_2026-07-17/round3_transcript.txt;native_action_sync_audit_2026-07-17/round4_transcript.txt;native_action_sync_audit_2026-07-17/round5_transcript.txt;native_action_sync_audit_2026-07-17/round6_transcript.txt;native_action_sync_audit_2026-07-17/round7_transcript.txt;native_action_sync_audit_2026-07-17/round8_transcript.txt;native_action_sync_audit_2026-07-17/round9_banked_transcript.txt;verifier_evidence_2026-07-14/blind_verifier_raw_output.txt	0	-
J_of_s_light_deflection_confrontation_MAP.md	MACRO	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	TEXT_REFERENCE	HANDOFF_ARCHIVE.md;archive/INDEX_pre_simple_metric_WR_L_2026-07-09.md;archive/LIVE_2026-07-05_evening_arc.md;one_body_null_deflection_results.md;r2_prereg_s_dependence.md;solar_light_sector_confrontation_results.md	0	-
