current_path	artifact_type	first_commit_date	last_commit_date	physics_status_source	frozen_manifest_status	runtime_import_test_dependencies	primary_owner	secondary_consumers	ownership_evidence	current_frontier_target
E2b_A3Z8_P2b_wideguard_W3_wall.pt	OPAQUE_DATA	2026-07-04	2026-07-04	DEPENDENCY_STATUS_SOURCE:microphysics_E2b_A3Z8_results.md	R0_FROZEN_EVIDENCE	NONE	LEGACY_FROZEN	NONE	R0_FROZEN_EVIDENCE+FIXED_BASE_PROVENANCE	NO
E2b_A3Z8_P2c_extended_W5_wall.pt	OPAQUE_DATA	2026-07-04	2026-07-04	DEPENDENCY_STATUS_SOURCE:microphysics_E2b_A3Z8_results.md	R0_FROZEN_EVIDENCE	NONE	LEGACY_FROZEN	NONE	R0_FROZEN_EVIDENCE+FIXED_BASE_PROVENANCE	NO
F0_SYSTEMATIC_AUDIT_results.md	MARKDOWN	2026-06-21	2026-06-21	FOUNDATIONAL_ASSUMPTIONS_LEDGER.md:77	R0_FROZEN_EVIDENCE	NONE	LEGACY_FROZEN	FOUNDATIONS	R1B_INDIVIDUAL_HISTORICAL_OR_FROZEN_RULING	NO
F2_closure_results.md	MARKDOWN	2026-06-21	2026-06-21	SELF_STATUS_BANNER:F2_closure_results.md	R0_FROZEN_EVIDENCE	NONE	LEGACY_FROZEN	NONE	R1B_INDIVIDUAL_HISTORICAL_OR_FROZEN_RULING	NO
F2_matter_action_forcedness_results.md	MARKDOWN	2026-06-21	2026-06-21	FOUNDATIONAL_ASSUMPTIONS_LEDGER.md:151	R0_FROZEN_EVIDENCE;REFERENCED_BY_SIX_FROZEN_PACKAGES	NONE	LEGACY_FROZEN	PARTICLE_MASS	R1B_INDIVIDUAL_HISTORICAL_OR_FROZEN_RULING	NO
F4_seal_boundary_MAP.md	MARKDOWN	2026-06-21	2026-07-18	SELF_STATUS_BANNER:F4_seal_boundary_MAP.md	NOT_FROZEN_OR_MANIFEST	NONE	FOUNDATIONS	NONE	CURRENT_FOUNDATION_LEDGER+OWNER_RECORD	NO
F5_critical_universe_closure_results.md	MARKDOWN	2026-06-21	2026-07-06	SELF_STATUS_BANNER:F5_critical_universe_closure_results.md	R0_FROZEN_EVIDENCE	NONE	LEGACY_FROZEN	MACRO	R1B_INDIVIDUAL_HISTORICAL_OR_FROZEN_RULING	NO
F6_postulate_A_ledger_results.md	MARKDOWN	2026-06-21	2026-06-21	SELF_STATUS_BANNER:F6_postulate_A_ledger_results.md	R0_FROZEN_EVIDENCE	NONE	LEGACY_FROZEN	NONE	R1B_INDIVIDUAL_HISTORICAL_OR_FROZEN_RULING	NO
F7_scale_bridge_native_results.md	MARKDOWN	2026-06-21	2026-06-21	SELF_STATUS_BANNER:F7_scale_bridge_native_results.md	R0_FROZEN_EVIDENCE	NONE	LEGACY_FROZEN	PARTICLE_MASS	R1B_INDIVIDUAL_HISTORICAL_OR_FROZEN_RULING	NO
F8_metric_choices_results.md	MARKDOWN	2026-06-21	2026-06-21	SELF_STATUS_BANNER:F8_metric_choices_results.md	R0_FROZEN_EVIDENCE	NONE	LEGACY_FROZEN	NONE	R1B_INDIVIDUAL_HISTORICAL_OR_FROZEN_RULING	NO
FOUNDATIONAL_ASSUMPTIONS_LEDGER.md	MARKDOWN	2026-06-21	2026-07-18	SELF_STATUS_BANNER:FOUNDATIONAL_ASSUMPTIONS_LEDGER.md	NOT_FROZEN_OR_MANIFEST	NONE	CONTROL_ROOT	FOUNDATIONS	PERMANENT_CONTROL_REGISTRY+R0_CONTROL	NO
GR_NUMERICS_RESEARCH_2026-06-29.md	MARKDOWN	2026-06-29	2026-06-29	SELF_STATUS_BANNER:GR_NUMERICS_RESEARCH_2026-06-29.md	REFERENCED_BY_SIX_FROZEN_PACKAGES	NONE	LEGACY_FROZEN	NONE	PRE_JULY_PROVENANCE+R0_MOVE_OR_ARCHIVE_CLASS	NO
H3_hopfion_solve_preregistration.md	MARKDOWN	2026-07-05	2026-07-05	SELF_STATUS_BANNER:H3_hopfion_solve_preregistration.md	NOT_FROZEN_OR_MANIFEST	NONE	PARTICLE_MASS	NONE	LIVE_PARTICLE_ARC+FAMILY_DEPENDENCY_COHERENCE	NO
H4_GP_switch_hopfion_MAP.md	MARKDOWN	2026-07-05	2026-07-05	SELF_STATUS_BANNER:H4_GP_switch_hopfion_MAP.md	NOT_FROZEN_OR_MANIFEST	NONE	PARTICLE_MASS	NONE	LIVE_PARTICLE_ARC+FAMILY_DEPENDENCY_COHERENCE	NO
H4_N1_offround_transverse_equation_results.md	MARKDOWN	2026-07-05	2026-07-05	SELF_STATUS_BANNER:H4_N1_offround_transverse_equation_results.md	R0_FROZEN_EVIDENCE	NONE	PARTICLE_MASS	NONE	LIVE_PARTICLE_ARC+FAMILY_DEPENDENCY_COHERENCE	NO
H4_N2_farfield_reduction_results.md	MARKDOWN	2026-07-05	2026-07-05	SELF_STATUS_BANNER:H4_N2_farfield_reduction_results.md	R0_FROZEN_EVIDENCE	NONE	PARTICLE_MASS	NONE	LIVE_PARTICLE_ARC+FAMILY_DEPENDENCY_COHERENCE	NO
H4_N4_backreaction_solve_preregistration.md	MARKDOWN	2026-07-05	2026-07-05	SELF_STATUS_BANNER:H4_N4_backreaction_solve_preregistration.md	NOT_FROZEN_OR_MANIFEST	NONE	PARTICLE_MASS	NONE	LIVE_PARTICLE_ARC+FAMILY_DEPENDENCY_COHERENCE	NO
H4_N4_backreaction_solve_results.md	MARKDOWN	2026-07-05	2026-07-05	SELF_STATUS_BANNER:H4_N4_backreaction_solve_results.md	R0_FROZEN_EVIDENCE	NONE	PARTICLE_MASS	NONE	LIVE_PARTICLE_ARC+FAMILY_DEPENDENCY_COHERENCE	NO
H4_N4a_source_background_audit_results.md	MARKDOWN	2026-07-05	2026-07-05	SELF_STATUS_BANNER:H4_N4a_source_background_audit_results.md	R0_FROZEN_EVIDENCE	NONE	PARTICLE_MASS	NONE	LIVE_PARTICLE_ARC+FAMILY_DEPENDENCY_COHERENCE	NO
H4_N4rev_conditional_mass_response_results.md	MARKDOWN	2026-07-05	2026-07-05	SELF_STATUS_BANNER:H4_N4rev_conditional_mass_response_results.md	R0_FROZEN_EVIDENCE	NONE	PARTICLE_MASS	NONE	LIVE_PARTICLE_ARC+FAMILY_DEPENDENCY_COHERENCE	NO
H4_N4rev_sign_certification_results.md	MARKDOWN	2026-07-10	2026-07-10	LIVE.md:429;INDEX.md:91	NOT_FROZEN_OR_MANIFEST	NONE	PARTICLE_MASS	NONE	LIVE_PARTICLE_ARC+FAMILY_DEPENDENCY_COHERENCE	YES
H4_N5_whole_cell_criticality_MAP.md	MARKDOWN	2026-07-05	2026-07-05	SELF_STATUS_BANNER:H4_N5_whole_cell_criticality_MAP.md	NOT_FROZEN_OR_MANIFEST	NONE	PARTICLE_MASS	NONE	LIVE_PARTICLE_ARC+FAMILY_DEPENDENCY_COHERENCE	NO
H4_N5a_whole_cell_criticality_rederivation_results.md	MARKDOWN	2026-07-05	2026-07-05	NEGATIVES_REGISTRY.md:2180	R0_FROZEN_EVIDENCE	NONE	PARTICLE_MASS	NONE	LIVE_PARTICLE_ARC+FAMILY_DEPENDENCY_COHERENCE	NO
H4_N5b_flux_budget_closure_results.md	MARKDOWN	2026-07-05	2026-07-05	SELF_STATUS_BANNER:H4_N5b_flux_budget_closure_results.md	R0_FROZEN_EVIDENCE	NONE	PARTICLE_MASS	NONE	LIVE_PARTICLE_ARC+FAMILY_DEPENDENCY_COHERENCE	NO
H4_backreaction_mass_MAP.md	MARKDOWN	2026-07-05	2026-07-05	SELF_STATUS_BANNER:H4_backreaction_mass_MAP.md	NOT_FROZEN_OR_MANIFEST	NONE	PARTICLE_MASS	NONE	LIVE_PARTICLE_ARC+FAMILY_DEPENDENCY_COHERENCE	NO
H4_screening_taxonomy_MAP.md	MARKDOWN	2026-07-05	2026-07-05	SELF_STATUS_BANNER:H4_screening_taxonomy_MAP.md	NOT_FROZEN_OR_MANIFEST	NONE	PARTICLE_MASS	NONE	LIVE_PARTICLE_ARC+FAMILY_DEPENDENCY_COHERENCE	NO
HANDOFF.md	MARKDOWN	2026-06-10	2026-07-18	LIVE.md:6;INDEX.md:53,98;FOUNDATIONAL_ASSUMPTIONS_LEDGER.md:31	REFERENCED_BY_SIX_FROZEN_PACKAGES	NONE	CONTROL_ROOT	FOUNDATIONS;NATIVE_ACTION;PARTICLE_MASS	PERMANENT_CONTROL_REGISTRY+R0_CONTROL	YES
HANDOFF_ARCHIVE.md	MARKDOWN	2026-06-17	2026-07-18	LIVE.md:6,481;HANDOFF.md:66,129;INDEX.md:119	NOT_FROZEN_OR_MANIFEST	NONE	CONTROL_ROOT	FOUNDATIONS	PERMANENT_CONTROL_REGISTRY+R0_CONTROL	YES
HYGIENE_HEADER_TEMPLATE.md	MARKDOWN	2026-07-09	2026-07-09	SELF_STATUS_BANNER:HYGIENE_HEADER_TEMPLATE.md	NOT_FROZEN_OR_MANIFEST	TEST[1]=tests/test_hygiene_header.py	CONTROL_ROOT	NONE	PERMANENT_CONTROL_REGISTRY+R0_CONTROL	NO
INDEX.md	MARKDOWN	2026-06-10	2026-07-18	SELF_STATUS_BANNER:INDEX.md	NOT_FROZEN_OR_MANIFEST	NONE	CONTROL_ROOT	NATIVE_ACTION	PERMANENT_CONTROL_REGISTRY+R0_CONTROL	NO
J_of_s_light_deflection_confrontation_MAP.md	MARKDOWN	2026-07-05	2026-07-05	SELF_STATUS_BANNER:J_of_s_light_deflection_confrontation_MAP.md	NOT_FROZEN_OR_MANIFEST	NONE	MACRO	NONE	LIVE_MACRO_READ_ORDER+INDEX_LANE_TABLE	NO
LIVE.md	MARKDOWN	2026-06-23	2026-07-18	LIVE.md:9;HANDOFF.md:3,4,4,10,103,116,120;INDEX.md:4,6,44,51,98;MEMORY.md:3,9,64;NEGATIVES_REGISTRY.md:3;FOUNDATIONAL_ASSUMPTIONS_LEDGER.md:1	REFERENCED_BY_SIX_FROZEN_PACKAGES	NONE	CONTROL_ROOT	FOUNDATIONS;MACRO;NATIVE_ACTION;PARTICLE_MASS	PERMANENT_CONTROL_REGISTRY+R0_CONTROL	YES
MATTER_SECTOR_MAP_new_foundation.md	MARKDOWN	2026-06-21	2026-07-04	SELF_STATUS_BANNER:MATTER_SECTOR_MAP_new_foundation.md	NOT_FROZEN_OR_MANIFEST	NONE	FOUNDATIONS	NONE	FOUNDATION_LEDGER_REFERENCE+CONTENT_FAMILY	NO
MEMORY.md	MARKDOWN	2026-07-09	2026-07-18	LIVE.md:11,25,27;HANDOFF.md:121;INDEX.md:52,98	NOT_FROZEN_OR_MANIFEST	NONE	CONTROL_ROOT	MACRO;NATIVE_ACTION	PERMANENT_CONTROL_REGISTRY+R0_CONTROL	YES
N5d_solver_build_plan.md	MARKDOWN	2026-07-06	2026-07-06	SELF_STATUS_BANNER:N5d_solver_build_plan.md	NOT_FROZEN_OR_MANIFEST	NONE	LEGACY_FROZEN	NONE	LIVE_PRIOR_CELL_OR_PRE_SIMPLE_METRIC_HISTORY+COMMIT_ERA	NO
NEGATIVES_REGISTRY.md	MARKDOWN	2026-06-11	2026-07-18	HANDOFF.md:123;INDEX.md:55,106	NOT_FROZEN_OR_MANIFEST	NONE	CONTROL_ROOT	PARTICLE_MASS	PERMANENT_CONTROL_REGISTRY+R0_CONTROL	YES
P1_PURITY_HARNESS_MAP.md	MARKDOWN	2026-06-23	2026-06-23	SELF_STATUS_BANNER:P1_PURITY_HARNESS_MAP.md	NOT_FROZEN_OR_MANIFEST	NONE	CROSS_LANE_SHARED	NONE	R1B_ACTIVE_CROSS_ERA+MULTI_LANE_PROVENANCE	NO
P5e_proper_results.md	MARKDOWN	2026-06-21	2026-07-18	FOUNDATIONAL_ASSUMPTIONS_LEDGER.md:168	NOT_FROZEN_OR_MANIFEST	NONE	LEGACY_FROZEN	FOUNDATIONS	R1B_INDIVIDUAL_HISTORICAL_OR_FROZEN_RULING	NO
PROBLEM_STATEMENT.md	MARKDOWN	2026-07-09	2026-07-09	SELF_STATUS_BANNER:PROBLEM_STATEMENT.md	NOT_FROZEN_OR_MANIFEST	NONE	CONTROL_ROOT	NONE	PERMANENT_CONTROL_REGISTRY+R0_CONTROL	NO
PROVENANCE.md	MARKDOWN	2026-06-10	2026-06-11	CANON.md:68	REFERENCED_BY_SIX_FROZEN_PACKAGES	NONE	CONTROL_ROOT	NONE	PERMANENT_CONTROL_REGISTRY+R0_CONTROL	NO
PURSUIT_CHARTER_2026-07-04.md	MARKDOWN	2026-07-04	2026-07-04	SELF_STATUS_BANNER:PURSUIT_CHARTER_2026-07-04.md	NOT_FROZEN_OR_MANIFEST	NONE	LEGACY_FROZEN	NATIVE_ACTION	LIVE_PRIOR_CELL_OR_PRE_SIMPLE_METRIC_HISTORY+COMMIT_ERA	NO
QUANTIZATION_MAP.md	MARKDOWN	2026-06-20	2026-06-20	SELF_STATUS_BANNER:QUANTIZATION_MAP.md	NOT_FROZEN_OR_MANIFEST	NONE	FOUNDATIONS	NONE	FOUNDATION_LEDGER_REFERENCE+CONTENT_FAMILY	NO
README.md	MARKDOWN	2026-07-18	2026-07-18	SELF_STATUS_BANNER:README.md	REFERENCED_BY_SIX_FROZEN_PACKAGES;MANIFEST_EDGE_TARGET	MANIFEST[2]=UDT_NATIVE_ACTION_ARM_C_INPUT_SHA256SUMS_2026-07-18.txt;native_action_arm_c_2026-07-18/ARM_C_RETURN/RECEIVED_ARM_C_INPUT_SHA256SUMS.txt	CONTROL_ROOT	FOUNDATIONS;NATIVE_ACTION	PERMANENT_CONTROL_REGISTRY+R0_CONTROL	NO
REORGANIZATION_R0_PREREG_2026-07-18.md	MARKDOWN	2026-07-18	2026-07-18	SELF_STATUS_BANNER:REORGANIZATION_R0_PREREG_2026-07-18.md	NOT_FROZEN_OR_MANIFEST	NONE	CONTROL_ROOT	NONE	PERMANENT_CONTROL_REGISTRY+R0_CONTROL	NO
SIMPLE_METRIC_MACRO.md	MARKDOWN	2026-07-09	2026-07-09	LIVE.md:12,157,162;HANDOFF.md:83;INDEX.md:64;MEMORY.md:29	REFERENCED_BY_SIX_FROZEN_PACKAGES	NONE	MACRO	NONE	LIVE_MACRO_READ_ORDER+INDEX_LANE_TABLE	YES
SOLVER_INTEGRITY_UPGRADES_SPEC.md	MARKDOWN	2026-06-23	2026-06-23	SELF_STATUS_BANNER:SOLVER_INTEGRITY_UPGRADES_SPEC.md	NOT_FROZEN_OR_MANIFEST	NONE	CROSS_LANE_SHARED	NONE	R1B_ACTIVE_CROSS_ERA+MULTI_LANE_PROVENANCE	NO
STATE.md	MARKDOWN	2026-06-10	2026-07-18	NEGATIVES_REGISTRY.md:9	NOT_FROZEN_OR_MANIFEST	NONE	CONTROL_ROOT	NONE	PERMANENT_CONTROL_REGISTRY+R0_CONTROL	NO
STRUCTURE_HYGIENE.md	MARKDOWN	2026-07-09	2026-07-09	LIVE.md:277	NOT_FROZEN_OR_MANIFEST	TEST[1]=tests/test_hygiene_header.py	CONTROL_ROOT	NONE	PERMANENT_CONTROL_REGISTRY+R0_CONTROL	NO
TRACTABILITY_ROUTES.md	MARKDOWN	2026-06-27	2026-06-27	SELF_STATUS_BANNER:TRACTABILITY_ROUTES.md	REFERENCED_BY_SIX_FROZEN_PACKAGES	NONE	CROSS_LANE_SHARED	NONE	R1B_ACTIVE_CROSS_ERA+MULTI_LANE_PROVENANCE	NO
UDT_COMMON_SCALE_NEUTRALITY_POSTULATE_2026-07-15.md	MARKDOWN	2026-07-17	2026-07-17	SELF_STATUS_BANNER:UDT_COMMON_SCALE_NEUTRALITY_POSTULATE_2026-07-15.md	REFERENCED_BY_SIX_FROZEN_PACKAGES;MANIFEST_EDGE_TARGET	MANIFEST[1]=native_action_sync_audit_2026-07-17/source_SHA256SUMS.txt	FOUNDATIONS	NATIVE_ACTION	CURRENT_FOUNDATION_LEDGER+OWNER_RECORD	NO
UDT_DOTTED_LINE.md	MARKDOWN	2026-07-09	2026-07-09	LIVE.md:12;INDEX.md:65	REFERENCED_BY_SIX_FROZEN_PACKAGES	NONE	MACRO	NONE	LIVE_MACRO_READ_ORDER+INDEX_LANE_TABLE	YES
UDT_ELEGANCE_UNCOVER.md	MARKDOWN	2026-07-09	2026-07-09	LIVE.md:12,331;INDEX.md:65	REFERENCED_BY_SIX_FROZEN_PACKAGES	NONE	MACRO	NONE	LIVE_MACRO_READ_ORDER+INDEX_LANE_TABLE	YES
UDT_ELEGANT_FRAME.md	MARKDOWN	2026-07-09	2026-07-09	LIVE.md:157,161;HANDOFF.md:83;INDEX.md:65;MEMORY.md:28	REFERENCED_BY_SIX_FROZEN_PACKAGES	NONE	MACRO	NONE	LIVE_MACRO_READ_ORDER+INDEX_LANE_TABLE	YES
UDT_F_POSTRETURN_AUDIT_AND_CODEX_TRANSITION_DISPATCH.md	MARKDOWN	2026-07-17	2026-07-17	SELF_STATUS_BANNER:UDT_F_POSTRETURN_AUDIT_AND_CODEX_TRANSITION_DISPATCH.md	R0_FROZEN_EVIDENCE	NONE	NATIVE_ACTION	NONE	CURRENT_NATIVE_ACTION_CONTROLLER+POST_JULY_PROVENANCE	NO
UDT_GLOBAL_BOOTSTRAP_PRINCIPLE_2026-07-15.md	MARKDOWN	2026-07-17	2026-07-17	SELF_STATUS_BANNER:UDT_GLOBAL_BOOTSTRAP_PRINCIPLE_2026-07-15.md	REFERENCED_BY_SIX_FROZEN_PACKAGES;MANIFEST_EDGE_TARGET	MANIFEST[1]=native_action_sync_audit_2026-07-17/source_SHA256SUMS.txt	FOUNDATIONS	NATIVE_ACTION	CURRENT_FOUNDATION_LEDGER+OWNER_RECORD	NO
UDT_GR_TO_UDT_SELECTOR_AUDIT_2026-07-18.md	MARKDOWN	2026-07-18	2026-07-18	LIVE.md:50;HANDOFF.md:25;INDEX.md:23;MEMORY.md:16	R0_FROZEN_EVIDENCE	NONE	NATIVE_ACTION	NONE	CURRENT_NATIVE_ACTION_CONTROLLER+POST_JULY_PROVENANCE	YES
UDT_GR_TO_UDT_SELECTOR_AUDIT_PREREG_2026-07-18.md	MARKDOWN	2026-07-18	2026-07-18	INDEX.md:24	R0_FROZEN_EVIDENCE	NONE	NATIVE_ACTION	NONE	CURRENT_NATIVE_ACTION_CONTROLLER+POST_JULY_PROVENANCE	YES
UDT_H3_BOUNDARY_AUDIT_PATCH_THEN_F_DISPATCH.md	MARKDOWN	2026-07-16	2026-07-16	LIVE.md:81;HANDOFF.md:48	NOT_FROZEN_OR_MANIFEST	NONE	PARTICLE_MASS	NATIVE_ACTION	LIVE_PARTICLE_ARC+FAMILY_DEPENDENCY_COHERENCE	YES
UDT_H3_BOUNDARY_VIRIAL_CLOSURE_BEFORE_F_DISPATCH.md	MARKDOWN	2026-07-16	2026-07-16	INDEX.md:27	NOT_FROZEN_OR_MANIFEST	NONE	PARTICLE_MASS	NONE	LIVE_PARTICLE_ARC+FAMILY_DEPENDENCY_COHERENCE	YES
UDT_H3_CORRECTED_G_THEN_F_SEQUENCING_DISPATCH.md	MARKDOWN	2026-07-16	2026-07-16	INDEX.md:26	NOT_FROZEN_OR_MANIFEST	NONE	PARTICLE_MASS	NONE	LIVE_PARTICLE_ARC+FAMILY_DEPENDENCY_COHERENCE	YES
UDT_H3_STATIC_MASS_BACKREACTION_DISPATCH.md	MARKDOWN	2026-07-11	2026-07-11	SELF_STATUS_BANNER:UDT_H3_STATIC_MASS_BACKREACTION_DISPATCH.md	REFERENCED_BY_SIX_FROZEN_PACKAGES;MANIFEST_EDGE_TARGET	MANIFEST[2]=UDT_NATIVE_ACTION_ARM_C_INPUT_SHA256SUMS_2026-07-18.txt;native_action_arm_c_2026-07-18/ARM_C_RETURN/RECEIVED_ARM_C_INPUT_SHA256SUMS.txt	PARTICLE_MASS	NATIVE_ACTION	LIVE_PARTICLE_ARC+FAMILY_DEPENDENCY_COHERENCE	NO
UDT_METHOD_MUSIC.md	MARKDOWN	2026-07-09	2026-07-09	LIVE.md:12;INDEX.md:65	REFERENCED_BY_SIX_FROZEN_PACKAGES	NONE	MACRO	NONE	LIVE_MACRO_READ_ORDER+INDEX_LANE_TABLE	YES
UDT_NATIVE_ACTION_ARM_C_INPUT_SHA256SUMS_2026-07-18.txt	TEXT	2026-07-18	2026-07-18	DEPENDENCY_STATUS_SOURCE:CANON.md;README.md;UDT_H3_STATIC_MASS_BACKREACTION_DISPATCH.md;UDT_NATIVE_ACTION_ARM_C_LAUNCH_RECORD_2026-07-18.md;UDT_NATIVE_ACTION_COLD_ARM_DISPATCH.md;UDT_NATIVE_ACTION_COLD_PACKET.md;UDT_NATIVE_ACTION_DERIVATION_DISPATCH.md;archive/native_action_chat_2026-07-14_15/README.md	R0_FROZEN_EVIDENCE;REFERENCED_BY_SIX_FROZEN_PACKAGES	NONE	NATIVE_ACTION	NONE	CURRENT_NATIVE_ACTION_CONTROLLER+POST_JULY_PROVENANCE	NO
UDT_NATIVE_ACTION_ARM_C_LAUNCH_RECORD_2026-07-18.md	MARKDOWN	2026-07-18	2026-07-18	SELF_STATUS_BANNER:UDT_NATIVE_ACTION_ARM_C_LAUNCH_RECORD_2026-07-18.md	R0_FROZEN_EVIDENCE	NONE	NATIVE_ACTION	NONE	CURRENT_NATIVE_ACTION_CONTROLLER+POST_JULY_PROVENANCE	NO
UDT_NATIVE_ACTION_ARM_C_RETURN_2026-07-18.md	MARKDOWN	2026-07-18	2026-07-18	SELF_STATUS_BANNER:UDT_NATIVE_ACTION_ARM_C_RETURN_2026-07-18.md	R0_FROZEN_EVIDENCE;REFERENCED_BY_SIX_FROZEN_PACKAGES	NONE	NATIVE_ACTION	NONE	CURRENT_NATIVE_ACTION_CONTROLLER+POST_JULY_PROVENANCE	NO
UDT_NATIVE_ACTION_COLD_ARM_DISPATCH.md	MARKDOWN	2026-07-17	2026-07-17	INDEX.md:29;native_action_final_adjudication_2026-07-18/PROVENANCE_FIREWALL.tsv:3	R0_FROZEN_EVIDENCE;REFERENCED_BY_SIX_FROZEN_PACKAGES;MANIFEST_EDGE_TARGET	MANIFEST[3]=UDT_NATIVE_ACTION_ARM_C_INPUT_SHA256SUMS_2026-07-18.txt;native_action_arm_c_2026-07-18/ARM_C_RETURN/RECEIVED_ARM_C_INPUT_SHA256SUMS.txt;native_action_sync_audit_2026-07-17/source_SHA256SUMS.txt	NATIVE_ACTION	FOUNDATIONS	CURRENT_NATIVE_ACTION_CONTROLLER+POST_JULY_PROVENANCE	YES
UDT_NATIVE_ACTION_COLD_PACKET.md	MARKDOWN	2026-07-17	2026-07-17	INDEX.md:30;native_action_final_adjudication_2026-07-18/PROVENANCE_FIREWALL.tsv:3	R0_FROZEN_EVIDENCE;REFERENCED_BY_SIX_FROZEN_PACKAGES;MANIFEST_EDGE_TARGET	MANIFEST[3]=UDT_NATIVE_ACTION_ARM_C_INPUT_SHA256SUMS_2026-07-18.txt;native_action_arm_c_2026-07-18/ARM_C_RETURN/RECEIVED_ARM_C_INPUT_SHA256SUMS.txt;native_action_sync_audit_2026-07-17/source_SHA256SUMS.txt	NATIVE_ACTION	FOUNDATIONS	CURRENT_NATIVE_ACTION_CONTROLLER+POST_JULY_PROVENANCE	YES
UDT_NATIVE_ACTION_DERIVATION_DISPATCH.md	MARKDOWN	2026-07-14	2026-07-18	INDEX.md:28;native_action_final_adjudication_2026-07-18/PROVENANCE_FIREWALL.tsv:2	R0_FROZEN_EVIDENCE;REFERENCED_BY_SIX_FROZEN_PACKAGES;MANIFEST_EDGE_TARGET	MANIFEST[3]=UDT_NATIVE_ACTION_ARM_C_INPUT_SHA256SUMS_2026-07-18.txt;native_action_arm_c_2026-07-18/ARM_C_RETURN/RECEIVED_ARM_C_INPUT_SHA256SUMS.txt;native_action_sync_audit_2026-07-17/source_SHA256SUMS.txt	NATIVE_ACTION	NONE	CURRENT_NATIVE_ACTION_CONTROLLER+POST_JULY_PROVENANCE	YES
UDT_NATIVE_ACTION_FINAL_ADJUDICATION_PREREG_2026-07-18.md	MARKDOWN	2026-07-18	2026-07-18	SELF_STATUS_BANNER:UDT_NATIVE_ACTION_FINAL_ADJUDICATION_PREREG_2026-07-18.md	R0_FROZEN_EVIDENCE;REFERENCED_BY_SIX_FROZEN_PACKAGES	NONE	NATIVE_ACTION	NONE	CURRENT_NATIVE_ACTION_CONTROLLER+POST_JULY_PROVENANCE	NO
UDT_NATIVE_ACTION_FINAL_ADJUDICATION_RETURN_2026-07-18.md	MARKDOWN	2026-07-18	2026-07-18	SELF_STATUS_BANNER:UDT_NATIVE_ACTION_FINAL_ADJUDICATION_RETURN_2026-07-18.md	R0_FROZEN_EVIDENCE	NONE	NATIVE_ACTION	NONE	CURRENT_NATIVE_ACTION_CONTROLLER+POST_JULY_PROVENANCE	NO
UDT_NATIVE_ACTION_STAGE1_LAUNCH_RECORD_2026-07-17.md	MARKDOWN	2026-07-17	2026-07-17	SELF_STATUS_BANNER:UDT_NATIVE_ACTION_STAGE1_LAUNCH_RECORD_2026-07-17.md	R0_FROZEN_EVIDENCE	NONE	NATIVE_ACTION	NONE	CURRENT_NATIVE_ACTION_CONTROLLER+POST_JULY_PROVENANCE	NO
UDT_NATIVE_ACTION_STAGE1_RETURN_2026-07-18.md	MARKDOWN	2026-07-17	2026-07-17	SELF_STATUS_BANNER:UDT_NATIVE_ACTION_STAGE1_RETURN_2026-07-18.md	R0_FROZEN_EVIDENCE	NONE	NATIVE_ACTION	NONE	CURRENT_NATIVE_ACTION_CONTROLLER+POST_JULY_PROVENANCE	NO
UDT_NATIVE_ACTION_STAGE2_A1_A6_SHA256SUMS_2026-07-18.txt	TEXT	2026-07-18	2026-07-18	DEPENDENCY_STATUS_SOURCE:CANON.md;README.md;UDT_H3_STATIC_MASS_BACKREACTION_DISPATCH.md;UDT_NATIVE_ACTION_ARM_C_LAUNCH_RECORD_2026-07-18.md;UDT_NATIVE_ACTION_STAGE2_LAUNCH_RECORD_2026-07-18.md;UDT_NATIVE_ACTION_STAGE2_RETURN_2026-07-18.md;archive/native_action_chat_2026-07-14_15/README.md;archive/native_action_chat_2026-07-14_15/UDT_BOOTSTRAP_BACKGROUND_CARRIER_COUPLING_DERIVATION_RESULTS.md	R0_FROZEN_EVIDENCE;REFERENCED_BY_SIX_FROZEN_PACKAGES;MANIFEST_EDGE_TARGET	MANIFEST[2]=UDT_NATIVE_ACTION_ARM_C_INPUT_SHA256SUMS_2026-07-18.txt;native_action_arm_c_2026-07-18/ARM_C_RETURN/RECEIVED_ARM_C_INPUT_SHA256SUMS.txt	NATIVE_ACTION	NONE	CURRENT_NATIVE_ACTION_CONTROLLER+POST_JULY_PROVENANCE	NO
UDT_NATIVE_ACTION_STAGE2_LAUNCH_RECORD_2026-07-18.md	MARKDOWN	2026-07-18	2026-07-18	SELF_STATUS_BANNER:UDT_NATIVE_ACTION_STAGE2_LAUNCH_RECORD_2026-07-18.md	R0_FROZEN_EVIDENCE	NONE	NATIVE_ACTION	NONE	CURRENT_NATIVE_ACTION_CONTROLLER+POST_JULY_PROVENANCE	NO
UDT_NATIVE_ACTION_STAGE2_RETURN_2026-07-18.md	MARKDOWN	2026-07-18	2026-07-18	SELF_STATUS_BANNER:UDT_NATIVE_ACTION_STAGE2_RETURN_2026-07-18.md	R0_FROZEN_EVIDENCE	NONE	NATIVE_ACTION	NONE	CURRENT_NATIVE_ACTION_CONTROLLER+POST_JULY_PROVENANCE	NO
UDT_NATIVE_ACTION_WORKSTATION_SYNC_AUDIT_2026-07-17.md	MARKDOWN	2026-07-17	2026-07-17	INDEX.md:31	R0_FROZEN_EVIDENCE	NONE	NATIVE_ACTION	NONE	CURRENT_NATIVE_ACTION_CONTROLLER+POST_JULY_PROVENANCE	YES
