edge_id	direction_id	bank	point_id	from_configuration	to_configuration	from_radius	to_radius	delta_determinant	delta_scalar_curvature	delta_riemann_max_abs	ricci_rank_change	curvature_rank_change	shear_rank_change	twist_rank_change	from_geometry_class	to_geometry_class	from_dphi_class	to_dphi_class	diagnostic_tuple_changed	physical_transition_claimed
D09_B3_P7_E4	D09	B3	P7	R09_3_B3_P7	R09_4_B3_P7	0.75	1.0	-0.06049953605249869	-0.16671833604041486	0.08342672177104177	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	TIMELIKE	TIMELIKE	NO	NO
D10_B0_P0_E0	D10	B0	P0	O00_B0_P0	R10_0_B0_P0	0.0	0.125	0.0	0.017340048173608	0.019855137322431344	4	6	2	1	R0_K0_S0_T0_M0	R4_K6_S2_T1_M1	ZERO	SPACELIKE	YES	NO
D10_B0_P0_E1	D10	B0	P0	R10_0_B0_P0	R10_1_B0_P0	0.125	0.25	0.0	0.026433366071241998	0.0196234679289533	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D10_B0_P0_E2	D10	B0	P0	R10_1_B0_P0	R10_2_B0_P0	0.25	0.5	0.0	0.08014668583538599	0.04751868134672466	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D10_B0_P0_E3	D10	B0	P0	R10_2_B0_P0	R10_3_B0_P0	0.5	0.75	0.0	0.11651995742592194	0.05555875744206469	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D10_B0_P0_E4	D10	B0	P0	R10_3_B0_P0	R10_4_B0_P0	0.75	1.0	0.0	0.15289322901645797	0.06359883353740475	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D10_B0_P4_E0	D10	B0	P4	O00_B0_P4	R10_0_B0_P4	0.0	0.125	0.010481509138791534	0.01835169702219107	0.01963587868966169	4	6	2	1	R0_K0_S0_T0_M0	R4_K6_S2_T1_M1	ZERO	SPACELIKE	YES	NO
D10_B0_P4_E1	D10	B0	P4	R10_0_B0_P4	R10_1_B0_P4	0.125	0.25	0.010406378733520238	0.02948939848350001	0.01978138149713988	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D10_B0_P4_E2	D10	B0	P4	R10_1_B0_P4	R10_2_B0_P4	0.25	0.5	0.020589516499927685	0.09250127693255569	0.04703190898322773	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D10_B0_P4_E3	D10	B0	P4	R10_2_B0_P4	R10_3_B0_P4	0.5	0.75	0.02029540718967171	0.137337731298669	0.054198443389001164	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D10_B0_P4_E4	D10	B0	P4	R10_3_B0_P4	R10_4_B0_P4	0.75	1.0	0.020005499060458343	0.18228316358656071	0.06092515543990734	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D10_B1_P1_E0	D10	B1	P1	O00_B1_P1	R10_0_B1_P1	0.0	0.125	-0.014883118165082365	0.04339755625701986	0.02467236366432955	4	6	2	1	R0_K0_S0_T0_M0	R4_K6_S2_T1_M1	ZERO	SPACELIKE	YES	NO
D10_B1_P1_E1	D10	B1	P1	R10_0_B1_P1	R10_1_B1_P1	0.125	0.25	-0.015034598395345933	0.04570075645261026	0.02452950105563054	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D10_B1_P1_E2	D10	B1	P1	R10_1_B1_P1	R10_2_B1_P1	0.25	0.5	-0.030529820230710714	0.0982990624477082	0.048600436067474564	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D10_B1_P1_E3	D10	B1	P1	R10_2_B1_P1	R10_3_B1_P1	0.5	0.75	-0.031154447279989173	0.10732541645921637	0.050170917143059074	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D10_B1_P1_E4	D10	B1	P1	R10_3_B1_P1	R10_4_B1_P1	0.75	1.0	-0.03179185393123518	0.11595055614289862	0.05356927124579494	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D10_B1_P5_E0	D10	B1	P5	O00_B1_P5	R10_0_B1_P5	0.0	0.125	-0.1294409502113043	0.043777687576173764	0.025813937935166557	4	6	2	1	R0_K0_S0_T0_M0	R4_K6_S2_T1_M1	ZERO	SPACELIKE	YES	NO
D10_B1_P5_E1	D10	B1	P5	R10_0_B1_P5	R10_1_B1_P5	0.125	0.25	-0.14089902048891512	0.046902403314728856	0.0280949784629334	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D10_B1_P5_E2	D10	B1	P5	R10_1_B1_P5	R10_2_B1_P5	0.25	0.5	-0.32031909260731317	0.10357303571751869	0.06394992230478255	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D10_B1_P5_E3	D10	B1	P5	R10_2_B1_P5	R10_3_B1_P5	0.5	0.75	-0.37953810834192225	0.11719795188705034	0.07613737380778716	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D10_B1_P5_E4	D10	B1	P5	R10_3_B1_P5	R10_4_B1_P5	0.75	1.0	-0.4497052439529665	0.13147371558023246	0.09104375686450678	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D10_B2_P2_E0	D10	B2	P2	O00_B2_P2	R10_0_B2_P2	0.0	0.125	-0.02269409126757571	-0.0319878460199744	0.01901742582612066	4	6	2	1	R0_K0_S0_T0_M0	R4_K6_S2_T1_M1	ZERO	SPACELIKE	YES	NO
D10_B2_P2_E1	D10	B2	P2	R10_0_B2_P2	R10_1_B2_P2	0.125	0.25	-0.023046294786768895	-0.031192764278168306	0.018268500022475338	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D10_B2_P2_E2	D10	B2	P2	R10_1_B2_P2	R10_2_B2_P2	0.25	0.5	-0.047171149211884034	-0.06047608198533974	0.037907475503431015	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D10_B2_P2_E3	D10	B2	P2	R10_2_B2_P2	R10_3_B2_P2	0.5	0.75	-0.048646666762413915	-0.058696478178964395	0.04663680633233298	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D10_B2_P2_E4	D10	B2	P2	R10_3_B2_P2	R10_4_B2_P2	0.75	1.0	-0.050168338627144315	-0.05779877687274129	0.056195658950370195	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D10_B2_P6_E0	D10	B2	P6	O00_B2_P6	R10_0_B2_P6	0.0	0.125	0.08863509194650976	-0.03759281977282657	0.01922303119521094	4	6	2	1	R0_K0_S0_T0_M0	R4_K6_S2_T1_M1	ZERO	SPACELIKE	YES	NO
D10_B2_P6_E1	D10	B2	P6	R10_0_B2_P6	R10_1_B2_P6	0.125	0.25	0.08326255394595061	-0.048234371309225206	0.018955192476745812	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D10_B2_P6_E2	D10	B2	P6	R10_1_B2_P6	R10_2_B2_P6	0.25	0.5	0.1516903614302738	-0.13036992037484496	0.03734619281357977	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D10_B2_P6_E3	D10	B2	P6	R10_2_B2_P6	R10_3_B2_P6	0.5	0.75	0.13385852744744375	-0.17922775150186637	0.03774863992681349	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D10_B2_P6_E4	D10	B2	P6	R10_3_B2_P6	R10_4_B2_P6	0.75	1.0	0.11812289984314117	-0.23305726471798272	0.044380859729382036	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D10_B3_P3_E0	D10	B3	P3	O00_B3_P3	R10_0_B3_P3	0.0	0.125	0.00452597080924555	-0.005896840299268092	0.015479938072477717	4	6	2	1	R0_K0_S0_T0_M0	R4_K6_S2_T1_M1	ZERO	TIMELIKE	YES	NO
D10_B3_P3_E1	D10	B3	P3	R10_0_B3_P3	R10_1_B3_P3	0.125	0.25	0.0045119623105469575	-0.009170688010962868	0.01617661408175077	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	TIMELIKE	TIMELIKE	NO	NO
D10_B3_P3_E2	D10	B3	P3	R10_1_B3_P3	R10_2_B3_P3	0.25	0.5	0.008982072423681986	-0.028219140340922048	0.03841951550185125	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	TIMELIKE	TIMELIKE	NO	NO
D10_B3_P3_E3	D10	B3	P3	R10_2_B3_P3	R10_3_B3_P3	0.5	0.75	0.008926556985422884	-0.0414854703076943	0.04604519325247396	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	TIMELIKE	TIMELIKE	NO	NO
D10_B3_P3_E4	D10	B3	P3	R10_3_B3_P3	R10_4_B3_P3	0.75	1.0	0.00887138467108195	-0.0548701638125583	0.05335233678708544	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	TIMELIKE	TIMELIKE	NO	NO
D10_B3_P7_E0	D10	B3	P7	O00_B3_P7	R10_0_B3_P7	0.0	0.125	0.0004512527627924534	-0.0072832924327432685	0.015256147228393673	4	6	2	1	R0_K0_S0_T0_M0	R4_K6_S2_T1_M1	ZERO	TIMELIKE	YES	NO
D10_B3_P7_E1	D10	B3	P7	R10_0_B3_P7	R10_1_B3_P7	0.125	0.25	0.00045111350873949796	-0.013281614827706761	0.015493075019205209	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	TIMELIKE	TIMELIKE	NO	NO
D10_B3_P7_E2	D10	B3	P7	R10_1_B3_P7	R10_2_B3_P7	0.25	0.5	0.0009018094271966426	-0.04429331486426681	0.037403893294388674	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	TIMELIKE	TIMELIKE	NO	NO
D10_B3_P7_E3	D10	B3	P7	R10_2_B3_P7	R10_3_B3_P7	0.5	0.75	0.0009012529264884606	-0.0674087267340592	0.04613694858492394	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	TIMELIKE	TIMELIKE	NO	NO
D10_B3_P7_E4	D10	B3	P7	R10_3_B3_P7	R10_4_B3_P7	0.75	1.0	0.0009006967691935763	-0.08975974652010968	0.05651439885974831	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	TIMELIKE	TIMELIKE	NO	NO
D11_B0_P0_E0	D11	B0	P0	O00_B0_P0	R11_0_B0_P0	0.0	0.125	0.0	-0.03569608889472081	0.028743537607251197	4	6	2	1	R0_K0_S0_T0_M0	R4_K6_S2_T1_M1	ZERO	SPACELIKE	YES	NO
D11_B0_P0_E1	D11	B0	P0	R11_0_B0_P0	R11_1_B0_P0	0.125	0.25	0.0	-0.03633997512325607	0.029442941335414186	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D11_B0_P0_E2	D11	B0	P0	R11_1_B0_P0	R11_2_B0_P0	0.25	0.5	0.0	-0.07461160893211813	0.0609840938553173	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D11_B0_P0_E3	D11	B0	P0	R11_2_B0_P0	R11_3_B0_P0	0.5	0.75	0.0	-0.0771871538462593	0.06378170876796929	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D11_B0_P0_E4	D11	B0	P0	R11_3_B0_P0	R11_4_B0_P0	0.75	1.0	0.0	-0.07976269876040087	0.06657932368062128	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D11_B0_P4_E0	D11	B0	P4	O00_B0_P4	R11_0_B0_P4	0.0	0.125	-0.0005968239011937548	-0.03524572706624314	0.028997430050524676	4	6	2	1	R0_K0_S0_T0_M0	R4_K6_S2_T1_M1	ZERO	SPACELIKE	YES	NO
D11_B0_P4_E1	D11	B0	P4	R11_0_B0_P4	R11_1_B0_P4	0.125	0.25	-0.0005970674917861185	-0.03490997709105091	0.030221647349350237	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D11_B0_P4_E2	D11	B0	P4	R11_1_B0_P4	R11_2_B0_P4	0.25	0.5	-0.0011948661530698512	-0.06834516648951061	0.06421636585208418	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D11_B0_P4_E3	D11	B0	P4	R11_2_B0_P4	R11_3_B0_P4	0.5	0.75	-0.0011958417090094375	-0.06561425477073785	0.06941026753085443	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D11_B0_P4_E4	D11	B0	P4	R11_3_B0_P4	R11_4_B0_P4	0.75	1.0	-0.0011968180614476687	-0.06198623124581548	0.07479431202491141	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D11_B1_P1_E0	D11	B1	P1	O00_B1_P1	R11_0_B1_P1	0.0	0.125	-0.0009830848479106535	0.028038000369768525	0.01714122569095023	4	6	2	1	R0_K0_S0_T0_M0	R4_K6_S2_T1_M1	ZERO	SPACELIKE	YES	NO
D11_B1_P1_E1	D11	B1	P1	R11_0_B1_P1	R11_1_B1_P1	0.125	0.25	-0.0009837457697488006	0.024575540181311067	0.015915957707279653	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D11_B1_P1_E2	D11	B1	P1	R11_1_B1_P1	R11_2_B1_P1	0.25	0.5	-0.00196947608264475	0.03847501908441097	0.028412445822125078	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D11_B1_P1_E3	D11	B1	P1	R11_2_B1_P1	R11_3_B1_P1	0.5	0.75	-0.0019721251058835154	0.02377434574937244	0.0333877865772925	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D11_B1_P1_E4	D11	B1	P1	R11_3_B1_P1	R11_4_B1_P1	0.75	1.0	-0.0019747776921636984	0.008536853614009451	0.035451047080155604	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D11_B1_P5_E0	D11	B1	P5	O00_B1_P5	R11_0_B1_P5	0.0	0.125	0.015348466100056912	0.02495448167332748	0.01688916076321372	4	6	2	1	R0_K0_S0_T0_M0	R4_K6_S2_T1_M1	ZERO	SPACELIKE	YES	NO
D11_B1_P5_E1	D11	B1	P5	R11_0_B1_P5	R11_1_B1_P5	0.125	0.25	0.015187365167086186	0.015509600071663614	0.015046746074752045	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D11_B1_P5_E2	D11	B1	P5	R11_1_B1_P5	R11_2_B1_P5	0.25	0.5	0.029898173592355803	0.003448459906557816	0.02425199062494786	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D11_B1_P5_E3	D11	B1	P5	R11_2_B1_P5	R11_3_B1_P5	0.5	0.75	0.029273831661510652	-0.03215064470845887	0.03580902805275939	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D11_B1_P5_E4	D11	B1	P5	R11_3_B1_P5	R11_4_B1_P5	0.75	1.0	0.02866252741156039	-0.06648937379701331	0.04070161109452511	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D11_B2_P2_E0	D11	B2	P2	O00_B2_P2	R11_0_B2_P2	0.0	0.125	0.0029054680939761823	0.010663001766256371	0.021822254784215962	4	6	2	1	R0_K0_S0_T0_M0	R4_K6_S2_T1_M1	ZERO	SPACELIKE	YES	NO
D11_B2_P2_E1	D11	B2	P2	R11_0_B2_P2	R11_1_B2_P2	0.125	0.25	0.002899695110448741	0.01078488414832667	0.021112222497560326	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D11_B2_P2_E2	D11	B2	P2	R11_1_B2_P2	R11_2_B2_P2	0.25	0.5	0.005782117129759845	0.022766577373066102	0.040390842533145684	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D11_B2_P2_E3	D11	B2	P2	R11_2_B2_P2	R11_3_B2_P2	0.5	0.75	0.005759162546330021	0.02570804420897827	0.0384687983726095	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D11_B2_P2_E4	D11	B2	P2	R11_3_B2_P2	R11_4_B2_P2	0.75	1.0	0.005736299090923991	0.030210902219746497	0.0372141253389309	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D11_B2_P6_E0	D11	B2	P6	O00_B2_P6	R11_0_B2_P6	0.0	0.125	0.01555778778118655	0.009583240964714936	0.02117328434335207	4	6	2	1	R0_K0_S0_T0_M0	R4_K6_S2_T1_M1	ZERO	SPACELIKE	YES	NO
D11_B2_P6_E1	D11	B2	P6	R11_0_B2_P6	R11_1_B2_P6	0.125	0.25	0.015392262710078652	0.007267423371562633	0.0191062337138046	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D11_B2_P6_E2	D11	B2	P6	R11_1_B2_P6	R11_2_B2_P6	0.25	0.5	0.03029497580037921	0.006695622685178499	0.03195706807276287	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D11_B2_P6_E3	D11	B2	P6	R11_2_B2_P6	R11_3_B2_P6	0.5	0.75	0.02965376612243431	-0.005440686703038808	0.023564198632856456	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D11_B2_P6_E4	D11	B2	P6	R11_3_B2_P6	R11_4_B2_P6	0.75	1.0	0.02902612799687665	-0.01991979940032824	0.019487656137662	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D11_B3_P3_E0	D11	B3	P3	O00_B3_P3	R11_0_B3_P3	0.0	0.125	0.0010892182442892029	-0.05676547890224777	0.027017438625489065	4	6	2	1	R0_K0_S0_T0_M0	R4_K6_S2_T1_M1	ZERO	TIMELIKE	YES	NO
D11_B3_P3_E1	D11	B3	P3	R11_0_B3_P3	R11_1_B3_P3	0.125	0.25	0.0010884069135852492	-0.056857396169213495	0.028463506112793257	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	TIMELIKE	TIMELIKE	NO	NO
D11_B3_P3_E2	D11	B3	P3	R11_1_B3_P3	R11_2_B3_P3	0.25	0.5	0.0021743822519710854	-0.11398286500447938	0.061269506909253764	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	TIMELIKE	TIMELIKE	NO	NO
D11_B3_P3_E3	D11	B3	P3	R11_2_B3_P3	R11_3_B3_P3	0.5	0.75	0.0021711441753826666	-0.11432983874002745	0.06706783503560748	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	TIMELIKE	TIMELIKE	NO	NO
D11_B3_P3_E4	D11	B3	P3	R11_3_B3_P3	R11_4_B3_P3	0.75	1.0	0.002167910920916949	-0.11466751142421222	0.0728778292926611	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	TIMELIKE	TIMELIKE	NO	NO
D11_B3_P7_E0	D11	B3	P7	O00_B3_P7	R11_0_B3_P7	0.0	0.125	0.03169534312682676	-0.05793623361778247	0.026219993830802098	4	6	2	1	R0_K0_S0_T0_M0	R4_K6_S2_T1_M1	ZERO	TIMELIKE	YES	NO
D11_B3_P7_E1	D11	B3	P7	R11_0_B3_P7	R11_1_B3_P7	0.125	0.25	0.031008339527673234	-0.060403679165223684	0.026121145593535573	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	TIMELIKE	TIMELIKE	NO	NO
D11_B3_P7_E2	D11	B3	P7	R11_1_B3_P7	R11_2_B3_P7	0.25	0.5	0.060014909315270426	-0.12838537363816793	0.052257105274446464	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	TIMELIKE	TIMELIKE	NO	NO
D11_B3_P7_E3	D11	B3	P7	R11_2_B3_P7	R11_3_B3_P7	0.5	0.75	0.05744143226748255	-0.13873544109711478	0.05281838938343898	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	TIMELIKE	TIMELIKE	NO	NO
D11_B3_P7_E4	D11	B3	P7	R11_3_B3_P7	R11_4_B3_P7	0.75	1.0	0.0549783075336614	-0.14932109845395825	0.05406770947058892	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	TIMELIKE	TIMELIKE	NO	NO
D12_B0_P0_E0	D12	B0	P0	O00_B0_P0	R12_0_B0_P0	0.0	0.125	0.0	-0.024319422077377424	0.02133957183191262	4	6	2	1	R0_K0_S0_T0_M0	R4_K6_S2_T1_M1	ZERO	SPACELIKE	YES	NO
D12_B0_P0_E1	D12	B0	P0	R12_0_B0_P0	R12_1_B0_P0	0.125	0.25	0.0	-0.02656974236562707	0.02302541208547421	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D12_B0_P0_E2	D12	B0	P0	R12_1_B0_P0	R12_2_B0_P0	0.25	0.5	0.0	-0.05989044559600297	0.056189726619479075	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D12_B0_P0_E3	D12	B0	P0	R12_2_B0_P0	R12_3_B0_P0	0.5	0.75	0.0	-0.0688917267490016	0.06801446932157132	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D12_B0_P0_E4	D12	B0	P0	R12_3_B0_P0	R12_4_B0_P0	0.75	1.0	0.0	-0.07789300790200027	0.07983921202366351	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D12_B0_P4_E0	D12	B0	P4	O00_B0_P4	R12_0_B0_P4	0.0	0.125	0.0011243475781264056	-0.0238646096054947	0.021461576192518768	4	6	2	1	R0_K0_S0_T0_M0	R4_K6_S2_T1_M1	ZERO	SPACELIKE	YES	NO
D12_B0_P4_E1	D12	B0	P4	R12_0_B0_P4	R12_1_B0_P4	0.125	0.25	0.0011234830696127407	-0.025159658860907933	0.02594616739243013	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D12_B0_P4_E2	D12	B0	P4	R12_1_B0_P4	R12_2_B0_P4	0.25	0.5	0.0022443752720500143	-0.05393404860116348	0.06546023306716736	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D12_B0_P4_E3	D12	B0	P4	R12_2_B0_P4	R12_3_B0_P4	0.5	0.75	0.002240925207980915	-0.05831161079293329	0.08372663959656293	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D12_B0_P4_E4	D12	B0	P4	R12_3_B0_P4	R12_4_B0_P4	0.75	1.0	0.0022374804473648258	-0.06217067960434544	0.10220811031258509	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D12_B1_P1_E0	D12	B1	P1	O00_B1_P1	R12_0_B1_P1	0.0	0.125	0.005473298361930334	0.03938805494536081	0.02400881505366744	4	6	2	1	R0_K0_S0_T0_M0	R4_K6_S2_T1_M1	ZERO	SPACELIKE	YES	NO
D12_B1_P1_E1	D12	B1	P1	R12_0_B1_P1	R12_1_B1_P1	0.125	0.25	0.005452811929141488	0.04003505390029968	0.02475920784913676	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D12_B1_P1_E2	D12	B1	P1	R12_1_B1_P1	R12_2_B1_P1	0.25	0.5	0.010844470993935929	0.08243905156317614	0.05194973086455197	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D12_B1_P1_E3	D12	B1	P1	R12_2_B1_P1	R12_3_B1_P1	0.5	0.75	0.010763441701154175	0.08631026206713793	0.061048643069559705	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D12_B1_P1_E4	D12	B1	P1	R12_3_B1_P1	R12_4_B1_P1	0.75	1.0	0.010683017854805854	0.09103247161449127	0.08490775358391131	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D12_B1_P5_E0	D12	B1	P5	O00_B1_P5	R12_0_B1_P5	0.0	0.125	-0.009423381201504544	0.03601490286682656	0.02400342164945103	4	6	2	1	R0_K0_S0_T0_M0	R4_K6_S2_T1_M1	ZERO	SPACELIKE	YES	NO
D12_B1_P5_E1	D12	B1	P5	R12_0_B1_P5	R12_1_B1_P5	0.125	0.25	-0.009484108172103545	0.029176178357718748	0.024732874757920964	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D12_B1_P5_E2	D12	B1	P5	R12_1_B1_P5	R12_2_B1_P5	0.25	0.5	-0.01915196514596862	0.03375495886594612	0.05179307398250867	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D12_B1_P5_E3	D12	B1	P5	R12_2_B1_P5	R12_3_B1_P5	0.5	0.75	-0.019399602015084172	-0.00602787359279508	0.05518137796995695	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
