key	weyl_relative_error	ricci_relative_error	ladder_weyl_outer_error	ladder_ricci_outer_error	production_petrov	independent_petrov	production_owner	independent_owner	pass
G85|G75_AM_S02_E100:A04_LAPSE_LIFT_TIMELIVE|CMINUS	2.6980653747517745e-10	3.0499713441451359e-10	8.1359380027546337e-11	5.5243072824586514e-11	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S02_E100:A04_LAPSE_LIFT_TIMELIVE|CPLUS	2.6979279444323941e-10	3.0499591184945458e-10	8.1343867341520467e-11	5.5241826110535508e-11	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S02_E100:A05_SHIFT_SUPPORTED_TAPER|C0	5.783761957347887e-11	6.8583373595142298e-11	4.3028604223781101e-10	3.8099028197161275e-10	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S02_E100:A05_SHIFT_SUPPORTED_TAPER|CMINUS	1.7527984284942418e-10	1.5419683240249471e-10	1.1974723488225803e-09	1.0185051121132839e-09	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S02_E100:A05_SHIFT_SUPPORTED_TAPER|CPLUS	5.3082244730189451e-10	4.127748963824271e-10	7.571723963011429e-10	6.9215651604907657e-10	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S02_E20:A03_RADIAL_SHIFT_TIMELIVE|C0	3.3672694577076712e-10	3.5648294394749666e-10	1.9545399537684619e-10	1.5066310063254675e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S02_E20:A03_RADIAL_SHIFT_TIMELIVE|CMINUS	3.3656730015474965e-10	3.5649175440969076e-10	1.9506489882806626e-10	1.5069841849789512e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S02_E20:A03_RADIAL_SHIFT_TIMELIVE|CPLUS	3.3717697686526192e-10	3.5646572350901474e-10	1.9532069748149461e-10	1.5069998306027479e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S02_E20:A04_LAPSE_LIFT_TIMELIVE|C0	3.3648901780551183e-10	3.5640847008607028e-10	1.9534724651649998e-10	1.5059707730762802e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S02_E20:A04_LAPSE_LIFT_TIMELIVE|CMINUS	3.3645182908738998e-10	3.5643262843395112e-10	1.9531917250093556e-10	1.5062062662736002e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S02_E20:A04_LAPSE_LIFT_TIMELIVE|CPLUS	3.3654975200162836e-10	3.5640956074393519e-10	1.948200004820013e-10	1.5049901364992534e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S02_E20:A05_SHIFT_SUPPORTED_TAPER|C0	5.783761957347887e-11	6.8583373595142298e-11	4.3028604223781101e-10	3.8099028197161275e-10	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S02_E20:A05_SHIFT_SUPPORTED_TAPER|CMINUS	1.7527984284942418e-10	1.5419683240249471e-10	1.1974723488225803e-09	1.0185051121132839e-09	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S02_E20:A05_SHIFT_SUPPORTED_TAPER|CPLUS	5.3082244730189451e-10	4.127748963824271e-10	7.571723963011429e-10	6.9215651604907657e-10	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S02_E50:A03_RADIAL_SHIFT_TIMELIVE|C0	2.7002068371575838e-10	3.0460624016178624e-10	1.3793960804212283e-10	8.3317217895672103e-11	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S02_E50:A03_RADIAL_SHIFT_TIMELIVE|CMINUS	2.7000776336110607e-10	3.0460684403839236e-10	1.3774166362495591e-10	8.3280681501180301e-11	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S02_E50:A03_RADIAL_SHIFT_TIMELIVE|CPLUS	2.7008070930680923e-10	3.0460516018853493e-10	1.3803794023314788e-10	8.3352232221786778e-11	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S02_E50:A04_LAPSE_LIFT_TIMELIVE|C0	2.6998598882255729e-10	3.0459340553335458e-10	1.373819774170201e-10	8.3150244682664305e-11	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S02_E50:A04_LAPSE_LIFT_TIMELIVE|CMINUS	2.7002420711915487e-10	3.0459605304856794e-10	1.3735548180737602e-10	8.3151515692404011e-11	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S02_E50:A04_LAPSE_LIFT_TIMELIVE|CPLUS	2.699969656424087e-10	3.0459212808867554e-10	1.3730609877126346e-10	8.3132432739947706e-11	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S02_E50:A05_SHIFT_SUPPORTED_TAPER|C0	5.783761957347887e-11	6.8583373595142298e-11	4.3028604223781101e-10	3.8099028197161275e-10	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S02_E50:A05_SHIFT_SUPPORTED_TAPER|CMINUS	1.7527984284942418e-10	1.5419683240249471e-10	1.1974723488225803e-09	1.0185051121132839e-09	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S02_E50:A05_SHIFT_SUPPORTED_TAPER|CPLUS	5.3082244730189451e-10	4.127748963824271e-10	7.571723963011429e-10	6.9215651604907657e-10	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S03_E05:A03_RADIAL_SHIFT_TIMELIVE|C0	4.0426178665288264e-10	3.8968661905368094e-10	1.0226160813462226e-09	7.9506597839881533e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S03_E05:A03_RADIAL_SHIFT_TIMELIVE|CMINUS	4.0386282308578842e-10	3.8983553584896166e-10	1.0241854492366413e-09	7.9442449190047008e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S03_E05:A03_RADIAL_SHIFT_TIMELIVE|CPLUS	4.0583845581629001e-10	3.8922695571036569e-10	1.0239215722187313e-09	7.9454519226236078e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S03_E05:A04_LAPSE_LIFT_TIMELIVE|C0	4.03083594228624e-10	3.8931722746530015e-10	1.0168326956236747e-09	7.917285956150378e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S03_E05:A04_LAPSE_LIFT_TIMELIVE|CMINUS	4.0305350440571071e-10	3.8946443980463767e-10	1.0171453546155718e-09	7.919653282128618e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S03_E05:A04_LAPSE_LIFT_TIMELIVE|CPLUS	4.0335584064789916e-10	3.8944420513126722e-10	1.0199730065560891e-09	7.9250403488468842e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S03_E05:A05_SHIFT_SUPPORTED_TAPER|C0	5.783761957347887e-11	6.8583373595142298e-11	4.3028604223781101e-10	3.8099028197161275e-10	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S03_E05:A05_SHIFT_SUPPORTED_TAPER|CMINUS	1.7527984284942418e-10	1.5419683240249471e-10	1.1974723488225803e-09	1.0185051121132839e-09	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S03_E05:A05_SHIFT_SUPPORTED_TAPER|CPLUS	5.3082244730189451e-10	4.127748963824271e-10	7.571723963011429e-10	6.9215651604907657e-10	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S03_E100:A03_RADIAL_SHIFT_TIMELIVE|C0	2.7414412542064111e-10	3.0703726919538016e-10	1.9735604297281182e-10	1.7091919682964382e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S03_E100:A03_RADIAL_SHIFT_TIMELIVE|CMINUS	2.7410692056831457e-10	3.070373827354604e-10	1.9719350960849525e-10	1.7091708908737711e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S03_E100:A03_RADIAL_SHIFT_TIMELIVE|CPLUS	2.7417154728521362e-10	3.0703715293074561e-10	1.9729294246932496e-10	1.7092108543354086e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S03_E100:A04_LAPSE_LIFT_TIMELIVE|C0	2.7417735726045505e-10	3.0703623821367514e-10	1.9723083047837507e-10	1.7091060382839835e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S03_E100:A04_LAPSE_LIFT_TIMELIVE|CMINUS	2.7414554817585081e-10	3.0703633359693973e-10	1.9726172216841343e-10	1.7091096124175908e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S03_E100:A04_LAPSE_LIFT_TIMELIVE|CPLUS	2.7415613988745751e-10	3.0703617612212843e-10	1.9735177307241894e-10	1.7091098188973987e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S03_E100:A05_SHIFT_SUPPORTED_TAPER|C0	5.783761957347887e-11	6.8583373595142298e-11	4.3028604223781101e-10	3.8099028197161275e-10	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S03_E100:A05_SHIFT_SUPPORTED_TAPER|CMINUS	1.7527984284942418e-10	1.5419683240249471e-10	1.1974723488225803e-09	1.0185051121132839e-09	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S03_E100:A05_SHIFT_SUPPORTED_TAPER|CPLUS	5.3082244730189451e-10	4.127748963824271e-10	7.571723963011429e-10	6.9215651604907657e-10	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S03_E20:A03_RADIAL_SHIFT_TIMELIVE|C0	3.8974785793942144e-10	4.063169133160479e-10	9.4059844623974236e-10	8.2679116958206238e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S03_E20:A03_RADIAL_SHIFT_TIMELIVE|CMINUS	3.8963880062589194e-10	4.0631998404693975e-10	9.4075241071599954e-10	8.2679380949239897e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S03_E20:A03_RADIAL_SHIFT_TIMELIVE|CPLUS	3.8983852872075798e-10	4.0631427545642315e-10	9.4076125300573876e-10	8.2678553548866704e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S03_E20:A04_LAPSE_LIFT_TIMELIVE|C0	3.8964010594684471e-10	4.0628497952781478e-10	9.4040199140957093e-10	8.2671167435040467e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S03_E20:A04_LAPSE_LIFT_TIMELIVE|CMINUS	3.8963611214199609e-10	4.0629266477333931e-10	9.4036872004547282e-10	8.267215057564425e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S03_E20:A04_LAPSE_LIFT_TIMELIVE|CPLUS	3.8970467301605833e-10	4.062813421761256e-10	9.406526727911983e-10	8.2670661187874154e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S03_E20:A05_SHIFT_SUPPORTED_TAPER|C0	5.783761957347887e-11	6.8583373595142298e-11	4.3028604223781101e-10	3.8099028197161275e-10	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S03_E20:A05_SHIFT_SUPPORTED_TAPER|CMINUS	1.7527984284942418e-10	1.5419683240249471e-10	1.1974723488225803e-09	1.0185051121132839e-09	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S03_E20:A05_SHIFT_SUPPORTED_TAPER|CPLUS	5.3082244730189451e-10	4.127748963824271e-10	7.571723963011429e-10	6.9215651604907657e-10	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S03_E50:A03_RADIAL_SHIFT_TIMELIVE|C0	2.7467055459566428e-10	3.0689922228479815e-10	2.077000044171678e-10	1.7641148187459356e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S03_E50:A03_RADIAL_SHIFT_TIMELIVE|CMINUS	2.7465121017354321e-10	3.0689935010994657e-10	2.0754482431290111e-10	1.7640363186410421e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S03_E50:A03_RADIAL_SHIFT_TIMELIVE|CPLUS	2.7469917681656006e-10	3.068988056585312e-10	2.0768819873217475e-10	1.7641892046811774e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S03_E50:A04_LAPSE_LIFT_TIMELIVE|C0	2.7461182619731401e-10	3.0689495785459017e-10	2.0737457167535289e-10	1.763763337564206e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S03_E50:A04_LAPSE_LIFT_TIMELIVE|CMINUS	2.7463555750026367e-10	3.0689574591088805e-10	2.0755930706067134e-10	1.7637934917343348e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S03_E50:A04_LAPSE_LIFT_TIMELIVE|CPLUS	2.746457736705267e-10	3.0689444926441148e-10	2.0742409870307785e-10	1.7637639098021364e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S03_E50:A05_SHIFT_SUPPORTED_TAPER|C0	5.783761957347887e-11	6.8583373595142298e-11	4.3028604223781101e-10	3.8099028197161275e-10	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S03_E50:A05_SHIFT_SUPPORTED_TAPER|CMINUS	1.7527984284942418e-10	1.5419683240249471e-10	1.1974723488225803e-09	1.0185051121132839e-09	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S03_E50:A05_SHIFT_SUPPORTED_TAPER|CPLUS	5.3082244730189451e-10	4.127748963824271e-10	7.571723963011429e-10	6.9215651604907657e-10	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S04_E05:A03_RADIAL_SHIFT_TIMELIVE|C0	2.4226557500207345e-10	4.9805614715009814e-10	6.656481687135201e-10	5.4012542912520127e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S04_E05:A03_RADIAL_SHIFT_TIMELIVE|CMINUS	3.1969624197375323e-10	5.650982083843643e-10	1.1966769154600467e-09	1.2881385947996295e-09	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S04_E05:A03_RADIAL_SHIFT_TIMELIVE|CPLUS	7.9647223337709725e-10	6.5786745707019046e-10	1.050278283998539e-09	1.0126445978987393e-09	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S04_E05:A04_LAPSE_LIFT_TIMELIVE|C0	2.7327469055301768e-10	3.4101547946113387e-10	1.3320271602287617e-09	6.2046287402210856e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S04_E05:A04_LAPSE_LIFT_TIMELIVE|CMINUS	3.2177577844819585e-10	3.4803214617341678e-10	1.1944364545069409e-09	6.497270970568678e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S04_E05:A04_LAPSE_LIFT_TIMELIVE|CPLUS	3.3855583371442507e-10	3.4870346399973802e-10	1.7133962734904199e-09	3.7371405527989539e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S04_E05:A05_SHIFT_SUPPORTED_TAPER|C0	5.783761957347887e-11	6.8583373595142298e-11	4.3028604223781101e-10	3.8099028197161275e-10	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S04_E05:A05_SHIFT_SUPPORTED_TAPER|CMINUS	1.7527984284942418e-10	1.5419683240249471e-10	1.1974723488225803e-09	1.0185051121132839e-09	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S04_E05:A05_SHIFT_SUPPORTED_TAPER|CPLUS	5.3082244730189451e-10	4.127748963824271e-10	7.571723963011429e-10	6.9215651604907657e-10	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S04_E100:A03_RADIAL_SHIFT_TIMELIVE|C0	2.6342221443991016e-10	2.9180476354409884e-10	4.8888278849834096e-10	2.8946561948976673e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S04_E100:A03_RADIAL_SHIFT_TIMELIVE|CMINUS	2.6314410767975511e-10	2.9185226189003524e-10	4.8761534044950912e-10	2.8979735422674244e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S04_E100:A03_RADIAL_SHIFT_TIMELIVE|CPLUS	2.645846757760329e-10	2.9164984497572701e-10	4.8839075369700055e-10	2.8971650226018379e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S04_E100:A04_LAPSE_LIFT_TIMELIVE|C0	2.6303598423523793e-10	2.9160331688159807e-10	4.9106199938710949e-10	2.8913788610902187e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S04_E100:A04_LAPSE_LIFT_TIMELIVE|CMINUS	2.6288856327727827e-10	2.9159007329107871e-10	4.9062654448821157e-10	2.8917546196025367e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S04_E100:A04_LAPSE_LIFT_TIMELIVE|CPLUS	2.6313575430667561e-10	2.9159771150844185e-10	4.9027387317362139e-10	2.8865141081109749e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S04_E100:A05_SHIFT_SUPPORTED_TAPER|C0	5.783761957347887e-11	6.8583373595142298e-11	4.3028604223781101e-10	3.8099028197161275e-10	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S04_E100:A05_SHIFT_SUPPORTED_TAPER|CMINUS	1.7527984284942418e-10	1.5419683240249471e-10	1.1974723488225803e-09	1.0185051121132839e-09	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S04_E100:A05_SHIFT_SUPPORTED_TAPER|CPLUS	5.3082244730189451e-10	4.127748963824271e-10	7.571723963011429e-10	6.9215651604907657e-10	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S04_E20:A03_RADIAL_SHIFT_TIMELIVE|C0	4.6258634684396318e-10	3.5582341656562158e-10	6.7603377623297769e-10	2.9078905605778064e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S04_E20:A03_RADIAL_SHIFT_TIMELIVE|CMINUS	4.6751948756619606e-10	3.586378495385056e-10	6.6964236704046976e-10	3.1358585194713619e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S04_E20:A03_RADIAL_SHIFT_TIMELIVE|CPLUS	4.6474701911287292e-10	3.4794879819410689e-10	6.7365499088326805e-10	3.0624023645117489e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S04_E20:A04_LAPSE_LIFT_TIMELIVE|C0	4.7012556401287244e-10	3.4598586491151359e-10	7.4850814336733887e-10	3.0640192587865362e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S04_E20:A04_LAPSE_LIFT_TIMELIVE|CMINUS	4.7678916758825307e-10	3.4601718878482562e-10	7.3721466503912965e-10	3.0714489042943532e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S04_E20:A04_LAPSE_LIFT_TIMELIVE|CPLUS	4.7860073617170273e-10	3.4667244409106002e-10	7.952955989339144e-10	2.7680468369819122e-10	I	I	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	SPLIT_MISALIGNED_WITH_CURVATURE_PRINCIPALS	TRUE
G85|G75_AM_S04_E20:A05_SHIFT_SUPPORTED_TAPER|C0	5.783761957347887e-11	6.8583373595142298e-11	4.3028604223781101e-10	3.8099028197161275e-10	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S04_E20:A05_SHIFT_SUPPORTED_TAPER|CMINUS	1.7527984284942418e-10	1.5419683240249471e-10	1.1974723488225803e-09	1.0185051121132839e-09	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
G85|G75_AM_S04_E20:A05_SHIFT_SUPPORTED_TAPER|CPLUS	5.3082244730189451e-10	4.127748963824271e-10	7.571723963011429e-10	6.9215651604907657e-10	D	D	WEYL_AND_RICCI_AGREE_ON_SPLIT	WEYL_AND_RICCI_AGREE_ON_SPLIT	TRUE
