profile_id	lapse_name	lapse_a	shape_id	amplitude	q_of_s	max_abs_q	center_h_order_in_x	center_B_order_in_x	endpoint_q	behavior_class	center_status	signature_status	lapse_min	reflection_partner	physical_status
G75_AM_S30_E05	AM	-1/4	S30	1/20	-s**2/40 + s/20 + 1/40	1/20	2	2	1/20	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	3/4	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_A0_S30_E05	A0	0	S30	1/20	-s**2/40 + s/20 + 1/40	1/20	2	2	1/20	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AP_S30_E05	AP	1/4	S30	1/20	-s**2/40 + s/20 + 1/40	1/20	2	2	1/20	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AM_S30_E20	AM	-1/4	S30	1/5	-s**2/10 + s/5 + 1/10	1/5	2	2	1/5	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	3/4	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_A0_S30_E20	A0	0	S30	1/5	-s**2/10 + s/5 + 1/10	1/5	2	2	1/5	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AP_S30_E20	AP	1/4	S30	1/5	-s**2/10 + s/5 + 1/10	1/5	2	2	1/5	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AM_S30_E50	AM	-1/4	S30	1/2	-s**2/4 + s/2 + 1/4	1/2	2	2	1/2	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	3/4	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_A0_S30_E50	A0	0	S30	1/2	-s**2/4 + s/2 + 1/4	1/2	2	2	1/2	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AP_S30_E50	AP	1/4	S30	1/2	-s**2/4 + s/2 + 1/4	1/2	2	2	1/2	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AM_S30_E100	AM	-1/4	S30	1	-s**2/2 + s + 1/2	1	2	2	1	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	3/4	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_A0_S30_E100	A0	0	S30	1	-s**2/2 + s + 1/2	1	2	2	1	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AP_S30_E100	AP	1/4	S30	1	-s**2/2 + s + 1/2	1	2	2	1	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AM_S31_E05	AM	-1/4	S31	1/20	s/30 + 1/60	1/20	2	2	1/20	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	3/4	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_A0_S31_E05	A0	0	S31	1/20	s/30 + 1/60	1/20	2	2	1/20	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AP_S31_E05	AP	1/4	S31	1/20	s/30 + 1/60	1/20	2	2	1/20	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AM_S31_E20	AM	-1/4	S31	1/5	2*s/15 + 1/15	1/5	2	2	1/5	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	3/4	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_A0_S31_E20	A0	0	S31	1/5	2*s/15 + 1/15	1/5	2	2	1/5	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AP_S31_E20	AP	1/4	S31	1/5	2*s/15 + 1/15	1/5	2	2	1/5	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AM_S31_E50	AM	-1/4	S31	1/2	s/3 + 1/6	1/2	2	2	1/2	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	3/4	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_A0_S31_E50	A0	0	S31	1/2	s/3 + 1/6	1/2	2	2	1/2	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AP_S31_E50	AP	1/4	S31	1/2	s/3 + 1/6	1/2	2	2	1/2	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AM_S31_E100	AM	-1/4	S31	1	2*s/3 + 1/3	1	2	2	1	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	3/4	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_A0_S31_E100	A0	0	S31	1	2*s/3 + 1/3	1	2	2	1	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AP_S31_E100	AP	1/4	S31	1	2*s/3 + 1/3	1	2	2	1	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AM_S32_E05	AM	-1/4	S32	1/20	s**2/80 + s/40 + 1/80	1/20	2	2	1/20	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	3/4	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_A0_S32_E05	A0	0	S32	1/20	s**2/80 + s/40 + 1/80	1/20	2	2	1/20	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AP_S32_E05	AP	1/4	S32	1/20	s**2/80 + s/40 + 1/80	1/20	2	2	1/20	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AM_S32_E20	AM	-1/4	S32	1/5	s**2/20 + s/10 + 1/20	1/5	2	2	1/5	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	3/4	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_A0_S32_E20	A0	0	S32	1/5	s**2/20 + s/10 + 1/20	1/5	2	2	1/5	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AP_S32_E20	AP	1/4	S32	1/5	s**2/20 + s/10 + 1/20	1/5	2	2	1/5	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AM_S32_E50	AM	-1/4	S32	1/2	s**2/8 + s/4 + 1/8	1/2	2	2	1/2	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	3/4	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_A0_S32_E50	A0	0	S32	1/2	s**2/8 + s/4 + 1/8	1/2	2	2	1/2	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AP_S32_E50	AP	1/4	S32	1/2	s**2/8 + s/4 + 1/8	1/2	2	2	1/2	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AM_S32_E100	AM	-1/4	S32	1	s**2/4 + s/2 + 1/4	1	2	2	1	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	3/4	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_A0_S32_E100	A0	0	S32	1	s**2/4 + s/2 + 1/4	1	2	2	1	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AP_S32_E100	AP	1/4	S32	1	s**2/4 + s/2 + 1/4	1	2	2	1	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AM_S33_E05	AM	-1/4	S33	1/20	s**2/50 + s/50 + 1/100	1/20	2	2	1/20	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	3/4	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_A0_S33_E05	A0	0	S33	1/20	s**2/50 + s/50 + 1/100	1/20	2	2	1/20	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AP_S33_E05	AP	1/4	S33	1/20	s**2/50 + s/50 + 1/100	1/20	2	2	1/20	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AM_S33_E20	AM	-1/4	S33	1/5	2*s**2/25 + 2*s/25 + 1/25	1/5	2	2	1/5	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	3/4	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_A0_S33_E20	A0	0	S33	1/5	2*s**2/25 + 2*s/25 + 1/25	1/5	2	2	1/5	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AP_S33_E20	AP	1/4	S33	1/5	2*s**2/25 + 2*s/25 + 1/25	1/5	2	2	1/5	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AM_S33_E50	AM	-1/4	S33	1/2	s**2/5 + s/5 + 1/10	1/2	2	2	1/2	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	3/4	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_A0_S33_E50	A0	0	S33	1/2	s**2/5 + s/5 + 1/10	1/2	2	2	1/2	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AP_S33_E50	AP	1/4	S33	1/2	s**2/5 + s/5 + 1/10	1/2	2	2	1/2	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AM_S33_E100	AM	-1/4	S33	1	2*s**2/5 + 2*s/5 + 1/5	1	2	2	1	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	3/4	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_A0_S33_E100	A0	0	S33	1	2*s**2/5 + 2*s/5 + 1/5	1	2	2	1	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AP_S33_E100	AP	1/4	S33	1	2*s**2/5 + 2*s/5 + 1/5	1	2	2	1	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AM_S34_E05	AM	-1/4	S34	1/20	-s**2/40 - s/20 + 1/20	1/20	2	2	-1/40	INTERIOR_SIGN_CHANGE	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	3/4	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_A0_S34_E05	A0	0	S34	1/20	-s**2/40 - s/20 + 1/20	1/20	2	2	-1/40	INTERIOR_SIGN_CHANGE	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AP_S34_E05	AP	1/4	S34	1/20	-s**2/40 - s/20 + 1/20	1/20	2	2	-1/40	INTERIOR_SIGN_CHANGE	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AM_S34_E20	AM	-1/4	S34	1/5	-s**2/10 - s/5 + 1/5	1/5	2	2	-1/10	INTERIOR_SIGN_CHANGE	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	3/4	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_A0_S34_E20	A0	0	S34	1/5	-s**2/10 - s/5 + 1/5	1/5	2	2	-1/10	INTERIOR_SIGN_CHANGE	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AP_S34_E20	AP	1/4	S34	1/5	-s**2/10 - s/5 + 1/5	1/5	2	2	-1/10	INTERIOR_SIGN_CHANGE	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AM_S34_E50	AM	-1/4	S34	1/2	-s**2/4 - s/2 + 1/2	1/2	2	2	-1/4	INTERIOR_SIGN_CHANGE	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	3/4	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_A0_S34_E50	A0	0	S34	1/2	-s**2/4 - s/2 + 1/2	1/2	2	2	-1/4	INTERIOR_SIGN_CHANGE	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AP_S34_E50	AP	1/4	S34	1/2	-s**2/4 - s/2 + 1/2	1/2	2	2	-1/4	INTERIOR_SIGN_CHANGE	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AM_S34_E100	AM	-1/4	S34	1	-s**2/2 - s + 1	1	2	2	-1/2	INTERIOR_SIGN_CHANGE	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	3/4	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_A0_S34_E100	A0	0	S34	1	-s**2/2 - s + 1	1	2	2	-1/2	INTERIOR_SIGN_CHANGE	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AP_S34_E100	AP	1/4	S34	1	-s**2/2 - s + 1	1	2	2	-1/2	INTERIOR_SIGN_CHANGE	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AM_S35_E05	AM	-1/4	S35	1/20	s**2/40 - s/20 + 1/20	1/20	2	2	1/40	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	3/4	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_A0_S35_E05	A0	0	S35	1/20	s**2/40 - s/20 + 1/20	1/20	2	2	1/40	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AP_S35_E05	AP	1/4	S35	1/20	s**2/40 - s/20 + 1/20	1/20	2	2	1/40	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AM_S35_E20	AM	-1/4	S35	1/5	s**2/10 - s/5 + 1/5	1/5	2	2	1/10	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	3/4	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_A0_S35_E20	A0	0	S35	1/5	s**2/10 - s/5 + 1/5	1/5	2	2	1/10	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AP_S35_E20	AP	1/4	S35	1/5	s**2/10 - s/5 + 1/5	1/5	2	2	1/10	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AM_S35_E50	AM	-1/4	S35	1/2	s**2/4 - s/2 + 1/2	1/2	2	2	1/4	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	3/4	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_A0_S35_E50	A0	0	S35	1/2	s**2/4 - s/2 + 1/2	1/2	2	2	1/4	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AP_S35_E50	AP	1/4	S35	1/2	s**2/4 - s/2 + 1/2	1/2	2	2	1/4	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AM_S35_E100	AM	-1/4	S35	1	s**2/2 - s + 1	1	2	2	1/2	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	3/4	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_A0_S35_E100	A0	0	S35	1	s**2/2 - s + 1	1	2	2	1/2	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AP_S35_E100	AP	1/4	S35	1	s**2/2 - s + 1	1	2	2	1/2	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AM_S36_E05	AM	-1/4	S36	1/20	-s**2/20 - s/40 + 1/20	1/20	2	2	-1/40	INTERIOR_SIGN_CHANGE	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	3/4	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_A0_S36_E05	A0	0	S36	1/20	-s**2/20 - s/40 + 1/20	1/20	2	2	-1/40	INTERIOR_SIGN_CHANGE	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AP_S36_E05	AP	1/4	S36	1/20	-s**2/20 - s/40 + 1/20	1/20	2	2	-1/40	INTERIOR_SIGN_CHANGE	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AM_S36_E20	AM	-1/4	S36	1/5	-s**2/5 - s/10 + 1/5	1/5	2	2	-1/10	INTERIOR_SIGN_CHANGE	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	3/4	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_A0_S36_E20	A0	0	S36	1/5	-s**2/5 - s/10 + 1/5	1/5	2	2	-1/10	INTERIOR_SIGN_CHANGE	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AP_S36_E20	AP	1/4	S36	1/5	-s**2/5 - s/10 + 1/5	1/5	2	2	-1/10	INTERIOR_SIGN_CHANGE	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AM_S36_E50	AM	-1/4	S36	1/2	-s**2/2 - s/4 + 1/2	1/2	2	2	-1/4	INTERIOR_SIGN_CHANGE	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	3/4	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_A0_S36_E50	A0	0	S36	1/2	-s**2/2 - s/4 + 1/2	1/2	2	2	-1/4	INTERIOR_SIGN_CHANGE	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AP_S36_E50	AP	1/4	S36	1/2	-s**2/2 - s/4 + 1/2	1/2	2	2	-1/4	INTERIOR_SIGN_CHANGE	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AM_S36_E100	AM	-1/4	S36	1	-s**2 - s/2 + 1	1	2	2	-1/2	INTERIOR_SIGN_CHANGE	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	3/4	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_A0_S36_E100	A0	0	S36	1	-s**2 - s/2 + 1	1	2	2	-1/2	INTERIOR_SIGN_CHANGE	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AP_S36_E100	AP	1/4	S36	1	-s**2 - s/2 + 1	1	2	2	-1/2	INTERIOR_SIGN_CHANGE	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AM_S37_E05	AM	-1/4	S37	1/20	-s**2/40 - s/40 + 1/20	1/20	2	2	0	ENDPOINT_TAPER_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	3/4	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_A0_S37_E05	A0	0	S37	1/20	-s**2/40 - s/40 + 1/20	1/20	2	2	0	ENDPOINT_TAPER_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
