top_group	tracked_paths	hit_files	match_count	rule_ids	audit_report	audit_report_sha256	first_commit	first_commit_date	last_commit	last_commit_date	scientific_disposition
udt_stability_hypothesis_cross_family_atlas_2026-08-01	44	5	55	D03;D04;D06	udt_stability_hypothesis_cross_family_atlas_2026-08-01/AUDIT_REPORT.md	69eac1fffa1c1d969a9f72592a91ffd60e666f1f6764c8194fe3d8ed51dba249	d84fbf9c8686eca4479ec9977cfcef9023f8ce0f	2026-08-01T15:02:07-04:00	d84fbf9c8686eca4479ec9977cfcef9023f8ce0f	2026-08-01T15:02:07-04:00	CONTEXT_ONLY_NOT_BRANCH_SOURCE
udt_structural_ensemble_metric_atlas_2026-07-21	44	13	34	D03;D04;D05;D06	udt_structural_ensemble_metric_atlas_2026-07-21/AUDIT_REPORT.md	cd8195dbfe93f7cfd5db31b96376de83a99c69e2e54de78e0d0440d47bd048e9	ba572f589eae83c9f74de1b93b34d389529b27b7	2026-07-21T17:09:13-04:00	ba572f589eae83c9f74de1b93b34d389529b27b7	2026-07-21T17:09:13-04:00	SUPPORTING_LOCAL_OR_CONTEXT_SOURCE
udt_temporal_soldering_atlas_2026-07-22	66	32	2149	D03;D04;D05;D06	udt_temporal_soldering_atlas_2026-07-22/AUDIT_REPORT.md	85a568a215161e2f827ae5014dcf5a7d40f98c2697ea00a93ecff25171a16f3e	03e0e9407c756ad4cae2fbf4a4814c820aeaf5fc	2026-07-22T22:41:07-04:00	03e0e9407c756ad4cae2fbf4a4814c820aeaf5fc	2026-07-22T22:41:07-04:00	SIX_GATE_SOURCE
udt_three_reciprocity_delta_k_audit_2026-07-23	36	2	7	D03;D04;D05;D06	udt_three_reciprocity_delta_k_audit_2026-07-23/AUDIT_REPORT.md	a7e00f3cdc5b7ee3e26afdd0426ca27b5b663f0b5477977650f9a995f04fa214	ef4c64981afd30e600b05ec2fd840eaa84222e47	2026-07-23T14:06:56-04:00	ef4c64981afd30e600b05ec2fd840eaa84222e47	2026-07-23T14:06:56-04:00	CONTEXT_ONLY_NOT_BRANCH_SOURCE
udt_time_extendability_constraint_audit_2026-07-20	22	9	45	D04;D05;D06	udt_time_extendability_constraint_audit_2026-07-20/AUDIT_REPORT.md	2052d25e338064f8fe51e78a521bc2a54d3e27913e04040185eb2fd7d97872e1	641425f347b0108a7a59abe9c84e4b8a813fb077	2026-07-21T00:05:32-04:00	641425f347b0108a7a59abe9c84e4b8a813fb077	2026-07-21T00:05:32-04:00	CONTEXT_ONLY_NOT_BRANCH_SOURCE
udt_time_live_characteristic_flux_audit_2026-07-21	29	11	47	D03;D04;D05;D06	udt_time_live_characteristic_flux_audit_2026-07-21/AUDIT_REPORT.md	6949cfd631e13efe472713c887a586278f312d3798c0f60ea7218ff667761550	6c17a36e3693d21de73b18827324ef68923c285c	2026-07-21T12:51:04-04:00	6c17a36e3693d21de73b18827324ef68923c285c	2026-07-21T12:51:04-04:00	SUPPORTING_LOCAL_OR_CONTEXT_SOURCE
udt_timelive_spherical_areal_polarization_audit_2026-07-22	25	10	19	D03;D04;D05;D06	udt_timelive_spherical_areal_polarization_audit_2026-07-22/AUDIT_REPORT.md	5775e093e0260ed7f6eeb5e75541149a7fdc99241554ef76dd11baec53b9ed8e	e4075a05e6f64714e732f375641bd73447d3559c	2026-07-22T17:34:49-04:00	e4075a05e6f64714e732f375641bd73447d3559c	2026-07-22T17:34:49-04:00	CONTEXT_ONLY_NOT_BRANCH_SOURCE
udt_twisted_s3_intrinsic_pair_witness_audit_2026-07-27	40	5	7	D05;D06	udt_twisted_s3_intrinsic_pair_witness_audit_2026-07-27/AUDIT_REPORT.md	150c98e46d666b58a573d194d4b2a60a228d29d3925e6fe27e1d5650e28efc25	ec5a241927b51b047d8bdbb3742cdaa5e464c880	2026-07-27T08:39:07-04:00	ec5a241927b51b047d8bdbb3742cdaa5e464c880	2026-07-27T08:39:07-04:00	SIX_GATE_SOURCE
udt_twisted_s3_intrinsic_screen_cocycle_audit_2026-07-27	39	17	91	D03;D05;D06	udt_twisted_s3_intrinsic_screen_cocycle_audit_2026-07-27/AUDIT_REPORT.md	94bcc1ba48e5e031a306227f12220707b435b9bc30ed162808a13abc558fff1f	cc7aa2947e1d8377c175d3cdc7958689ad06dac6	2026-07-27T10:15:30-04:00	cc7aa2947e1d8377c175d3cdc7958689ad06dac6	2026-07-27T10:15:30-04:00	SIX_GATE_SOURCE
udt_twisted_s3_killing_algebra_audit_2026-07-27	46	10	18	D04;D05;D06	udt_twisted_s3_killing_algebra_audit_2026-07-27/AUDIT_REPORT.md	9f4b70236168a4e46298f688b3d42b23f6760123bf238041a008110c71f932e1	9511dbb0bd0b17be00f1b73c58b76bae3317a4fb	2026-07-27T14:27:11-04:00	9511dbb0bd0b17be00f1b73c58b76bae3317a4fb	2026-07-27T14:27:11-04:00	SUPPORTING_LOCAL_OR_CONTEXT_SOURCE
udt_two_frame_regime_metric_limit_audit_2026-07-22	30	6	14	D03;D04;D05;D06	udt_two_frame_regime_metric_limit_audit_2026-07-22/AUDIT_REPORT.md	cadc315cbb88fd3b418accada7b075f42883ec1c8ad3f4ac3ab98c7419ae1f8f	5457a36f96e46424032899dcb1a1a0874f273c58	2026-07-22T18:57:49-04:00	5457a36f96e46424032899dcb1a1a0874f273c58	2026-07-22T18:57:49-04:00	CONTEXT_ONLY_NOT_BRANCH_SOURCE
udt_two_observer_separation_selector_audit_2026-07-24	35	29	184	D03;D04;D05;D06	udt_two_observer_separation_selector_audit_2026-07-24/AUDIT_REPORT.md	d4179f8849554af98c559bc3806f87b7a4eb088641a0b0994e8043d43d0b6dcc	fa85e16f1379574d961024c9998075ad3e70f7ee	2026-07-24T06:26:51-04:00	fa85e16f1379574d961024c9998075ad3e70f7ee	2026-07-24T06:26:51-04:00	SUPPORTING_LOCAL_OR_CONTEXT_SOURCE
udt_uniqueness_consumer_audit_2026-07-28	3	3	28	D03;D04;D06	udt_uniqueness_consumer_audit_2026-07-28/AUDIT_REPORT.md	0568a5e310d0fc48a3b3da9366bec940b21d963ace8554141f04a69ff988737e	34902d89224cfec9fe62918823ecbdae0194628f	2026-07-28T15:59:25-04:00	34902d89224cfec9fe62918823ecbdae0194628f	2026-07-28T15:59:25-04:00	SUPPORTING_LOCAL_OR_CONTEXT_SOURCE
udt_whole_configuration_reciprocity_audit_2026-08-01	40	11	71	D03;D04;D06	udt_whole_configuration_reciprocity_audit_2026-08-01/AUDIT_REPORT.md	e6022ae04eb9e12a7a87b5ddcd28c89d138c997511872b7b4b554f987baa4d87	9d17940c5ab490b281b7818b46918ed378c96bf1	2026-08-01T14:00:01-04:00	9d17940c5ab490b281b7818b46918ed378c96bf1	2026-08-01T14:00:01-04:00	SUPPORTING_LOCAL_OR_CONTEXT_SOURCE
udt_wrl_xmax_lightcone_frame_audit_2026-07-23	25	10	23	D03;D04;D05;D06	udt_wrl_xmax_lightcone_frame_audit_2026-07-23/AUDIT_REPORT.md	2744eaf8cd99948804e34f22f6d496a9f1a8d6f0b1867d29e6d82f920248cb35	0e16bea8a1e26b4250d55d551b3ca34a6f43a659	2026-07-23T15:02:14-04:00	0e16bea8a1e26b4250d55d551b3ca34a6f43a659	2026-07-23T15:02:14-04:00	SUPPORTING_LOCAL_OR_CONTEXT_SOURCE
udt_xmax_dilation_asymptote_correction_2026-07-23	24	5	11	D05;D06	udt_xmax_dilation_asymptote_correction_2026-07-23/AUDIT_REPORT.md	fd3d99c357d158021151e12013158da13b0a4c30940bcec4c60f3cc7b7277164	e972937929c54b1402f709de83bf61d66ce08093	2026-07-23T14:44:16-04:00	e972937929c54b1402f709de83bf61d66ce08093	2026-07-23T14:44:16-04:00	CONTEXT_ONLY_NOT_BRANCH_SOURCE
udt_xmax_observer_separation_audit_2026-07-24	37	22	261	D03;D04;D05;D06	udt_xmax_observer_separation_audit_2026-07-24/AUDIT_REPORT.md	0e7d4f0b8a9e70a2f45fac494ce737fa4d0deaf4824940953377fa39f345c3ee	1adaf070f764aa226119f4039507e4bd2125e4b7	2026-07-24T06:12:43-04:00	1adaf070f764aa226119f4039507e4bd2125e4b7	2026-07-24T06:12:43-04:00	CONTEXT_ONLY_NOT_BRANCH_SOURCE
verifier_evidence_2026-07-14	7	1	1	D06	-	-	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PROVENANCE_OR_HISTORICAL_ONLY
verifier_scripts_coupled_cell	8	5	7	D06	-	-	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	SUPPORTING_OR_PROVENANCE_NOT_STANDALONE_BRANCH
xmax_accelerating_finite_cell_cartan_2026-07-19	21	15	99	D04;D05;D06	xmax_accelerating_finite_cell_cartan_2026-07-19/AUDIT_REPORT.md	bfcaaa7bfa0b9455c32f39ebbed38f8f166c097fd375e4c265f956e5df6799e8	85f94e10324d5c56f81d335b524afc700435d4c9	2026-07-19T19:57:05-04:00	85f94e10324d5c56f81d335b524afc700435d4c9	2026-07-19T19:57:05-04:00	SUPPORTING_OR_INCOMPLETE_BRANCH_SOURCE
xmax_dynamic_observer_frame_2026-07-19	21	11	57	D04;D05;D06	xmax_dynamic_observer_frame_2026-07-19/AUDIT_REPORT.md	3c23d222c94fc2bd219d188803bfd2174d38cb88809a273d0a303351267d0d2c	9f12b97349b09f7392edb4bd7204c52cbc597d10	2026-07-19T19:29:59-04:00	9f12b97349b09f7392edb4bd7204c52cbc597d10	2026-07-19T19:29:59-04:00	SUPPORTING_OR_INCOMPLETE_BRANCH_SOURCE
xmax_full_frame_realization_2026-07-19	22	14	49	D03;D04;D05;D06	xmax_full_frame_realization_2026-07-19/AUDIT_REPORT.md	01b4e7e4c1c2fabd983a98e227073d7b57e9df46816938ed2440ad714f2275d4	14d3387166f62f5f4a265f5331defae13ea8ecbe	2026-07-19T19:04:20-04:00	14d3387166f62f5f4a265f5331defae13ea8ecbe	2026-07-19T19:04:20-04:00	SUPPORTING_OR_INCOMPLETE_BRANCH_SOURCE
xmax_reciprocity_audit_2026-07-19	22	14	92	D03;D04;D05;D06	xmax_reciprocity_audit_2026-07-19/AUDIT_REPORT.md	6dd717ced43a713f68817d442e5130f438195c980b505d93bd8aedd32f481186	07f397607c2ca784630034a97fb7f24cf08d378d	2026-07-19T18:33:40-04:00	07f397607c2ca784630034a97fb7f24cf08d378d	2026-07-19T18:33:40-04:00	SUPPORTING_OR_INCOMPLETE_BRANCH_SOURCE
