identity_order	identity_id	bank	carrier_id	mask_id	start_point	end_point	global_domain_status
139	B0_R08_1_MB	B0	R08_1	MB	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
140	B0_R08_1_MC	B0	R08_1	MC	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
141	B0_R08_1_MD	B0	R08_1	MD	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
142	B0_R08_1_ME	B0	R08_1	ME	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
143	B0_R08_1_MF	B0	R08_1	MF	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
144	B0_R09_1_M0	B0	R09_1	M0	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
145	B0_R09_1_M1	B0	R09_1	M1	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
146	B0_R09_1_M2	B0	R09_1	M2	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
147	B0_R09_1_M3	B0	R09_1	M3	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
148	B0_R09_1_M4	B0	R09_1	M4	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
149	B0_R09_1_M5	B0	R09_1	M5	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
150	B0_R09_1_M6	B0	R09_1	M6	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
151	B0_R09_1_M7	B0	R09_1	M7	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
152	B0_R09_1_M8	B0	R09_1	M8	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
153	B0_R09_1_M9	B0	R09_1	M9	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
154	B0_R09_1_MA	B0	R09_1	MA	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
155	B0_R09_1_MB	B0	R09_1	MB	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
156	B0_R09_1_MC	B0	R09_1	MC	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
157	B0_R09_1_MD	B0	R09_1	MD	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
158	B0_R09_1_ME	B0	R09_1	ME	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
159	B0_R09_1_MF	B0	R09_1	MF	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
160	B0_R10_1_M0	B0	R10_1	M0	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
161	B0_R10_1_M1	B0	R10_1	M1	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
162	B0_R10_1_M2	B0	R10_1	M2	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
163	B0_R10_1_M3	B0	R10_1	M3	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
164	B0_R10_1_M4	B0	R10_1	M4	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
165	B0_R10_1_M5	B0	R10_1	M5	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
166	B0_R10_1_M6	B0	R10_1	M6	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
167	B0_R10_1_M7	B0	R10_1	M7	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
168	B0_R10_1_M8	B0	R10_1	M8	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
169	B0_R10_1_M9	B0	R10_1	M9	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
170	B0_R10_1_MA	B0	R10_1	MA	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
171	B0_R10_1_MB	B0	R10_1	MB	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
172	B0_R10_1_MC	B0	R10_1	MC	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
173	B0_R10_1_MD	B0	R10_1	MD	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
174	B0_R10_1_ME	B0	R10_1	ME	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
175	B0_R10_1_MF	B0	R10_1	MF	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
176	B0_R11_1_M0	B0	R11_1	M0	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
177	B0_R11_1_M1	B0	R11_1	M1	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
178	B0_R11_1_M2	B0	R11_1	M2	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
179	B0_R11_1_M3	B0	R11_1	M3	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
180	B0_R11_1_M4	B0	R11_1	M4	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
181	B0_R11_1_M5	B0	R11_1	M5	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
182	B0_R11_1_M6	B0	R11_1	M6	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
183	B0_R11_1_M7	B0	R11_1	M7	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
184	B0_R11_1_M8	B0	R11_1	M8	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
185	B0_R11_1_M9	B0	R11_1	M9	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
186	B0_R11_1_MA	B0	R11_1	MA	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
187	B0_R11_1_MB	B0	R11_1	MB	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
188	B0_R11_1_MC	B0	R11_1	MC	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
189	B0_R11_1_MD	B0	R11_1	MD	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
190	B0_R11_1_ME	B0	R11_1	ME	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
191	B0_R11_1_MF	B0	R11_1	MF	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
192	B0_R12_1_M0	B0	R12_1	M0	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
193	B0_R12_1_M1	B0	R12_1	M1	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
194	B0_R12_1_M2	B0	R12_1	M2	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
195	B0_R12_1_M3	B0	R12_1	M3	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
196	B0_R12_1_M4	B0	R12_1	M4	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
197	B0_R12_1_M5	B0	R12_1	M5	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
198	B0_R12_1_M6	B0	R12_1	M6	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
199	B0_R12_1_M7	B0	R12_1	M7	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
200	B0_R12_1_M8	B0	R12_1	M8	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
201	B0_R12_1_M9	B0	R12_1	M9	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
202	B0_R12_1_MA	B0	R12_1	MA	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
203	B0_R12_1_MB	B0	R12_1	MB	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
204	B0_R12_1_MC	B0	R12_1	MC	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
205	B0_R12_1_MD	B0	R12_1	MD	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
206	B0_R12_1_ME	B0	R12_1	ME	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
207	B0_R12_1_MF	B0	R12_1	MF	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
208	B0_R13_1_M0	B0	R13_1	M0	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
209	B0_R13_1_M1	B0	R13_1	M1	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
210	B0_R13_1_M2	B0	R13_1	M2	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
211	B0_R13_1_M3	B0	R13_1	M3	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
212	B0_R13_1_M4	B0	R13_1	M4	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
213	B0_R13_1_M5	B0	R13_1	M5	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
214	B0_R13_1_M6	B0	R13_1	M6	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
215	B0_R13_1_M7	B0	R13_1	M7	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
216	B0_R13_1_M8	B0	R13_1	M8	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
217	B0_R13_1_M9	B0	R13_1	M9	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
218	B0_R13_1_MA	B0	R13_1	MA	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
219	B0_R13_1_MB	B0	R13_1	MB	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
220	B0_R13_1_MC	B0	R13_1	MC	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
221	B0_R13_1_MD	B0	R13_1	MD	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
222	B0_R13_1_ME	B0	R13_1	ME	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
223	B0_R13_1_MF	B0	R13_1	MF	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
224	B0_R14_1_M0	B0	R14_1	M0	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
225	B0_R14_1_M1	B0	R14_1	M1	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
226	B0_R14_1_M2	B0	R14_1	M2	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
227	B0_R14_1_M3	B0	R14_1	M3	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
228	B0_R14_1_M4	B0	R14_1	M4	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
229	B0_R14_1_M5	B0	R14_1	M5	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
230	B0_R14_1_M6	B0	R14_1	M6	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
231	B0_R14_1_M7	B0	R14_1	M7	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
232	B0_R14_1_M8	B0	R14_1	M8	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
233	B0_R14_1_M9	B0	R14_1	M9	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
234	B0_R14_1_MA	B0	R14_1	MA	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
235	B0_R14_1_MB	B0	R14_1	MB	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
236	B0_R14_1_MC	B0	R14_1	MC	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
237	B0_R14_1_MD	B0	R14_1	MD	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
238	B0_R14_1_ME	B0	R14_1	ME	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
239	B0_R14_1_MF	B0	R14_1	MF	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
240	B0_R15_1_M0	B0	R15_1	M0	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
241	B0_R15_1_M1	B0	R15_1	M1	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
242	B0_R15_1_M2	B0	R15_1	M2	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
243	B0_R15_1_M3	B0	R15_1	M3	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
244	B0_R15_1_M4	B0	R15_1	M4	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
245	B0_R15_1_M5	B0	R15_1	M5	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
246	B0_R15_1_M6	B0	R15_1	M6	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
247	B0_R15_1_M7	B0	R15_1	M7	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
248	B0_R15_1_M8	B0	R15_1	M8	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
249	B0_R15_1_M9	B0	R15_1	M9	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
250	B0_R15_1_MA	B0	R15_1	MA	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
251	B0_R15_1_MB	B0	R15_1	MB	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
252	B0_R15_1_MC	B0	R15_1	MC	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
253	B0_R15_1_MD	B0	R15_1	MD	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
254	B0_R15_1_ME	B0	R15_1	ME	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
255	B0_R15_1_MF	B0	R15_1	MF	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
256	B0_R00_3_M0	B0	R00_3	M0	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
257	B0_R00_3_M1	B0	R00_3	M1	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
258	B0_R00_3_M2	B0	R00_3	M2	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
259	B0_R00_3_M3	B0	R00_3	M3	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
260	B0_R00_3_M4	B0	R00_3	M4	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
261	B0_R00_3_M5	B0	R00_3	M5	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
262	B0_R00_3_M6	B0	R00_3	M6	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
263	B0_R00_3_M7	B0	R00_3	M7	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
264	B0_R00_3_M8	B0	R00_3	M8	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
265	B0_R00_3_M9	B0	R00_3	M9	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
266	B0_R00_3_MA	B0	R00_3	MA	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
267	B0_R00_3_MB	B0	R00_3	MB	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
268	B0_R00_3_MC	B0	R00_3	MC	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
269	B0_R00_3_MD	B0	R00_3	MD	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
270	B0_R00_3_ME	B0	R00_3	ME	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
271	B0_R00_3_MF	B0	R00_3	MF	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
272	B0_R01_3_M0	B0	R01_3	M0	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
273	B0_R01_3_M1	B0	R01_3	M1	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
274	B0_R01_3_M2	B0	R01_3	M2	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
275	B0_R01_3_M3	B0	R01_3	M3	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
276	B0_R01_3_M4	B0	R01_3	M4	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
277	B0_R01_3_M5	B0	R01_3	M5	[0.0,0.0,0.0,0.0]	[-0.16666666666666666,-0.14285714285714285,0.125,0.1111111111111111]	LOCAL_ANALYTIC_CHART_ONLY
