path	group	buckets	bucket_count	qualifying_group
archive/RECON_A_cosmology.md	archive	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	YES
archive/RECON_B_microphysics.md	archive	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	YES
archive/RECON_C_session.md	archive	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	YES
archive/RECON_D_canon_negatives_weaknesses.md	archive	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	YES
archive/REORG_PLAN.md	archive	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	YES
archive/S2_S3_OBJECT_IDENTITY_MAP.md	archive	B5_JOINT	1	YES
archive/SOLVER_COMPLETENESS_MAP.md	archive	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	YES
archive/UDT_REBUILD.md	archive	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	YES
archive/VISION_POST_POSTULATE.md	archive	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	YES
archive/a_function_verifier_results.md	archive	B3_LIFT;B5_JOINT	2	YES
archive/branch_G_characterization_results.md	archive	B5_JOINT	1	YES
archive/branch_P_characterization_results.md	archive	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	YES
archive/branch_iii_hunt_results.md	archive	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	YES
archive/branch_operator_results.md	archive	B1_FOUNDING;B5_JOINT	2	YES
archive/branch_p_coupled_observe_partial_results.md	archive	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	YES
archive/complete_metric_sweep_setup.md	archive	B4_GLOBAL;B5_JOINT	2	YES
archive/complete_metric_sweep_stageA_results.md	archive	B4_GLOBAL;B5_JOINT	2	YES
archive/complete_metric_sweep_stageB_results.md	archive	B4_GLOBAL;B5_JOINT	2	YES
archive/complete_solver_stage1_general_einstein_results.md	archive	B4_GLOBAL;B5_JOINT	2	YES
archive/coupled_cell_soliton_results.md	archive	B3_LIFT;B4_GLOBAL;B5_JOINT	3	YES
archive/coupled_cell_soliton_verifier_results.md	archive	B3_LIFT;B4_GLOBAL;B5_JOINT	3	YES
archive/cross_session_recon_2026-06-17.md	archive	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	YES
archive/crux1_statistics_topology_results.md	archive	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	YES
archive/crux2_coinflip_contract.md	archive	B1_FOUNDING;B5_JOINT	2	YES
archive/crux2_coinflip_results.md	archive	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	YES
archive/depth_selector_VERIFIER.md	archive	B4_GLOBAL;B5_JOINT	2	YES
archive/depth_selector_breather_results.md	archive	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	YES
archive/dpf2_results.md	archive	B5_JOINT	1	YES
archive/dpf2_verifier_results.md	archive	B5_JOINT	1	YES
archive/dpf_results.md	archive	B5_JOINT	1	YES
archive/dpf_verifier_results.md	archive	B5_JOINT	1	YES
archive/dyn1_results.md	archive	B4_GLOBAL;B5_JOINT	2	YES
archive/dyn1_verifier_results.md	archive	B4_GLOBAL;B5_JOINT	2	YES
archive/em_forcing_results.md	archive	B3_LIFT;B5_JOINT	2	YES
archive/em_forcing_verifier_results.md	archive	B5_JOINT	1	YES
archive/ens_scan_results.md	archive	B5_JOINT	1	YES
archive/ens_scan_verifier_results.md	archive	B5_JOINT	1	YES
archive/ensembles_results.md	archive	B4_GLOBAL;B5_JOINT	2	YES
archive/ext_scan_results.md	archive	B5_JOINT	1	YES
archive/fermion_forcing_results.md	archive	B3_LIFT;B4_GLOBAL;B5_JOINT	3	YES
archive/fermion_forcing_verifier_results.md	archive	B3_LIFT;B5_JOINT	2	YES
archive/fork_tests_results.md	archive	B3_LIFT;B5_JOINT	2	YES
archive/fourth_component_sourced_results.md	archive	B4_GLOBAL;B5_JOINT	2	YES
archive/full3d_catalog_results.md	archive	B4_GLOBAL;B5_JOINT	2	YES
archive/global_spin_structure_results.md	archive	B4_GLOBAL;B5_JOINT	2	YES
archive/gravity_sector_local_reduction_results.md	archive	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	YES
archive/gravity_sector_verifier_independent_results.md	archive	B4_GLOBAL;B5_JOINT	2	YES
archive/h1_types_results.md	archive	B4_GLOBAL;B5_JOINT	2	YES
archive/h1_types_verifier_results.md	archive	B4_GLOBAL;B5_JOINT	2	YES
archive/hopf_spinor_results.md	archive	B3_LIFT;B5_JOINT	2	YES
archive/horizon_cmb_correspondence.md	archive	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	YES
archive/infrastructure_audit_2026-06-16.md	archive	B5_JOINT	1	YES
archive/infrastructure_audit_3d_2026-06-16.md	archive	B2_DEPTH;B5_JOINT	2	YES
archive/jfnk_solver_results.md	archive	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	YES
archive/lepton_soliton_spectrum_contract.md	archive	B5_JOINT	1	YES
archive/lepton_soliton_spectrum_results.md	archive	B4_GLOBAL;B5_JOINT	2	YES
archive/lepton_soliton_spectrum_verifier_results.md	archive	B5_JOINT	1	YES
archive/macro_contamination_map.md	archive	B5_JOINT	1	YES
archive/mass_as_cost_ladder_results.md	archive	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	YES
archive/mass_audit_results.md	archive	B5_JOINT	1	YES
archive/micro_mass_shape_results.md	archive	B2_DEPTH;B4_GLOBAL;B5_JOINT	3	YES
archive/monodromy_depth_results.md	archive	B3_LIFT;B4_GLOBAL;B5_JOINT	3	YES
archive/monodromy_depth_verifier_results.md	archive	B3_LIFT;B4_GLOBAL;B5_JOINT	3	YES
archive/n3_direction_distribution_results.md	archive	B3_LIFT;B4_GLOBAL;B5_JOINT	3	YES
archive/n3_direction_distribution_verifier_results.md	archive	B3_LIFT;B5_JOINT	2	YES
archive/native_action_chat_2026-07-14_15/README.md	archive/native_action_chat_2026-07-14_15	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	YES
archive/native_action_chat_2026-07-14_15/UDT_BOOTSTRAP_BACKGROUND_CARRIER_COUPLING_DERIVATION_RESULTS.md	archive/native_action_chat_2026-07-14_15	B1_FOUNDING;B5_JOINT	2	YES
archive/native_action_chat_2026-07-14_15/UDT_BOOTSTRAP_BACKGROUND_CARRIER_COUPLING_MAP.md	archive/native_action_chat_2026-07-14_15	B1_FOUNDING;B5_JOINT	2	YES
archive/native_action_chat_2026-07-14_15/UDT_BOOTSTRAP_BACKGROUND_CARRIER_COUPLING_VERIFY_DISPATCH.md	archive/native_action_chat_2026-07-14_15	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	YES
archive/native_action_chat_2026-07-14_15/UDT_COMMON_SCALE_MATTER_EMERGENCE_DERIVATION_RESULTS.md	archive/native_action_chat_2026-07-14_15	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	YES
archive/native_action_chat_2026-07-14_15/UDT_COMMON_SCALE_MATTER_EMERGENCE_MAP.md	archive/native_action_chat_2026-07-14_15	B1_FOUNDING;B5_JOINT	2	YES
archive/native_action_chat_2026-07-14_15/UDT_COMMON_SCALE_MATTER_EMERGENCE_VERIFY_DISPATCH.md	archive/native_action_chat_2026-07-14_15	B1_FOUNDING;B5_JOINT	2	YES
archive/native_action_chat_2026-07-14_15/UDT_CSN_BOUNDARY_CHARGE_SELECTION_DERIVATION_RESULTS.md	archive/native_action_chat_2026-07-14_15	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	YES
archive/native_action_chat_2026-07-14_15/UDT_CSN_BOUNDARY_CHARGE_SELECTION_MAP.md	archive/native_action_chat_2026-07-14_15	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	YES
archive/native_action_chat_2026-07-14_15/UDT_CSN_BOUNDARY_CHARGE_SELECTION_VERIFY_DISPATCH.md	archive/native_action_chat_2026-07-14_15	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	YES
archive/native_action_chat_2026-07-14_15/UDT_CSN_DIMENSIONLESS_ACTION_REFERENCE_BRANCH_DERIVATION_RESULTS.md	archive/native_action_chat_2026-07-14_15	B1_FOUNDING;B3_LIFT;B5_JOINT	3	YES
archive/native_action_chat_2026-07-14_15/UDT_CSN_DIMENSIONLESS_ACTION_REFERENCE_BRANCH_MAP.md	archive/native_action_chat_2026-07-14_15	B3_LIFT;B5_JOINT	2	YES
archive/native_action_chat_2026-07-14_15/UDT_CSN_DIMENSIONLESS_ACTION_REFERENCE_BRANCH_VERIFY_DISPATCH.md	archive/native_action_chat_2026-07-14_15	B1_FOUNDING;B3_LIFT;B5_JOINT	3	YES
archive/native_action_chat_2026-07-14_15/UDT_CSN_GLOBAL_SCALE_SELECTION_DERIVATION_RESULTS.md	archive/native_action_chat_2026-07-14_15	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	YES
archive/native_action_chat_2026-07-14_15/UDT_CSN_GLOBAL_SCALE_SELECTION_MAP.md	archive/native_action_chat_2026-07-14_15	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	YES
archive/native_action_chat_2026-07-14_15/UDT_CSN_GLOBAL_SCALE_SELECTION_VERIFY_DISPATCH.md	archive/native_action_chat_2026-07-14_15	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	YES
archive/native_action_chat_2026-07-14_15/UDT_CSN_ONE_MASS_GLOBAL_CALIBRATION_DERIVATION_RESULTS.md	archive/native_action_chat_2026-07-14_15	B3_LIFT;B5_JOINT	2	YES
archive/native_action_chat_2026-07-14_15/UDT_CSN_ONE_MASS_GLOBAL_CALIBRATION_MAP.md	archive/native_action_chat_2026-07-14_15	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	YES
archive/native_action_chat_2026-07-14_15/UDT_CSN_ONE_MASS_GLOBAL_CALIBRATION_VERIFY_DISPATCH.md	archive/native_action_chat_2026-07-14_15	B1_FOUNDING;B3_LIFT;B5_JOINT	3	YES
archive/native_action_chat_2026-07-14_15/UDT_DEEP_POSITIONAL_RELATIVITY_POSTULATE_DERIVATION_RESULTS.md	archive/native_action_chat_2026-07-14_15	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	YES
archive/native_action_chat_2026-07-14_15/UDT_DEEP_POSITIONAL_RELATIVITY_POSTULATE_MAP.md	archive/native_action_chat_2026-07-14_15	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	YES
archive/native_action_chat_2026-07-14_15/UDT_DEEP_POSITIONAL_RELATIVITY_POSTULATE_VERIFY_DISPATCH.md	archive/native_action_chat_2026-07-14_15	B1_FOUNDING;B5_JOINT	2	YES
archive/native_action_chat_2026-07-14_15/UDT_DILATION_SUBSTRATE_ACTION_DERIVATION_RESULTS.md	archive/native_action_chat_2026-07-14_15	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	YES
archive/native_action_chat_2026-07-14_15/UDT_DILATION_SUBSTRATE_ACTION_MAP.md	archive/native_action_chat_2026-07-14_15	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	YES
archive/native_action_chat_2026-07-14_15/UDT_DILATION_SUBSTRATE_ACTION_VERIFY_DISPATCH.md	archive/native_action_chat_2026-07-14_15	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	YES
archive/native_action_chat_2026-07-14_15/UDT_ELECTRON_CALIBRATION_BRIDGE_DERIVATION_RESULTS.md	archive/native_action_chat_2026-07-14_15	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	YES
archive/native_action_chat_2026-07-14_15/UDT_ELECTRON_CALIBRATION_BRIDGE_MAP.md	archive/native_action_chat_2026-07-14_15	B1_FOUNDING;B5_JOINT	2	YES
archive/native_action_chat_2026-07-14_15/UDT_ELECTRON_CALIBRATION_BRIDGE_VERIFY_DISPATCH.md	archive/native_action_chat_2026-07-14_15	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	YES
archive/native_action_chat_2026-07-14_15/UDT_FINITE_CELL_BOUNDARY_DERIVATION_RESULTS.md	archive/native_action_chat_2026-07-14_15	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	YES
archive/native_action_chat_2026-07-14_15/UDT_FINITE_CELL_BOUNDARY_MAP.md	archive/native_action_chat_2026-07-14_15	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	YES
archive/native_action_chat_2026-07-14_15/UDT_FINITE_CELL_BOUNDARY_VERIFY_DISPATCH.md	archive/native_action_chat_2026-07-14_15	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	YES
archive/native_action_chat_2026-07-14_15/UDT_FOUNDING_TO_DYNAMICS_DERIVATION_RESULTS.md	archive/native_action_chat_2026-07-14_15	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	YES
archive/native_action_chat_2026-07-14_15/UDT_FOUNDING_TO_DYNAMICS_MAP.md	archive/native_action_chat_2026-07-14_15	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	YES
archive/native_action_chat_2026-07-14_15/UDT_FOUNDING_TO_DYNAMICS_VERIFY_DISPATCH.md	archive/native_action_chat_2026-07-14_15	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	YES
archive/native_action_chat_2026-07-14_15/UDT_GLOBAL_BOOTSTRAP_ACTION_MAP.md	archive/native_action_chat_2026-07-14_15	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	YES
archive/native_action_chat_2026-07-14_15/UDT_GLOBAL_BOOTSTRAP_DERIVATION_RESULTS.md	archive/native_action_chat_2026-07-14_15	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	YES
archive/native_action_chat_2026-07-14_15/UDT_GLOBAL_BOOTSTRAP_VERIFY_DISPATCH.md	archive/native_action_chat_2026-07-14_15	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	YES
archive/native_action_chat_2026-07-14_15/UDT_MACRO_MICRO_MATCHING_CLOSURE_DERIVATION_RESULTS.md	archive/native_action_chat_2026-07-14_15	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	YES
archive/native_action_chat_2026-07-14_15/UDT_MACRO_MICRO_MATCHING_CLOSURE_MAP.md	archive/native_action_chat_2026-07-14_15	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	YES
archive/native_action_chat_2026-07-14_15/UDT_MACRO_MICRO_MATCHING_CLOSURE_VERIFY_DISPATCH.md	archive/native_action_chat_2026-07-14_15	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	YES
archive/native_action_chat_2026-07-14_15/UDT_MUTUAL_DILATION_RESISTANCE_DERIVATION_RESULTS.md	archive/native_action_chat_2026-07-14_15	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	YES
archive/native_action_chat_2026-07-14_15/UDT_MUTUAL_DILATION_RESISTANCE_MAP.md	archive/native_action_chat_2026-07-14_15	B1_FOUNDING;B3_LIFT;B5_JOINT	3	YES
archive/native_action_chat_2026-07-14_15/UDT_MUTUAL_DILATION_RESISTANCE_VERIFY_DISPATCH.md	archive/native_action_chat_2026-07-14_15	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	YES
archive/native_action_chat_2026-07-14_15/UDT_NATIVE_ACTION_NONCOLD_DERIVATION_RESULTS.md	archive/native_action_chat_2026-07-14_15	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	YES
archive/native_action_chat_2026-07-14_15/UDT_NATIVE_ACTION_NONCOLD_MAP.md	archive/native_action_chat_2026-07-14_15	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	YES
archive/native_action_chat_2026-07-14_15/UDT_QUADRATIC_DILATION_COST_DERIVATION_MAP.md	archive/native_action_chat_2026-07-14_15	B1_FOUNDING;B5_JOINT	2	YES
archive/native_action_chat_2026-07-14_15/UDT_QUADRATIC_DILATION_COST_DERIVATION_RESULTS.md	archive/native_action_chat_2026-07-14_15	B1_FOUNDING;B3_LIFT;B5_JOINT	3	YES
archive/native_action_chat_2026-07-14_15/UDT_QUADRATIC_DILATION_COST_VERIFY_DISPATCH.md	archive/native_action_chat_2026-07-14_15	B1_FOUNDING;B3_LIFT;B5_JOINT	3	YES
archive/native_action_chat_2026-07-14_15/UDT_RECIPROCAL_AXIS_FUNCTIONAL_STRUCTURE_DERIVATION_RESULTS.md	archive/native_action_chat_2026-07-14_15	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	YES
archive/native_action_chat_2026-07-14_15/UDT_RECIPROCAL_AXIS_FUNCTIONAL_STRUCTURE_MAP.md	archive/native_action_chat_2026-07-14_15	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	YES
archive/native_action_chat_2026-07-14_15/UDT_RECIPROCAL_AXIS_FUNCTIONAL_STRUCTURE_VERIFY_DISPATCH.md	archive/native_action_chat_2026-07-14_15	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	YES
archive/native_action_chat_2026-07-14_15/UDT_RECIPROCAL_AXIS_METRIC_CURVATURE_DERIVATION_RESULTS.md	archive/native_action_chat_2026-07-14_15	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	YES
archive/native_action_chat_2026-07-14_15/UDT_RECIPROCAL_AXIS_METRIC_CURVATURE_MAP.md	archive/native_action_chat_2026-07-14_15	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	YES
archive/native_action_chat_2026-07-14_15/UDT_RECIPROCAL_AXIS_METRIC_CURVATURE_VERIFY_DISPATCH.md	archive/native_action_chat_2026-07-14_15	B1_FOUNDING	1	YES
archive/native_action_chat_2026-07-14_15/UDT_RECIPROCAL_C_CONFORMAL_ACTION_DERIVATION_RESULTS.md	archive/native_action_chat_2026-07-14_15	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	YES
archive/native_action_chat_2026-07-14_15/UDT_RECIPROCAL_C_CONFORMAL_ACTION_MAP.md	archive/native_action_chat_2026-07-14_15	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	YES
archive/native_action_chat_2026-07-14_15/UDT_RECIPROCAL_C_CONFORMAL_ACTION_VERIFY_DISPATCH.md	archive/native_action_chat_2026-07-14_15	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	YES
archive/native_action_chat_2026-07-14_15/UDT_RECIPROCAL_LOOP_CLOSURE_MATTER_DERIVATION_RESULTS.md	archive/native_action_chat_2026-07-14_15	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	YES
archive/native_action_chat_2026-07-14_15/UDT_RECIPROCAL_LOOP_CLOSURE_MATTER_MAP.md	archive/native_action_chat_2026-07-14_15	B1_FOUNDING;B5_JOINT	2	YES
archive/native_action_chat_2026-07-14_15/UDT_RECIPROCAL_LOOP_CLOSURE_MATTER_VERIFY_DISPATCH.md	archive/native_action_chat_2026-07-14_15	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	YES
archive/native_action_chat_2026-07-14_15/UDT_SMOOTH_BOOTSTRAP_SUBSTRATE_CLOSURE_DERIVATION_RESULTS.md	archive/native_action_chat_2026-07-14_15	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	YES
archive/native_action_chat_2026-07-14_15/UDT_SMOOTH_BOOTSTRAP_SUBSTRATE_CLOSURE_MAP.md	archive/native_action_chat_2026-07-14_15	B1_FOUNDING;B5_JOINT	2	YES
archive/native_action_chat_2026-07-14_15/UDT_SMOOTH_BOOTSTRAP_SUBSTRATE_CLOSURE_VERIFY_DISPATCH.md	archive/native_action_chat_2026-07-14_15	B1_FOUNDING;B5_JOINT	2	YES
archive/native_action_chat_2026-07-14_15/UDT_WRL_CONFORMAL_CARRIER_SCALE_CLOSURE_DERIVATION_RESULTS.md	archive/native_action_chat_2026-07-14_15	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	YES
archive/native_action_chat_2026-07-14_15/UDT_WRL_CONFORMAL_CARRIER_SCALE_CLOSURE_MAP.md	archive/native_action_chat_2026-07-14_15	B1_FOUNDING;B5_JOINT	2	YES
archive/native_action_chat_2026-07-14_15/UDT_WRL_CONFORMAL_CARRIER_SCALE_CLOSURE_VERIFY_DISPATCH.md	archive/native_action_chat_2026-07-14_15	B5_JOINT	1	YES
archive/native_action_chat_2026-07-14_15/UDT_WRL_OFFSHELL_PROVENANCE_DERIVATION_RESULTS.md	archive/native_action_chat_2026-07-14_15	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	YES
archive/native_action_chat_2026-07-14_15/UDT_WRL_OFFSHELL_PROVENANCE_MAP.md	archive/native_action_chat_2026-07-14_15	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	YES
archive/native_action_chat_2026-07-14_15/UDT_WRL_OFFSHELL_PROVENANCE_VERIFY_DISPATCH.md	archive/native_action_chat_2026-07-14_15	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	YES
archive/native_action_chat_2026-07-14_15/UDT_WRL_SCAFFOLD_NATIVE_ACTION_SEPARATION_DERIVATION_RESULTS.md	archive/native_action_chat_2026-07-14_15	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	YES
archive/native_action_chat_2026-07-14_15/UDT_WRL_SCAFFOLD_NATIVE_ACTION_SEPARATION_MAP.md	archive/native_action_chat_2026-07-14_15	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	YES
archive/native_action_chat_2026-07-14_15/UDT_WRL_SCAFFOLD_NATIVE_ACTION_SEPARATION_VERIFY_DISPATCH.md	archive/native_action_chat_2026-07-14_15	B1_FOUNDING;B5_JOINT	2	YES
archive/native_action_chat_2026-07-14_15/UDT_WRL_SOLUTION_SPACE_CLOSURE_DERIVATION_RESULTS.md	archive/native_action_chat_2026-07-14_15	B1_FOUNDING;B3_LIFT;B4_GLOBAL;B5_JOINT	4	YES
archive/native_action_chat_2026-07-14_15/UDT_WRL_SOLUTION_SPACE_CLOSURE_MAP.md	archive/native_action_chat_2026-07-14_15	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	YES
archive/native_action_chat_2026-07-14_15/UDT_WRL_SOLUTION_SPACE_CLOSURE_VERIFY_DISPATCH.md	archive/native_action_chat_2026-07-14_15	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	YES
archive/native_action_chat_2026-07-14_15/verify_udt_bootstrap_background_carrier_coupling.py	archive/native_action_chat_2026-07-14_15	B1_FOUNDING	1	YES
archive/native_action_chat_2026-07-14_15/verify_udt_common_scale_matter_emergence.py	archive/native_action_chat_2026-07-14_15	B5_JOINT	1	YES
archive/native_action_chat_2026-07-14_15/verify_udt_common_scale_matter_emergence_out.txt	archive/native_action_chat_2026-07-14_15	B5_JOINT	1	YES
archive/native_action_chat_2026-07-14_15/verify_udt_csn_boundary_charge_selection.py	archive/native_action_chat_2026-07-14_15	B5_JOINT	1	YES
archive/native_action_chat_2026-07-14_15/verify_udt_csn_dimensionless_action_reference_branch.py	archive/native_action_chat_2026-07-14_15	B3_LIFT;B5_JOINT	2	YES
archive/native_action_chat_2026-07-14_15/verify_udt_csn_dimensionless_action_reference_branch_out.txt	archive/native_action_chat_2026-07-14_15	B5_JOINT	1	YES
archive/native_action_chat_2026-07-14_15/verify_udt_csn_global_scale_selection.py	archive/native_action_chat_2026-07-14_15	B3_LIFT;B5_JOINT	2	YES
archive/native_action_chat_2026-07-14_15/verify_udt_csn_global_scale_selection_out.txt	archive/native_action_chat_2026-07-14_15	B3_LIFT;B5_JOINT	2	YES
archive/native_action_chat_2026-07-14_15/verify_udt_csn_one_mass_global_calibration.py	archive/native_action_chat_2026-07-14_15	B5_JOINT	1	YES
archive/native_action_chat_2026-07-14_15/verify_udt_csn_one_mass_global_calibration_out.txt	archive/native_action_chat_2026-07-14_15	B5_JOINT	1	YES
archive/native_action_chat_2026-07-14_15/verify_udt_deep_positional_relativity.py	archive/native_action_chat_2026-07-14_15	B1_FOUNDING;B3_LIFT;B5_JOINT	3	YES
archive/native_action_chat_2026-07-14_15/verify_udt_deep_positional_relativity_out.txt	archive/native_action_chat_2026-07-14_15	B1_FOUNDING;B5_JOINT	2	YES
archive/native_action_chat_2026-07-14_15/verify_udt_dilation_substrate_action.py	archive/native_action_chat_2026-07-14_15	B1_FOUNDING;B5_JOINT	2	YES
archive/native_action_chat_2026-07-14_15/verify_udt_dilation_substrate_action_out.txt	archive/native_action_chat_2026-07-14_15	B1_FOUNDING;B5_JOINT	2	YES
archive/native_action_chat_2026-07-14_15/verify_udt_electron_calibration_bridge.py	archive/native_action_chat_2026-07-14_15	B5_JOINT	1	YES
archive/native_action_chat_2026-07-14_15/verify_udt_electron_calibration_bridge_out.txt	archive/native_action_chat_2026-07-14_15	B5_JOINT	1	YES
archive/native_action_chat_2026-07-14_15/verify_udt_finite_cell_boundary.py	archive/native_action_chat_2026-07-14_15	B4_GLOBAL;B5_JOINT	2	YES
archive/native_action_chat_2026-07-14_15/verify_udt_founding_to_dynamics.py	archive/native_action_chat_2026-07-14_15	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	YES
archive/native_action_chat_2026-07-14_15/verify_udt_founding_to_dynamics_out.txt	archive/native_action_chat_2026-07-14_15	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	YES
archive/native_action_chat_2026-07-14_15/verify_udt_global_bootstrap.py	archive/native_action_chat_2026-07-14_15	B1_FOUNDING;B3_LIFT;B5_JOINT	3	YES
archive/native_action_chat_2026-07-14_15/verify_udt_global_bootstrap_out.txt	archive/native_action_chat_2026-07-14_15	B1_FOUNDING;B3_LIFT	2	YES
archive/native_action_chat_2026-07-14_15/verify_udt_macro_micro_matching_closure.py	archive/native_action_chat_2026-07-14_15	B5_JOINT	1	YES
archive/native_action_chat_2026-07-14_15/verify_udt_macro_micro_matching_closure_out.txt	archive/native_action_chat_2026-07-14_15	B5_JOINT	1	YES
archive/native_action_chat_2026-07-14_15/verify_udt_mutual_dilation_resistance.py	archive/native_action_chat_2026-07-14_15	B1_FOUNDING;B3_LIFT;B5_JOINT	3	YES
archive/native_action_chat_2026-07-14_15/verify_udt_mutual_dilation_resistance_out.txt	archive/native_action_chat_2026-07-14_15	B1_FOUNDING;B5_JOINT	2	YES
archive/native_action_chat_2026-07-14_15/verify_udt_native_action_noncold.py	archive/native_action_chat_2026-07-14_15	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	YES
archive/native_action_chat_2026-07-14_15/verify_udt_native_action_noncold_out.txt	archive/native_action_chat_2026-07-14_15	B1_FOUNDING;B4_GLOBAL	2	YES
archive/native_action_chat_2026-07-14_15/verify_udt_quadratic_dilation_cost.py	archive/native_action_chat_2026-07-14_15	B1_FOUNDING;B2_DEPTH;B3_LIFT;B5_JOINT	4	YES
archive/native_action_chat_2026-07-14_15/verify_udt_quadratic_dilation_cost_out.txt	archive/native_action_chat_2026-07-14_15	B1_FOUNDING;B2_DEPTH	2	YES
archive/native_action_chat_2026-07-14_15/verify_udt_reciprocal_axis_functional_structure.py	archive/native_action_chat_2026-07-14_15	B1_FOUNDING	1	YES
archive/native_action_chat_2026-07-14_15/verify_udt_reciprocal_axis_metric_curvature.py	archive/native_action_chat_2026-07-14_15	B1_FOUNDING	1	YES
archive/native_action_chat_2026-07-14_15/verify_udt_reciprocal_c_conformal_action.py	archive/native_action_chat_2026-07-14_15	B1_FOUNDING;B5_JOINT	2	YES
archive/native_action_chat_2026-07-14_15/verify_udt_reciprocal_c_conformal_action_out.txt	archive/native_action_chat_2026-07-14_15	B1_FOUNDING;B5_JOINT	2	YES
archive/native_action_chat_2026-07-14_15/verify_udt_reciprocal_loop_closure_matter.py	archive/native_action_chat_2026-07-14_15	B1_FOUNDING;B4_GLOBAL;B5_JOINT	3	YES
